laua,laua_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed
S12000033,ABERDEEN CITY,129315,129197,97.2,84.8,83.9,83,83,0,0.2,0.3,2.8,0,98,0,125636,109650,108514,107315,107315,58,209,431,3561,40,126770,0,17122,108514,58,151,222,3130,13.2,83.9,0,0.1,0.2,2.4
S12000034,ABERDEENSHIRE,128408,128070,85.9,25.5,25.5,25.4,25.4,1.7,4.2,7.6,13.8,2.4,95.4,0,110296,32794,32703,32622,32622,2214,5407,9703,17774,3047,122495,0,77593,32703,2214,3193,4296,8071,60.4,25.5,1.7,2.5,3.3,6.3
E07000223,ADUR,29985,29953,99.1,92.8,92.8,65.4,92.8,0,0,0.1,0.8,0,99.6,0,29727,27826,27826,19606,27826,0,9,40,226,5,29864,0,1901,27826,0,9,31,186,6.3,92.8,0,0,0.1,0.6
E07000026,ALLERDALE,52482,52364,93.1,6,6,6,6,1.2,2,2.8,6.6,0.6,98.7,3.4,48885,3127,3127,3127,3127,617,1057,1479,3479,294,51819,1785,45758,3127,617,440,422,2000,87.2,6,1.2,0.8,0.8,3.8
E07000032,AMBER VALLEY,62512,62430,97.2,62.4,60.6,59,59.1,0.1,0.3,0.4,2.7,0.1,99.5,0,60770,39001,37875,36868,36952,42,157,245,1660,54,62205,1,22895,37875,42,115,88,1415,36.6,60.6,0.1,0.2,0.1,2.3
S12000041,ANGUS,61881,61732,88.1,32.9,32.8,20.9,32.7,1.1,3,5.8,11.6,1.5,95.7,0,54537,20328,20269,12918,20217,704,1829,3593,7195,915,59242,0,34268,20269,704,1125,1764,3602,55.4,32.8,1.1,1.8,2.9,5.8
N09000001,ANTRIM AND NEWTOWNABBEY,65674,65229,95.5,91.1,91,90.3,91,1,1.7,2,3.8,0.5,99.1,0,62720,59808,59790,59314,59782,651,1091,1292,2509,335,65109,1,2930,59790,651,440,201,1217,4.5,91,1,0.7,0.3,1.9
N09000011,ARDS AND NORTH DOWN,78628,78576,97.6,91.7,91.7,91.1,91.7,0.3,0.5,0.9,2.3,0.1,99.9,0,76754,72082,72082,71603,72082,220,432,733,1822,85,78542,0,4672,72082,220,212,301,1089,5.9,91.7,0.3,0.3,0.4,1.4
S12000035,ARGYLL AND BUTE,57178,56495,83.1,6.4,6.4,6.4,6.4,2.8,4.8,8.4,15.7,4.2,90.8,0,47497,3683,3683,3682,3683,1584,2742,4811,8998,2405,51940,0,43814,3683,1584,1158,2069,4187,76.6,6.4,2.8,2,3.6,7.3
N09000002,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",94573,94416,95.9,87,87,87,87,0.5,1.1,1.7,4,0.6,99.3,0.2,90677,82281,82281,82281,82281,505,1086,1596,3739,521,93886,162,8396,82281,505,581,510,2143,8.9,87,0.5,0.6,0.5,2.3
E07000224,ARUN,80682,80624,97.5,39.7,36.4,34.2,34.2,0,0.1,0.2,2.4,0.1,99.9,0,78699,32036,29361,27574,27629,34,66,146,1925,71,80586,0,49338,29361,34,32,80,1779,61.2,36.4,0,0,0.1,2.2
E07000170,ASHFIELD,60013,59979,98.5,90.4,90.2,35.8,90.1,0,0.3,0.4,1.4,0,99.2,0,59119,54275,54161,21461,54087,17,204,256,860,3,59524,1,4958,54161,17,187,52,604,8.3,90.2,0,0.3,0.1,1
E07000105,ASHFORD,60702,60641,93.5,68.8,67.4,51.6,66.5,0.2,1.1,2.1,6.4,0.4,98.8,35,56743,41793,40883,31307,40349,138,646,1295,3898,216,59979,21230,15860,40883,138,508,649,2603,26.1,67.4,0.2,0.8,1.1,4.3
E07000200,BABERGH,44976,44885,96.7,37.4,37.3,37.2,37.3,0.2,0.5,0.7,3.1,0.2,99.3,4.3,43485,16841,16783,16730,16766,100,211,314,1400,86,44683,1931,26702,16783,100,111,103,1086,59.4,37.3,0.2,0.2,0.2,2.4
E09000002,BARKING AND DAGENHAM,81813,81621,98.5,92,92,72.1,92,0,0.4,0.7,1.2,0,98.5,0,80610,75303,75261,58999,75251,38,366,557,1011,15,80622,0,5349,75261,38,328,191,454,6.5,92,0,0.4,0.2,0.6
E09000003,BARNET,163798,163684,98.1,70.9,68.7,39.1,66.8,0,0,0.1,1.8,0,98.8,0,160739,116120,112520,64122,109366,1,9,242,2945,0,161777,0,48219,112520,1,8,233,2703,29.4,68.7,0,0,0.1,1.7
E08000016,BARNSLEY,119442,119385,98.7,71.8,69.1,27.7,66.9,0.1,0.2,0.3,1.3,0,99.3,35.8,117849,85814,82500,33072,79939,70,263,393,1536,2,118602,42770,35349,82500,70,193,130,1143,29.6,69.1,0.1,0.2,0.1,1
E07000027,BARROW-IN-FURNESS,35942,35925,99.1,56.8,56.8,56.8,56.8,0.1,0.2,0.3,0.9,0.1,99.9,0.3,35609,20403,20403,20403,20403,53,76,114,316,19,35914,99,15206,20403,53,23,38,202,42.3,56.8,0.1,0.1,0.1,0.6
E07000066,BASILDON,84464,84375,98.7,87.8,87.1,53.4,86.6,0,0.1,0.4,1.1,0,99.4,0,83406,74177,73605,45124,73107,27,115,308,969,4,83958,0,9801,73605,27,88,193,661,11.6,87.1,0,0.1,0.2,0.8
E07000084,BASINGSTOKE AND DEANE,83710,83598,96.6,68,66.8,49.3,66.2,0.2,0.5,0.9,3.3,0.2,98.8,0,80868,56946,55924,41285,55376,136,410,786,2730,179,82677,0,24944,55924,136,274,376,1944,29.8,66.8,0.2,0.3,0.4,2.3
E07000171,BASSETLAW,59180,58976,96.6,47.7,46,27.1,44.7,0.4,0.7,1.1,3,0.2,99.1,41.3,57176,28248,27218,16066,26468,229,425,646,1800,106,58624,24449,29958,27218,229,196,221,1154,50.6,46,0.4,0.3,0.4,1.9
E06000022,BATH AND NORTH EAST SOMERSET,89775,89584,95.5,73.7,69,50.2,65.1,0.1,0.2,0.5,4.3,0.1,97.2,0,85733,66207,61967,45033,58421,69,198,439,3851,91,87254,0,23766,61967,69,129,241,3412,26.5,69,0.1,0.1,0.3,3.8
E06000055,BEDFORD,83748,83675,97.7,80.6,78.9,44,77.3,0.2,0.3,0.6,2.2,0.1,99.1,0,81832,67483,66054,36830,64702,129,277,516,1843,48,82991,1,15778,66054,129,148,239,1327,18.8,78.9,0.2,0.2,0.3,1.6
N09000003,BELFAST,173887,173009,98.6,95.3,95.3,89.5,95.3,0,0.1,0.3,0.9,0,98.7,0,171489,165688,165686,155637,165688,40,109,506,1520,83,171649,0,5803,165686,40,69,397,1014,3.3,95.3,0,0,0.2,0.6
E09000004,BEXLEY,104988,104920,98.6,89.5,89.2,68.5,88.9,0,0.1,0.5,1.4,0,98.7,0,103475,94015,93680,71882,93340,24,84,511,1445,7,103668,0,9795,93680,24,60,427,934,9.3,89.2,0,0.1,0.4,0.9
E08000025,BIRMINGHAM,478734,476604,96.6,92.3,91.7,48.9,91,0,0.3,0.7,3,0,96.7,0,462456,441888,438931,234024,435683,84,1421,3363,14148,87,462712,0,23525,438931,84,1337,1942,10785,4.9,91.7,0,0.3,0.4,2.3
E07000129,BLABY,46023,45998,98.7,76.1,74.1,39.8,72.8,0.1,0.1,0.3,1.3,0,99.4,0,45415,35007,34098,18306,33520,31,69,120,583,3,45769,0,11317,34098,31,38,51,463,24.6,74.1,0.1,0.1,0.1,1
E06000008,BLACKBURN WITH DARWEN,68599,68498,97.9,70.9,70.7,18.4,70.5,0,0.2,0.3,1.9,0,99.1,58.7,67163,48627,48483,12590,48380,27,149,234,1335,20,67992,40279,18680,48483,27,122,85,1101,27.2,70.7,0,0.2,0.1,1.6
E06000009,BLACKPOOL,78225,77840,98.3,71.9,71.8,5.2,71.9,0,0,0,1.2,0,98.4,0,76867,56236,56186,4078,56236,22,33,34,973,0,76970,0,20681,56186,22,11,1,939,26.4,71.8,0,0,0,1.2
W06000019,BLAENAU GWENT,35485,35449,97.3,33.7,32.3,31.1,31.1,0.1,0.3,0.6,2.6,0.1,99.5,0,34529,11974,11451,11051,11051,29,96,207,920,26,35308,17,23078,11451,29,67,111,713,65,32.3,0.1,0.2,0.3,2
E07000033,BOLSOVER,40006,39958,97.3,57,53.7,32,52.1,0,0.1,0.4,2.6,0.1,99.3,0,38912,22809,21492,12792,20849,20,45,162,1046,21,39738,0,17420,21492,20,25,117,884,43.5,53.7,0,0.1,0.3,2.2
E08000001,BOLTON,134813,134564,98.6,91,89.8,48.4,88.3,0,0.1,0.2,1.2,0,99.3,1,132965,122728,121071,65314,119048,40,127,286,1599,23,133845,1298,11894,121071,40,87,159,1313,8.8,89.8,0,0.1,0.1,1
E07000136,BOSTON,33955,33683,93.8,59.6,59.6,59.6,59.6,0.5,1.2,1.8,5.4,0.5,98.2,11.8,31849,20246,20246,20246,20246,186,422,627,1834,183,33330,4004,11603,20246,186,236,205,1207,34.2,59.6,0.5,0.7,0.6,3.6
E06000058,"BOURNEMOUTH, CHRISTCHURCH AND POOLE",199779,199449,98.8,86.6,84.9,53.4,84,0.2,0.2,0.2,1.1,0,99.5,0,197301,172991,169524,106733,167726,335,361,457,2148,16,198705,0,27777,169524,335,26,96,1691,13.9,84.9,0.2,0,0,0.8
E06000036,BRACKNELL FOREST,55885,55825,97.6,90.5,89.6,79.4,88.5,0,0.1,0.3,2.3,0,98.1,0,54533,50572,50074,44387,49479,13,53,148,1292,14,54848,0,4459,50074,13,40,95,1144,8,89.6,0,0.1,0.2,2
E08000032,BRADFORD,224784,224514,97.6,89.1,87.8,46.8,86.9,0.1,0.2,0.3,2.3,0,98.6,68.6,219415,200225,197351,105105,195290,143,390,720,5099,4,221639,154225,22064,197351,143,247,330,4379,9.8,87.8,0.1,0.1,0.1,1.9
E07000067,BRAINTREE,73215,73104,97.9,59.6,59.6,59.5,59.6,0.2,0.4,0.7,2,0.1,99.1,12.3,71665,43609,43609,43575,43609,134,272,504,1439,81,72562,8999,28056,43609,134,138,232,935,38.3,59.6,0.2,0.2,0.3,1.3
E07000143,BRECKLAND,68004,67889,93.4,46.4,45.2,44.3,44.3,0.6,1.3,2.1,6.5,1.1,98.6,0.1,63496,31578,30743,30148,30148,441,900,1448,4393,727,67018,37,32753,30743,441,459,548,2945,48.2,45.2,0.6,0.7,0.8,4.3
E09000005,BRENT,142136,140914,96.8,82.3,80.5,58.8,79.3,0,0.1,0.3,2.3,0,96.9,0,137637,117008,114453,83527,112699,1,107,459,3277,1,137684,0,23184,114453,1,106,352,2818,16.3,80.5,0,0.1,0.2,2
E07000068,BRENTWOOD,36449,36398,96.2,57.3,57.3,57.3,57.3,0.1,0.4,0.5,3.7,0.1,98,0.3,35053,20896,20896,20889,20896,27,138,165,1345,25,35712,98,14157,20896,27,111,27,1180,38.8,57.3,0.1,0.3,0.1,3.2
W06000013,BRIDGEND,68269,68212,98,63.1,59.1,55.8,55.9,0,0.2,0.5,1.9,0,99.4,35.9,66888,43044,40378,38074,38132,31,108,316,1324,8,67878,24539,26510,40378,31,77,208,1008,38.8,59.1,0,0.1,0.3,1.5
E06000043,BRIGHTON AND HOVE,143388,142143,97.2,86.8,84.2,37.8,79.4,0,0.2,0.9,1.9,0,97.3,0,139371,124506,120692,54155,113921,21,357,1230,2772,7,139588,0,18679,120692,21,336,873,1542,13,84.2,0,0.2,0.6,1.1
E06000023,"BRISTOL, CITY OF",214842,214340,96.7,92.5,92.4,65.9,92.4,0,0.1,0.5,3.1,0,96.8,0,207756,198775,198496,141487,198420,15,181,1060,6584,44,207976,0,9260,198496,15,166,879,5524,4.3,92.4,0,0.1,0.4,2.6
E07000144,BROADLAND,62969,62858,96.2,55.2,54,35.8,53.4,0.2,0.4,1,3.6,0.7,99.2,0.1,60603,34743,34016,22524,33647,117,252,652,2255,428,62455,35,26587,34016,117,135,400,1603,42.2,54,0.2,0.2,0.6,2.5
E09000006,BROMLEY,147408,147362,98.6,91.2,91,42.7,90.3,0,0.1,0.2,1.3,0,99.1,0,145407,134484,134107,62938,133150,28,117,289,1955,10,146029,0,11300,134107,28,89,172,1666,7.7,91,0,0.1,0.1,1.1
E07000234,BROMSGROVE,45435,45152,97.6,78.6,78.6,58.7,78.6,0,0.2,0.3,1.7,0.1,99,0.1,44367,35713,35713,26682,35713,19,81,146,785,33,45002,41,8654,35713,19,62,65,639,19,78.6,0,0.1,0.1,1.4
E07000095,BROXBOURNE,43485,43420,98.7,88.7,85.9,7.7,82.6,0.1,0.1,0.2,1.1,0,99.3,0,42938,38580,37361,3344,35925,34,38,85,482,2,43168,0,5577,37361,34,4,47,397,12.8,85.9,0.1,0,0.1,0.9
E07000172,BROXTOWE,52819,52786,99.4,95.4,95,75.4,94.8,0,0.1,0.1,0.5,0,99.7,0,52503,50411,50189,39802,50053,20,43,72,283,1,52672,0,2314,50189,20,23,29,211,4.4,95,0,0,0.1,0.4
E06000060,BUCKINGHAMSHIRE,245485,245076,96.8,74.3,71.5,51.5,69.3,0.1,0.4,0.9,3.1,0.1,98.7,0.1,237526,182499,175472,126394,170161,262,1028,2163,7550,359,242271,312,62054,175472,262,766,1135,5387,25.3,71.5,0.1,0.3,0.5,2.2
E07000117,BURNLEY,46091,46057,98.4,84.8,84.8,48.4,84.8,0.1,0.1,0.2,1.5,0,99.6,46.3,45368,39104,39102,22313,39104,29,47,80,689,13,45885,21331,6266,39102,29,18,33,609,13.6,84.8,0.1,0,0.1,1.3
