laua,laua_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed
W06000004,DENBIGHSHIRE,49521,49300,90.2,8.0,8.0,8.0,8.0,0.8,1.9,4.2,9.4,1.2,94.7,30.8,44661,3969,3969,3969,3969,393,958,2078,4639,598,46920,15261,40692,3969,393,565,1120,2561,82.2,8.0,0.8,1.1,2.3,5.2
E06000015,DERBY,119005,118450,98.8,88.7,87.9,9.6,9.6,0.0,0.0,0.1,0.7,0.5,99.1,0.0,117607,105541,104576,11417,11456,1,15,124,843,555,117910,0,13031,104576,1,14,109,719,10.9,87.9,0.0,0.0,0.1,0.6
E07000035,DERBYSHIRE DALES,37293,37189,88.4,7.7,7.7,7.7,7.7,0.5,2.0,4.4,11.3,1.5,96.3,0.0,32965,2855,2855,2855,2855,189,755,1651,4224,573,35924,0,30110,2855,189,566,896,2573,80.7,7.7,0.5,1.5,2.4,6.9
N09000005,DERRY CITY AND STRABANE,62612,62353,90.8,73.1,73.1,53.1,53.1,2.3,3.6,4.8,8.8,2.7,98.7,0.0,56833,45791,45763,33217,33217,1433,2265,3014,5520,1705,61828,0,11070,45763,1433,832,749,2506,17.7,73.1,2.3,1.3,1.2,4.0
E08000017,DONCASTER,146389,146225,97.5,57.3,56.9,25.2,25.2,0.1,0.3,0.5,2.4,0.1,99.0,14.6,142715,83810,83348,36892,36893,110,427,778,3510,217,144899,21405,59367,83348,110,317,351,2732,40.6,56.9,0.1,0.2,0.2,1.9
E06000059,DORSET,189611,188878,92.2,9.5,8.9,6.3,6.3,0.3,0.9,1.7,7.4,0.8,98.2,7.6,174867,17955,16796,11885,11885,503,1751,3283,14011,1589,186169,14333,158071,16796,503,1248,1532,10728,83.4,8.9,0.3,0.7,0.8,5.7
E07000108,DOVER,55531,55436,92.8,30.9,30.9,4.2,4.2,0.6,1.0,2.1,7.0,0.4,98.4,0.0,51555,17150,17146,2322,2322,311,564,1139,3881,231,54646,0,34409,17146,311,253,575,2742,62.0,30.9,0.6,0.5,1.0,4.9
E08000027,DUDLEY,147285,147064,99.1,91.0,89.8,1.9,82.8,0.0,0.0,0.1,0.8,0.1,99.5,4.4,145902,133991,132257,2793,121932,2,14,77,1162,219,146477,6487,13645,132257,2,12,63,1085,9.3,89.8,0.0,0.0,0.0,0.7
S12000006,DUMFRIES AND GALLOWAY,82541,81639,84.9,6.4,6.4,6.4,6.4,1.7,3.9,6.8,14.0,3.5,96.0,0.0,70057,5243,5242,5242,5242,1410,3230,5604,11582,2853,79273,0,64815,5242,1410,1820,2374,5978,78.5,6.4,1.7,2.2,2.9,7.2
S12000042,DUNDEE CITY,79398,79360,98.4,87.1,84.8,0.9,0.9,0.0,0.0,0.3,1.6,0.0,99.0,0.0,78103,69187,67305,741,741,1,16,241,1257,39,78575,0,10798,67305,1,15,225,1016,13.6,84.8,0.0,0.0,0.3,1.3
E09000009,EALING,147941,147807,98.4,75.4,73.6,15.8,15.8,0.0,0.0,0.4,1.5,0.1,98.5,0.0,145620,111566,108880,23397,23397,0,39,527,2187,121,145659,0,36740,108880,0,39,488,1660,24.8,73.6,0.0,0.0,0.3,1.1
S12000008,EAST AYRSHIRE,60338,60248,95.5,44.7,44.1,35.0,35.0,0.6,1.2,1.9,4.4,0.4,98.7,0.0,57622,26982,26590,21117,21117,354,715,1153,2626,249,59557,0,31032,26590,354,361,438,1473,51.4,44.1,0.6,0.6,0.7,2.4
E07000009,EAST CAMBRIDGESHIRE,39753,39477,94.1,42.6,36.1,13.6,13.6,0.5,1.1,1.8,5.2,0.9,98.7,30.3,37391,16922,14353,5415,5415,198,426,704,2086,350,39226,12062,23038,14353,198,228,278,1382,58.0,36.1,0.5,0.6,0.7,3.5
E07000040,EAST DEVON,74455,74282,87.1,17.1,13.3,10.2,10.2,0.5,2.4,5.0,12.7,0.9,95.4,14.7,64848,12702,9866,7595,7595,388,1800,3734,9434,704,71014,10915,54982,9866,388,1412,1934,5700,73.8,13.3,0.5,1.9,2.6,7.7
S12000045,EAST DUNBARTONSHIRE,49419,49359,96.8,78.6,77.4,17.9,76.6,0.1,0.2,0.5,3.1,0.1,98.9,0.0,47850,38832,38253,8864,37846,25,93,246,1509,74,48867,0,9597,38253,25,68,153,1263,19.4,77.4,0.1,0.1,0.3,2.6
E07000085,EAST HAMPSHIRE,57567,57259,92.4,41.6,37.9,11.0,11.0,0.2,0.6,1.4,7.1,1.0,97.2,0.0,53189,23961,21810,6358,6358,121,371,782,4070,559,55980,0,31379,21810,121,250,411,3288,54.5,37.9,0.2,0.4,0.7,5.7
E07000242,EAST HERTFORDSHIRE,66547,66500,95.6,68.7,65.5,9.2,9.2,0.1,0.5,0.9,4.3,0.4,98.2,0.0,63628,45699,43601,6093,6093,99,324,609,2872,240,65337,0,20027,43601,99,225,285,2263,30.1,65.5,0.1,0.3,0.4,3.4
E07000137,EAST LINDSEY,72452,72070,87.6,18.9,15.1,3.8,3.8,0.9,2.7,5.0,11.9,2.4,97.2,11.0,63435,13686,10905,2765,2765,647,1939,3597,8635,1736,70444,7953,52530,10905,647,1292,1658,5038,72.5,15.1,0.9,1.8,2.3,7.0
S12000010,EAST LOTHIAN,48818,48698,92.5,24.4,23.7,24.4,24.4,0.4,1.4,2.5,7.3,0.4,97.6,41.4,45147,11926,11593,11925,11926,196,698,1198,3551,211,47656,20232,33554,11593,196,502,500,2353,68.7,23.7,0.4,1.0,1.0,4.8
E07000152,EAST NORTHAMPTONSHIRE,43066,43030,97.9,57.9,57.6,13.1,13.1,0.1,0.3,0.5,2.0,0.3,99.0,0.0,42173,24915,24807,5626,5626,30,109,210,857,123,42631,1,17366,24807,30,79,101,647,40.3,57.6,0.1,0.2,0.2,1.5
S12000011,EAST RENFREWSHIRE,41004,40988,95.9,70.6,69.9,7.1,69.8,0.1,0.2,0.5,4.1,0.1,98.9,0.0,39325,28937,28652,2892,28621,35,95,224,1663,44,40551,0,10673,28652,35,60,129,1439,26.0,69.9,0.1,0.1,0.3,3.5
E06000011,EAST RIDING OF YORKSHIRE,165585,164686,95.4,50.7,49.4,48.4,48.4,0.4,0.9,1.5,4.0,0.3,98.6,33.4,158049,84020,81746,80167,80167,733,1566,2483,6637,443,163208,55280,76303,81746,733,833,917,4154,46.1,49.4,0.4,0.5,0.6,2.5
E07000193,EAST STAFFORDSHIRE,55632,55464,94.6,33.1,28.9,24.3,24.3,0.3,0.8,1.5,5.1,0.6,98.6,0.0,52631,18390,16064,13515,13515,153,426,831,2833,322,54872,0,36567,16064,153,273,405,2002,65.7,28.9,0.3,0.5,0.7,3.6
E07000244,EAST SUFFOLK,126763,126492,94.0,19.2,19.2,12.8,12.8,0.2,0.7,1.4,5.7,0.7,98.5,0.0,119211,24340,24296,16177,16177,235,842,1740,7281,834,124874,0,94915,24296,235,607,898,5541,74.9,19.2,0.2,0.5,0.7,4.4
E07000061,EASTBOURNE,50785,50756,98.7,3.0,3.0,3.0,3.0,0.0,0.0,0.1,1.2,0.1,99.4,0.0,50139,1527,1527,1527,1527,1,7,58,617,31,50486,0,48612,1527,1,6,51,559,95.7,3.0,0.0,0.0,0.1,1.1
E07000086,EASTLEIGH,60411,60333,97.7,74.9,65.5,15.2,21.3,0.0,0.0,0.1,2.2,0.1,99.2,0.0,59006,45241,39541,9189,12860,0,0,59,1327,80,59929,0,19465,39541,0,0,59,1268,32.2,65.5,0.0,0.0,0.1,2.1
E07000030,EDEN,29810,29631,80.9,4.9,4.9,4.9,4.9,4.1,8.0,10.8,18.5,2.5,95.0,4.8,24102,1451,1451,1451,1451,1219,2382,3218,5529,741,28330,1417,22651,1451,1219,1163,836,2311,76.0,4.9,4.1,3.9,2.8,7.8
E07000207,ELMBRIDGE,60588,60483,98.7,78.3,75.9,4.5,4.5,0.0,0.0,0.1,1.2,0.2,99.7,0.0,59774,47453,45996,2742,2742,11,24,53,709,102,60402,0,13778,45996,11,13,29,656,22.7,75.9,0.0,0.0,0.0,1.1
E09000010,ENFIELD,132883,131750,97.2,88.0,86.8,2.9,2.9,0.0,0.1,0.5,1.9,0.9,97.6,0.0,129193,116910,115389,3836,3836,30,116,633,2557,1174,129668,0,13804,115389,30,86,517,1924,10.4,86.8,0.0,0.1,0.4,1.4
E07000072,EPPING FOREST,61351,61257,94.3,77.8,76.2,12.3,12.3,0.1,0.5,1.3,5.6,0.4,96.6,0.0,57834,47760,46777,7559,7559,76,280,793,3423,244,59258,0,11057,46777,76,204,513,2630,18.0,76.2,0.1,0.3,0.8,4.3
E07000208,EPSOM AND EWELL,33212,33188,99.5,90.4,90.2,60.2,60.2,0.0,0.1,0.2,0.4,0.2,99.7,0.0,33043,30021,29970,19996,19996,0,42,54,145,51,33097,0,3073,29970,0,42,12,91,9.3,90.2,0.0,0.1,0.0,0.3
E07000036,EREWASH,55744,55643,98.0,75.9,74.5,1.1,1.1,0.1,0.3,0.4,1.8,0.2,99.5,0.0,54650,42332,41507,601,601,63,189,240,993,104,55440,0,13143,41507,63,126,51,753,23.6,74.5,0.1,0.2,0.1,1.4
E07000041,EXETER,58109,58026,96.0,87.0,86.6,62.4,62.4,0.1,0.2,1.4,3.8,0.2,96.6,33.8,55805,50561,50306,36286,36286,31,116,819,2221,102,56151,19639,5499,50306,31,85,703,1402,9.5,86.6,0.1,0.1,1.2,2.4
S12000014,FALKIRK,73926,73870,96.8,83.9,83.7,8.2,83.6,0.1,0.4,1.0,3.1,0.3,98.7,0.0,71597,61998,61860,6053,61788,67,319,725,2273,193,72933,0,9737,61860,67,252,406,1548,13.2,83.7,0.1,0.3,0.5,2.1
E07000087,FAREHAM,52634,52577,98.3,86.2,83.7,5.3,5.3,0.0,0.2,0.4,1.6,0.1,99.5,0.0,51733,45392,44073,2766,2809,7,91,227,844,58,52347,0,7660,44073,7,84,136,617,14.6,83.7,0.0,0.2,0.3,1.2
E07000010,FENLAND,47899,47831,94.3,58.4,58.1,29.1,29.1,0.3,0.9,1.5,5.6,0.5,98.6,5.8,45157,27967,27851,13960,13960,166,445,738,2674,222,47214,2783,17306,27851,166,279,293,1936,36.1,58.1,0.3,0.6,0.6,4.0
N09000006,FERMANAGH AND OMAGH,50041,49182,68.9,25.5,25.5,25.5,25.5,8.4,13.8,18.6,29.4,5.1,97.0,39.9,34454,12766,12766,12766,12766,4196,6892,9308,14728,2532,48535,19968,21688,12766,4196,2696,2416,5420,43.3,25.5,8.4,5.4,4.8,10.8
S12000047,FIFE,190085,189717,95.6,51.9,51.3,23.0,23.0,0.2,0.7,1.4,4.2,0.4,98.9,0.0,181687,98671,97440,43695,43695,459,1362,2674,8030,729,188033,0,84247,97440,459,903,1312,5356,44.3,51.3,0.2,0.5,0.7,2.8
W06000005,FLINTSHIRE,73951,73816,93.8,30.8,23.0,18.4,18.4,0.4,1.2,2.6,6.0,0.5,97.5,39.7,69367,22782,16990,13613,13613,308,875,1919,4449,392,72091,29350,52377,16990,308,567,1044,2530,70.8,23.0,0.4,0.8,1.4,3.4
E07000112,FOLKESTONE AND HYTHE,54359,54306,93.2,41.2,41.0,5.3,5.3,0.5,1.2,2.3,6.7,0.4,97.9,0.0,50685,22375,22275,2898,2898,253,647,1259,3621,209,53228,0,28410,22275,253,394,612,2362,52.3,41.0,0.5,0.7,1.1,4.3
E07000080,FOREST OF DEAN,41527,41403,79.8,21.7,19.2,17.5,17.5,0.6,3.0,7.9,19.9,2.4,88.7,1.7,33123,9032,7990,7256,7256,245,1252,3289,8280,1000,36845,702,25133,7990,245,1007,2037,4991,60.5,19.2,0.6,2.4,4.9,12.0
E07000119,FYLDE,36571,36331,93.3,44.2,33.5,5.4,5.5,0.1,0.3,0.9,6.0,0.7,98.0,0.0,34122,16177,12256,1980,2002,25,116,322,2209,241,35842,7,21866,12256,25,91,206,1887,59.8,33.5,0.1,0.2,0.6,5.2
E08000037,GATESHEAD,100811,100491,95.6,71.0,69.2,4.1,4.1,0.1,0.3,1.1,4.0,0.4,97.3,0.0,96409,71546,69803,4168,4168,58,291,1152,4082,356,98131,1,26606,69803,58,233,861,2930,26.4,69.2,0.1,0.2,0.9,2.9
E07000173,GEDLING,55134,55031,98.8,88.6,87.7,36.4,36.4,0.0,0.2,0.3,1.0,0.2,99.7,0.0,54474,48845,48341,20079,20079,25,117,152,557,128,54953,0,6133,48341,25,92,35,405,11.1,87.7,0.0,0.2,0.1,0.7
S12000049,GLASGOW CITY,335271,334713,97.2,69.4,63.7,14.7,57.9,0.0,0.1,0.3,2.7,0.2,97.6,0.0,325823,232841,213475,49200,194039,63,190,874,8890,562,327216,0,112348,213475,63,127,684,8016,33.5,63.7,0.0,0.0,0.2,2.4
E07000081,GLOUCESTER,59898,59862,98.7,85.9,85.1,7.9,7.9,0.0,0.1,0.4,1.2,0.1,99.2,0.0,59114,51482,50962,4747,4747,1,48,222,748,50,59407,0,8152,50962,1,47,174,526,13.6,85.1,0.0,0.1,0.3,0.9
E07000088,GOSPORT,38821,38805,99.6,84.7,84.4,1.5,1.5,0.0,0.0,0.0,0.3,0.0,99.9,0.0,38680,32892,32783,564,564,1,9,9,125,16,38795,0,5897,32783,1,8,0,116,15.2,84.4,0.0,0.0,0.0,0.3
E07000109,GRAVESHAM,45112,45040,96.0,71.1,64.8,6.4,6.4,0.0,0.3,0.6,3.9,0.3,98.6,0.0,43298,32075,29245,2908,2908,22,129,286,1742,128,44460,0,14053,29245,22,107,157,1456,31.2,64.8,0.0,0.2,0.3,3.2
E07000145,GREAT YARMOUTH,49281,49082,97.0,50.1,50.1,3.3,3.3,0.0,0.2,0.4,2.6,0.5,99.3,0.0,47815,24701,24691,1625,1625,9,74,175,1267,234,48943,0,23124,24691,9,65,101,1092,46.9,50.1,0.0,0.1,0.2,2.2
E09000011,GREENWICH,124918,124739,98.1,81.3,74.9,19.9,19.9,0.0,0.1,0.6,1.8,0.1,98.2,0.0,122509,101577,93571,24863,24863,0,181,797,2230,180,122665,0,28938,93571,0,181,616,1433,23.2,74.9,0.0,0.1,0.5,1.1
E07000209,GUILDFORD,58401,58355,96.2,68.1,65.0,2.7,2.7,0.1,0.2,0.6,3.7,0.2,99.2,0.0,56203,39776,37943,1582,1583,32,109,373,2152,125,57932,0,18260,37943,32,77,264,1779,31.3,65.0,0.1,0.1,0.5,3.0
W06000002,GWYNEDD,67845,67496,87.2,18.3,16.8,15.7,15.7,1.3,3.4,5.9,12.3,2.2,93.4,17.7,59129,12438,11379,10643,10643,878,2274,4008,8367,1462,63387,12015,47750,11379,878,1396,1734,4359,70.4,16.8,1.3,2.1,2.6,6.4
E09000012,HACKNEY,125555,125009,97.2,76.4,71.8,18.9,18.9,0.0,0.0,0.2,2.4,0.4,97.2,0.0,122048,95888,90111,23699,23699,0,0,236,2961,543,122070,0,31937,90111,0,0,236,2725,25.4,71.8,0.0,0.0,0.2,2.2
E06000006,HALTON,61997,61791,97.6,66.1,65.3,2.2,2.9,0.0,0.1,0.4,2.0,0.3,99.2,0.0,60521,40995,40501,1357,1808,17,82,240,1270,208,61487,0,20020,40501,17,65,158,1030,32.3,65.3,0.0,0.1,0.3,1.7
E07000164,HAMBLETON,44418,44289,89.1,7.2,6.4,6.2,6.2,1.4,3.3,5.4,10.6,1.1,97.7,31.8,39597,3187,2864,2736,2736,605,1455,2412,4692,487,43409,14116,36733,2864,605,850,957,2280,82.7,6.4,1.4,1.9,2.2,5.1
E09000013,HAMMERSMITH AND FULHAM,92486,92239,94.8,69.6,57.8,23.5,23.5,0.0,0.1,0.2,4.9,0.3,94.9,0.0,87706,64404,53428,21729,21763,0,63,206,4533,242,87728,0,34278,53428,0,63,143,4327,37.1,57.8,0.0,0.1,0.2,4.7
E07000131,HARBOROUGH,42737,42683,95.0,40.6,35.2,12.8,12.8,0.3,0.7,1.4,4.9,0.5,98.6,0.0,40597,17348,15028,5476,5476,132,285,602,2086,212,42136,0,25569,15028,132,153,317,1484,59.8,35.2,0.3,0.4,0.7,3.5
E09000014,HARINGEY,109448,109349,98.4,84.2,82.8,2.8,2.8,0.0,0.0,0.3,1.6,0.1,98.5,0.0,107646,92145,90577,3113,3113,0,12,283,1703,99,107756,0,17069,90577,0,12,271,1420,15.6,82.8,0.0,0.0,0.2,1.3
E07000073,HARLOW,41354,41181,96.5,90.0,88.3,5.3,5.3,0.0,0.1,0.5,3.1,0.4,96.7,0.0,39901,37218,36535,2174,2174,1,36,192,1280,174,39970,0,3366,36535,1,35,156,1088,8.1,88.3,0.0,0.1,0.4,2.6
E07000165,HARROGATE,77777,77613,91.8,55.9,54.0,5.4,5.5,0.9,2.0,2.9,8.0,0.8,97.5,6.6,71427,43501,42005,4208,4260,670,1531,2259,6186,659,75796,5102,29422,42005,670,861,728,3927,37.8,54.0,0.9,1.1,0.9,5.0
E09000015,HARROW,98791,98485,97.5,78.9,78.7,15.0,15.0,0.0,0.0,0.5,2.2,0.3,97.7,0.0,96338,77936,77770,14867,14867,14,47,519,2147,335,96479,0,18568,77770,14,33,472,1628,18.8,78.7,0.0,0.0,0.5,1.6
E07000089,HART,44111,43816,94.8,61.4,61.3,8.7,8.7,0.1,0.7,1.1,4.5,0.8,98.4,0.0,41818,27088,27055,3833,3833,25,288,477,1998,364,43395,0,14763,27055,25,263,189,1521,33.5,61.3,0.1,0.6,0.4,3.4
E06000001,HARTLEPOOL,47166,46976,96.1,88.0,87.9,3.1,3.1,0.3,0.5,1.2,3.5,0.4,96.7,0.0,45328,41524,41472,1443,1443,140,250,544,1648,200,45610,0,3856,41472,140,110,294,1104,8.2,87.9,0.3,0.2,0.6,2.3
E07000062,HASTINGS,46130,46052,98.3,3.2,3.2,3.2,3.2,0.0,0.0,0.0,1.6,0.2,99.7,0.0,45331,1471,1471,1471,1471,0,10,12,721,78,46002,0,43860,1471,0,10,2,709,95.1,3.2,0.0,0.0,0.0,1.5
E07000090,HAVANT,57924,57711,98.8,85.9,85.9,1.2,1.2,0.0,0.0,0.1,0.8,0.4,99.3,0.0,57229,49769,49734,672,672,0,2,78,482,213,57523,0,7495,49734,0,2,76,404,12.9,85.9,0.0,0.0,0.1,0.7
E09000016,HAVERING,113792,112291,95.6,82.7,80.9,4.5,4.5,0.0,0.1,0.5,3.1,1.5,96.4,0.0,108760,94155,92025,5080,5080,46,153,533,3531,1653,109693,0,16735,92025,46,107,380,2998,14.7,80.9,0.0,0.1,0.3,2.6
E06000019,"HEREFORDSHIRE, COUNTY OF",90282,89974,87.1,24.7,20.2,17.1,17.1,1.1,3.0,5.5,12.5,2.1,95.1,3.7,78674,22311,18282,15465,15465,971,2688,4936,11300,1868,85902,3338,60392,18282,971,1717,2248,6364,66.9,20.2,1.1,1.9,2.5,7.0
E07000098,HERTSMERE,46324,46275,98.1,83.5,81.0,6.5,6.5,0.0,0.2,0.4,1.8,0.1,99.1,0.0,45461,38701,37533,3018,3018,5,92,168,814,56,45915,0,7928,37533,5,87,76,646,17.1,81.0,0.0,0.2,0.2,1.4
E07000037,HIGH PEAK,46014,45873,91.9,11.3,8.0,4.1,4.1,0.5,1.1,1.7,7.8,0.7,98.7,0.0,42299,5194,3696,1898,1898,221,500,805,3574,339,45433,0,38603,3696,221,279,305,2769,83.9,8.0,0.5,0.6,0.7,6.0
S12000017,HIGHLAND,115308,113153,81.1,8.3,8.3,8.3,8.3,2.2,4.3,7.5,17.0,3.8,93.6,4.4,93508,9531,9531,9531,9531,2528,4966,8679,19645,4366,107943,5072,83977,9531,2528,2438,3713,10966,72.8,8.3,2.2,2.1,3.2,9.5
E09000017,HILLINGDON,120682,119812,96.0,85.1,84.2,5.5,5.5,0.0,0.2,0.7,3.3,0.7,96.3,0.0,115873,102737,101599,6642,6642,46,284,904,3939,870,116170,0,14274,101599,46,238,620,3035,11.8,84.2,0.0,0.2,0.5,2.5
E07000132,HINCKLEY AND BOSWORTH,54791,54219,95.5,63.8,61.3,9.2,9.2,0.1,0.9,1.4,3.5,1.1,97.7,0.0,52305,34956,33564,5050,5052,49,491,742,1914,617,53529,0,18741,33564,49,442,251,1172,34.2,61.3,0.1,0.8,0.5,2.1
E07000227,HORSHAM,66945,66834,92.9,31.0,24.2,17.9,17.9,0.4,1.1,2.0,6.9,0.7,98.7,0.0,62208,20778,16209,11974,11974,239,728,1320,4626,477,66088,0,45999,16209,239,489,592,3306,68.7,24.2,0.4,0.7,0.9,4.9
E09000018,HOUNSLOW,100468,100142,97.6,85.7,85.6,11.4,11.4,0.0,0.1,0.3,2.1,0.3,97.7,0.0,98068,86111,85988,11422,11422,1,74,307,2074,342,98145,0,12080,85988,1,73,233,1767,12.0,85.6,0.0,0.1,0.2,1.8
E07000011,HUNTINGDONSHIRE,82934,82505,96.1,56.7,52.1,5.7,5.7,0.3,0.7,1.1,3.4,0.6,98.9,0.4,79666,47064,43235,4748,4748,234,549,935,2839,535,81981,316,36431,43235,234,315,386,1904,43.9,52.1,0.3,0.4,0.5,2.3
E07000120,HYNDBURN,41177,40925,97.9,70.5,64.8,7.4,7.5,0.0,0.1,0.2,1.5,0.6,99.2,49.8,40315,29045,26664,3036,3069,20,33,96,610,239,40858,20514,13651,26664,20,13,63,514,33.2,64.8,0.0,0.0,0.2,1.2
S12000018,INVERCLYDE,42012,41964,97.0,73.1,72.8,9.8,9.8,0.1,0.3,0.6,2.9,0.2,98.6,0.0,40746,30728,30583,4098,4098,41,122,256,1218,97,41408,0,10163,30583,41,81,134,962,24.2,72.8,0.1,0.2,0.3,2.3
E07000202,IPSWICH,65218,65103,98.5,87.5,84.3,4.1,4.1,0.0,0.1,0.3,1.3,0.2,98.8,0.0,64239,57095,55008,2645,2645,0,39,169,864,115,64407,0,9231,55008,0,39,130,695,14.2,84.3,0.0,0.1,0.2,1.1
W06000001,ISLE OF ANGLESEY,37150,36840,88.3,16.1,16.1,16.1,16.1,0.8,2.3,4.0,10.8,2.1,95.2,25.4,32810,5982,5981,5981,5981,312,844,1472,4030,765,35378,9441,26829,5981,312,532,628,2558,72.2,16.1,0.8,1.4,1.7,6.9
E06000046,ISLE OF WIGHT,78465,78192,93.8,26.8,26.8,26.8,26.8,0.3,0.7,1.3,5.9,0.6,99.4,0.0,73564,21055,21055,21055,21055,221,578,1007,4628,451,78000,0,52509,21055,221,357,429,3621,66.9,26.8,0.3,0.5,0.5,4.6
E06000053,ISLES OF SCILLY,1677,1666,94.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5.1,0.7,99.3,0.0,1580,0,0,0,0,0,0,3,86,11,1666,0,1580,0,0,0,3,83,94.2,0.0,0.0,0.0,0.2,4.9
E09000019,ISLINGTON,118155,118076,95.3,80.9,79.9,16.1,16.1,0.0,0.0,0.0,4.7,0.1,95.3,0.0,112551,95536,94353,19022,19029,0,0,12,5525,78,112555,0,18198,94353,0,0,12,5513,15.4,79.9,0.0,0.0,0.0,4.7
E09000020,KENSINGTON AND CHELSEA,98852,98795,95.7,86.7,82.8,15.6,15.6,0.0,0.0,0.1,4.2,0.1,95.7,0.0,94638,85682,81888,15412,15412,0,0,51,4157,56,94639,0,12750,81888,0,0,51,4106,12.9,82.8,0.0,0.0,0.1,4.2
E07000153,KETTERING,48831,48416,97.4,77.8,72.6,12.0,12.0,0.0,0.4,0.7,1.7,1.1,98.0,0.1,47570,38011,35437,5845,5845,24,192,329,846,518,47860,34,12133,35437,24,168,137,517,24.8,72.6,0.0,0.3,0.3,1.1
E07000146,"KING'S LYNN AND WEST NORFOLK",78976,78493,91.2,10.8,6.5,3.4,3.4,0.4,1.1,2.3,8.2,1.2,98.0,3.0,71990,8553,5156,2673,2673,343,906,1798,6503,961,77388,2397,66834,5156,343,563,892,4705,84.6,6.5,0.4,0.7,1.1,6.0
E06000010,"KINGSTON UPON HULL, CITY OF",128548,126577,98.4,97.5,97.5,97.5,97.5,0.0,0.0,0.0,0.0,0.2,98.4,21.2,126548,125330,125330,125330,125330,0,0,8,29,213,126548,27205,1218,125330,0,0,8,21,0.9,97.5,0.0,0.0,0.0,0.0
E09000021,KINGSTON UPON THAMES,70723,70607,97.8,90.3,85.6,3.7,3.7,0.0,0.0,0.1,2.0,0.2,98.1,0.0,69181,63859,60550,2645,2645,0,4,84,1426,118,69352,0,8631,60550,0,4,80,1342,12.2,85.6,0.0,0.0,0.1,1.9
E08000034,KIRKLEES,196429,196273,97.1,68.0,67.8,22.1,22.4,0.0,0.2,0.5,2.9,0.1,99.1,0.0,190665,133537,133139,43410,43972,75,349,1066,5608,186,194594,0,57526,133139,75,274,717,4542,29.3,67.8,0.0,0.1,0.4,2.3
E08000011,KNOWSLEY,72874,72767,98.7,78.0,77.5,10.0,77.5,0.0,0.2,0.2,1.2,0.2,99.5,0.0,71903,56807,56492,7292,56480,15,111,179,864,119,72508,0,15411,56492,15,96,68,685,21.1,77.5,0.0,0.1,0.1,0.9
E09000022,LAMBETH,153753,153282,96.0,72.5,66.7,11.1,11.1,0.0,0.0,0.0,3.7,0.3,96.2,0.0,147662,111461,102523,17139,17139,0,0,3,5620,437,147917,0,45139,102523,0,0,3,5617,29.4,66.7,0.0,0.0,0.0,3.7
E07000121,LANCASTER,67830,67762,98.2,61.9,51.9,14.2,14.2,0.2,0.3,0.5,1.7,0.2,99.7,0.4,66593,41986,35232,9622,9622,142,210,357,1169,117,67628,303,31361,35232,142,68,147,812,46.2,51.9,0.2,0.1,0.2,1.2
E08000035,LEEDS,375153,374840,96.6,84.5,82.3,44.3,80.9,0.0,0.3,0.6,3.3,0.1,97.4,1.9,362426,317090,308892,166118,303572,170,992,2176,12414,489,365531,7221,53534,308892,170,822,1184,10238,14.3,82.3,0.0,0.2,0.3,2.7
E06000016,LEICESTER,145077,144931,99.0,90.8,89.0,7.5,7.5,0.0,0.0,0.2,0.9,0.1,99.2,0.0,143683,131663,129148,10884,10884,2,32,289,1248,147,143948,0,14535,129148,2,30,257,959,10.0,89.0,0.0,0.0,0.2,0.7
E07000063,LEWES,47446,47391,96.5,24.6,24.4,24.6,24.6,0.1,0.3,0.6,3.4,0.2,99.7,0.0,45764,11685,11594,11655,11655,57,140,272,1627,116,47294,0,34170,11594,57,83,132,1355,72.0,24.4,0.1,0.2,0.3,2.9
E09000023,LEWISHAM,138087,137610,95.2,65.1,62.0,14.0,14.0,0.0,0.0,0.2,4.4,0.3,95.5,0.0,131497,89906,85643,19346,19346,0,0,268,6113,470,131851,0,45854,85643,0,0,268,5845,33.2,62.0,0.0,0.0,0.2,4.2
E07000194,LICHFIELD,49301,49207,95.9,68.6,63.8,6.1,60.5,0.3,0.6,1.2,3.9,0.3,99.5,0.0,47266,33815,31465,2985,29834,145,290,597,1941,130,49042,0,15801,31465,145,145,307,1344,32.1,63.8,0.3,0.3,0.6,2.7
