laua,laua_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed
E06000051,SHROPSHIRE,152765,152185,86.6,20.1,14.0,6.5,6.5,0.9,3.0,5.7,13.0,0.9,96.0,78.2,132356,30716,21320,9922,9922,1416,4545,8771,19829,1418,146655,119441,111036,21320,1416,3129,4226,11058,72.7,14.0,0.9,2.0,2.8,7.2
E06000039,SLOUGH,57620,57504,98.7,90.1,86.2,15.7,15.7,0.0,0.1,0.2,1.1,0.2,99.0,0.0,56894,51932,49687,9048,9048,10,48,136,610,112,57026,0,7207,49687,10,38,88,474,12.5,86.2,0.0,0.1,0.2,0.8
E08000029,SOLIHULL,96933,96815,97.4,85.8,84.9,22.2,84.1,0.0,0.2,0.9,2.4,0.1,98.3,0.0,94450,83163,82278,21513,81495,18,149,856,2365,127,95251,1,12172,82278,18,131,707,1509,12.6,84.9,0.0,0.1,0.7,1.6
E07000246,SOMERSET WEST AND TAUNTON,77498,77252,88.5,23.1,13.3,5.4,5.4,0.9,2.6,5.0,11.2,1.6,95.9,5.5,68555,17864,10314,4178,4178,677,2051,3904,8697,1208,74333,4287,58241,10314,677,1374,1853,4793,75.2,13.3,0.9,1.8,2.4,6.2
S12000028,SOUTH AYRSHIRE,58823,58736,93.7,57.5,56.3,1.0,1.0,0.4,1.3,2.7,6.2,1.0,98.4,0.0,55107,33846,33095,599,599,222,752,1584,3629,564,57877,0,22012,33095,222,530,832,2045,37.4,56.3,0.4,0.9,1.4,3.5
E07000012,SOUTH CAMBRIDGESHIRE,71105,70947,95.3,55.9,53.9,15.4,15.4,0.2,0.5,1.5,4.5,0.4,98.4,0.8,67766,39742,38298,10936,10936,143,368,1045,3181,262,69970,549,29468,38298,143,225,677,2136,41.4,53.9,0.2,0.3,1.0,3.0
E07000039,SOUTH DERBYSHIRE,48496,48291,94.0,32.3,27.0,16.9,16.9,0.2,1.1,1.5,5.6,0.7,98.7,0.0,45583,15677,13101,8193,8193,113,530,749,2708,339,47845,0,32482,13101,113,417,219,1959,67.0,27.0,0.2,0.9,0.5,4.0
E06000025,SOUTH GLOUCESTERSHIRE,125878,125685,98.1,79.0,77.9,11.6,11.7,0.1,0.2,0.6,1.7,0.2,99.3,0.0,123525,99426,98054,14636,14685,118,259,754,2160,289,125054,0,25471,98054,118,141,495,1406,20.2,77.9,0.1,0.1,0.4,1.1
E07000044,SOUTH HAMS,48337,48153,81.7,22.1,21.3,17.7,17.7,0.8,2.8,7.2,18.0,2.3,94.2,32.1,39475,10698,10300,8569,8569,380,1370,3495,8678,1107,45534,15538,29175,10300,380,990,2125,5183,60.4,21.3,0.8,2.0,4.4,10.7
E07000140,SOUTH HOLLAND,43878,43723,88.2,11.8,8.5,6.4,6.4,0.4,1.7,3.3,11.4,1.3,98.7,0.5,38706,5193,3739,2789,2789,196,756,1455,5017,555,43315,231,34967,3739,196,560,699,3562,79.7,8.5,0.4,1.3,1.6,8.1
E07000141,SOUTH KESTEVEN,68495,68400,93.5,33.0,30.9,4.3,4.3,0.7,1.2,1.9,6.3,0.4,98.8,0.0,64074,22631,21140,2918,2918,503,849,1286,4326,268,67670,0,42934,21140,503,346,437,3040,62.7,30.9,0.7,0.5,0.6,4.4
E07000031,SOUTH LAKELAND,60263,60139,92.9,13.0,11.5,10.4,10.4,0.4,1.0,2.0,6.9,1.0,98.5,38.6,55972,7861,6930,6260,6260,251,629,1204,4167,619,59338,23291,49042,6930,251,378,575,2963,81.4,11.5,0.4,0.6,1.0,4.9
S12000029,SOUTH LANARKSHIRE,160677,159968,95.1,65.7,65.2,10.9,64.8,0.4,1.1,2.1,4.5,0.8,98.2,0.0,152724,105566,104770,17454,104197,694,1738,3399,7244,1238,157811,0,47954,104770,694,1044,1661,3845,29.8,65.2,0.4,0.6,1.0,2.4
E07000149,SOUTH NORFOLK,65648,65516,90.6,14.1,13.1,8.4,8.4,0.4,1.4,2.7,9.2,1.4,98.3,0.0,59493,9257,8582,5483,5483,247,926,1790,6023,908,64520,0,50911,8582,247,679,864,4233,77.6,13.1,0.4,1.0,1.3,6.4
E07000155,SOUTH NORTHAMPTONSHIRE,42882,42749,92.6,32.9,25.3,20.3,20.3,0.2,2.0,3.1,7.1,0.9,96.3,0.7,39724,14128,10843,8716,8716,88,875,1310,3025,370,41311,284,28881,10843,88,787,435,1715,67.3,25.3,0.2,1.8,1.0,4.0
E07000179,SOUTH OXFORDSHIRE,66617,66325,95.9,51.3,46.2,23.6,23.6,0.1,0.3,0.7,3.7,0.6,99.3,0.0,63874,34146,30790,15712,15713,80,233,444,2451,385,66164,0,33084,30790,80,153,211,2007,49.7,46.2,0.1,0.2,0.3,3.0
E07000126,SOUTH RIBBLE,52966,52886,96.5,67.5,66.0,5.0,5.0,0.1,0.4,0.8,3.3,0.2,99.0,6.9,51122,35755,34960,2643,2643,27,193,430,1764,86,52451,3670,16162,34960,27,166,237,1334,30.5,66.0,0.1,0.3,0.4,2.5
E07000189,SOUTH SOMERSET,84395,83751,88.0,3.4,3.1,3.0,3.0,0.5,2.4,4.3,11.2,1.5,96.6,4.2,74291,2909,2650,2561,2561,430,2053,3663,9460,1297,81517,3578,71641,2650,430,1623,1610,5797,84.9,3.1,0.5,1.9,1.9,6.9
E07000196,SOUTH STAFFORDSHIRE,49794,49723,92.4,35.6,31.2,28.2,28.3,0.2,0.9,1.9,7.5,0.2,98.5,5.4,46005,17747,15523,14031,14103,109,430,970,3718,102,49069,2708,30482,15523,109,321,540,2748,61.2,31.2,0.2,0.6,1.1,5.5
E08000023,SOUTH TYNESIDE,75522,75498,97.7,76.6,76.0,1.0,1.0,0.1,0.3,0.5,2.3,0.0,98.8,0.0,73769,57830,57398,766,766,49,222,410,1729,24,74628,0,16371,57398,49,173,188,1319,21.7,76.0,0.1,0.2,0.2,1.7
E06000045,SOUTHAMPTON,114315,113863,96.3,89.9,86.0,10.1,78.7,0.0,0.0,0.6,3.3,0.4,96.6,0.0,110069,102759,98334,11556,89929,0,26,701,3794,456,110372,0,11735,98334,0,26,675,3093,10.3,86.0,0.0,0.0,0.6,2.7
E06000033,SOUTHEND-ON-SEA,86768,86582,96.9,73.6,67.5,21.0,21.0,0.0,0.0,0.0,2.9,0.2,97.3,0.0,84069,63823,58561,18246,18246,0,2,15,2513,186,84422,0,25508,58561,0,2,13,2498,29.4,67.5,0.0,0.0,0.0,2.9
E09000028,SOUTHWARK,150078,149734,93.2,76.9,75.5,43.3,43.3,0.0,0.0,0.3,6.6,0.2,93.2,0.0,139820,115404,113324,65007,65007,0,8,425,9914,342,139881,0,26496,113324,0,8,417,9489,17.7,75.5,0.0,0.0,0.3,6.3
E07000213,SPELTHORNE,44809,44666,97.0,84.0,82.6,23.0,23.0,0.0,0.0,0.6,2.7,0.3,97.6,0.0,43473,37624,37001,10315,10315,0,10,290,1193,142,43752,0,6472,37001,0,10,280,903,14.4,82.6,0.0,0.0,0.6,2.0
E07000240,ST ALBANS,64487,64404,97.3,85.3,83.2,23.4,23.4,0.0,0.1,0.3,2.6,0.1,98.6,0.0,62719,55028,53682,15112,15112,27,65,181,1685,93,63597,0,9037,53682,27,38,116,1504,14.0,83.2,0.0,0.1,0.2,2.3
E08000013,ST. HELENS,87926,87805,97.6,83.7,83.0,4.7,80.6,0.1,0.4,0.6,2.2,0.2,99.2,1.2,85850,73571,72951,4158,70866,58,332,534,1955,133,87233,1052,12899,72951,58,274,202,1421,14.7,83.0,0.1,0.3,0.2,1.6
E07000197,STAFFORD,65059,64983,93.8,62.7,62.6,6.8,9.6,0.3,0.9,2.1,6.0,0.4,98.3,0.7,61047,40823,40713,4415,6238,178,617,1384,3936,267,63977,453,20334,40713,178,439,767,2552,31.3,62.6,0.3,0.7,1.2,3.9
E07000198,STAFFORDSHIRE MOORLANDS,46642,46537,91.7,28.1,27.1,2.9,2.9,0.6,1.7,3.4,8.1,1.3,98.5,0.0,42767,13109,12649,1347,1347,293,784,1579,3770,584,45938,0,30118,12649,293,491,795,2191,64.6,27.1,0.6,1.1,1.7,4.7
E07000243,STEVENAGE,39484,39431,99.2,86.5,86.2,1.3,1.3,0.0,0.0,0.1,0.7,0.1,99.3,0.0,39157,34136,34019,509,509,0,15,34,274,53,39191,0,5138,34019,0,15,19,240,13.0,86.2,0.0,0.0,0.0,0.6
S12000030,STIRLING,46393,45705,88.3,52.1,49.9,48.8,48.8,1.4,3.1,4.9,10.2,3.4,95.7,0.0,40967,24167,23172,22638,22654,648,1437,2277,4738,1575,44396,0,17795,23172,648,789,840,2461,38.4,49.9,1.4,1.7,1.8,5.3
E08000007,STOCKPORT,139538,139160,98.3,83.1,83.0,2.6,28.4,0.0,0.1,0.2,1.5,0.3,99.0,0.0,137135,116021,115788,3675,39677,26,205,282,2025,380,138122,0,21347,115788,26,179,77,1743,15.3,83.0,0.0,0.1,0.1,1.2
E06000004,STOCKTON-ON-TEES,91340,91275,95.9,88.1,84.2,4.6,4.6,0.1,0.5,1.6,4.0,0.2,96.6,3.5,87598,80477,76927,4232,4232,77,444,1442,3677,165,88252,3174,10671,76927,77,367,998,2235,11.7,84.2,0.1,0.4,1.1,2.4
E06000021,STOKE-ON-TRENT,122825,122677,97.7,76.6,75.9,1.0,1.0,0.0,0.1,0.4,2.2,0.1,98.7,0.0,120033,94079,93253,1210,1210,1,76,484,2644,146,121171,0,26780,93253,1,75,408,2160,21.8,75.9,0.0,0.1,0.3,1.8
E07000221,STRATFORD-ON-AVON,65460,65115,93.5,39.9,34.6,12.6,30.3,0.4,1.1,1.9,5.9,0.7,97.8,0.1,61226,26123,22671,8260,19810,261,748,1255,3889,481,64028,47,38555,22671,261,487,507,2634,58.9,34.6,0.4,0.7,0.8,4.0
E07000082,STROUD,56916,56805,89.8,17.3,17.3,13.7,13.7,0.4,1.3,2.7,10.0,0.4,94.7,0.3,51095,9864,9830,7786,7786,242,750,1547,5710,246,53919,184,41265,9830,242,508,797,4163,72.5,17.3,0.4,0.9,1.4,7.3
E08000024,SUNDERLAND,136772,136362,96.5,63.6,59.0,6.9,6.9,0.1,0.2,0.8,3.2,0.4,97.8,0.0,131996,87016,80690,9501,9501,115,338,1129,4366,507,133769,0,51306,80690,115,223,791,3237,37.5,59.0,0.1,0.2,0.6,2.4
E07000214,SURREY HEATH,38615,38583,97.7,66.4,65.6,7.6,7.6,0.0,0.0,0.2,2.2,0.1,99.7,0.0,37716,25628,25317,2939,2939,1,16,90,867,33,38488,0,12399,25317,1,15,74,777,32.1,65.6,0.0,0.0,0.2,2.0
E09000029,SUTTON,87667,87557,98.1,85.6,81.5,6.2,6.2,0.0,0.0,0.3,1.8,0.1,98.3,0.0,86017,75083,71471,5413,5413,13,22,237,1540,109,86216,0,14546,71471,13,9,215,1303,16.6,81.5,0.0,0.0,0.2,1.5
E07000113,SWALE,67277,66961,93.0,42.1,35.4,6.0,6.0,0.2,0.7,1.8,6.5,0.7,98.4,0.0,62559,28316,23794,4047,4047,159,500,1210,4402,440,66176,0,38765,23794,159,341,710,3192,57.6,35.4,0.2,0.5,1.1,4.7
W06000011,SWANSEA,118511,118342,97.6,79.3,76.6,28.2,28.2,0.1,0.2,0.5,2.3,0.2,98.6,51.8,115643,94025,90830,33422,33422,107,260,634,2699,288,116826,61430,24813,90830,107,153,374,2065,20.9,76.6,0.1,0.1,0.3,1.7
E06000030,SWINDON,102038,101996,92.6,81.7,79.3,14.5,14.5,0.0,0.8,2.0,7.3,0.8,93.1,0.0,94511,83370,80966,14757,14757,30,844,2020,7485,777,94980,0,13545,80966,30,814,1176,5465,13.3,79.3,0.0,0.8,1.2,5.4
E08000008,TAMESIDE,115902,115570,97.0,56.5,55.4,16.7,16.7,0.0,0.0,0.2,2.7,0.3,99.3,0.0,112473,65462,64215,19357,19370,3,26,190,3097,330,115107,0,48258,64215,3,23,164,2907,41.6,55.4,0.0,0.0,0.1,2.5
E07000199,TAMWORTH,35253,35192,99.1,85.5,82.0,3.5,79.6,0.1,0.1,0.2,0.7,0.2,99.5,0.0,34938,30131,28924,1231,28053,30,47,77,254,65,35085,0,6014,28924,30,17,30,177,17.1,82.0,0.1,0.0,0.1,0.5
E07000215,TANDRIDGE,38479,38433,93.8,53.3,51.6,11.3,11.3,0.1,0.6,1.0,6.1,0.3,99.5,0.0,36104,20492,19862,4335,4335,43,215,399,2329,103,38290,0,16242,19862,43,172,184,1930,42.2,51.6,0.1,0.4,0.5,5.0
E07000045,TEIGNBRIDGE,66214,66047,88.6,34.1,33.9,8.4,8.4,0.5,1.7,3.7,11.1,1.0,96.6,29.1,58685,22585,22449,5567,5567,300,1133,2439,7362,637,63930,19248,36236,22449,300,833,1306,4923,54.7,33.9,0.5,1.3,2.0,7.4
E06000020,TELFORD AND WREKIN,81898,81714,97.6,79.6,76.8,5.5,5.5,0.1,0.2,0.4,2.2,0.3,99.0,38.5,79952,65182,62915,4511,4511,63,146,326,1762,206,81080,31551,17037,62915,63,83,180,1436,20.8,76.8,0.1,0.1,0.2,1.8
E07000076,TENDRING,74183,74066,95.4,7.6,7.6,7.6,7.6,0.4,1.0,2.0,4.4,0.5,98.0,0.0,70795,5672,5672,5664,5664,296,754,1483,3271,378,72732,0,65123,5672,296,458,729,1788,87.8,7.6,0.4,0.6,1.0,2.4
E07000093,TEST VALLEY,58947,58856,93.5,64.7,63.7,14.7,16.9,0.2,0.8,2.1,6.3,0.7,98.6,0.0,55132,38125,37555,8654,9942,135,498,1227,3724,399,58128,0,17577,37555,135,363,729,2497,29.8,63.7,0.2,0.6,1.2,4.2
E07000083,TEWKESBURY,46454,45971,90.3,57.1,54.8,25.5,25.5,0.3,1.4,2.6,8.6,1.6,92.3,0.0,41954,26520,25463,11840,11840,145,657,1199,4017,721,42888,9,16491,25463,145,512,542,2818,35.5,54.8,0.3,1.1,1.2,6.1
E07000114,THANET,73007,72687,96.6,49.2,49.0,49.1,49.1,0.0,0.1,1.4,2.9,0.5,99.1,0.0,70556,35927,35743,35832,35832,13,103,1024,2131,349,72347,0,34813,35743,13,90,921,1107,47.7,49.0,0.0,0.1,1.3,1.5
E07000102,THREE RIVERS,39477,39451,96.9,78.6,76.2,5.4,5.4,0.2,0.3,0.7,3.0,0.1,99.6,0.0,38259,31046,30074,2145,2145,73,103,258,1192,36,39323,0,8185,30074,73,30,155,934,20.7,76.2,0.2,0.1,0.4,2.4
E06000034,THURROCK,71937,71900,95.8,75.7,74.4,12.8,12.8,0.1,0.5,1.6,4.2,0.2,97.4,0.0,68894,54484,53546,9221,9221,39,344,1154,3006,116,70067,0,15348,53546,39,305,810,1852,21.3,74.4,0.1,0.4,1.1,2.6
E07000115,TONBRIDGE AND MALLING,57130,57033,94.4,61.8,58.7,11.6,11.6,0.2,0.5,1.3,5.4,0.4,98.4,0.0,53955,35282,33512,6632,6632,122,294,727,3078,241,56233,0,20443,33512,122,172,433,2351,35.8,58.7,0.2,0.3,0.8,4.1
E06000027,TORBAY,78494,78101,93.9,65.9,60.6,24.0,24.0,0.0,0.0,0.5,5.6,0.5,96.1,0.2,73686,51701,47606,18858,18858,12,15,394,4415,411,75440,129,26080,47606,12,3,379,4021,33.2,60.6,0.0,0.0,0.5,5.1
W06000020,TORFAEN,45747,45676,96.2,49.3,40.5,11.3,11.3,0.1,0.4,1.2,3.6,0.3,97.7,65.4,44010,22563,18511,5155,5155,55,163,541,1666,160,44674,29937,25499,18511,55,108,378,1125,55.7,40.5,0.1,0.2,0.8,2.5
E07000046,TORRIDGE,34394,34197,80.9,3.5,3.5,3.5,3.5,2.6,7.2,11.5,18.6,2.0,92.5,46.4,27812,1196,1195,1195,1195,899,2465,3952,6385,696,31811,15972,26617,1195,899,1566,1487,2433,77.4,3.5,2.6,4.6,4.3,7.1
E09000030,TOWER HAMLETS,143379,143042,92.4,68.9,65.7,44.3,44.3,0.0,0.0,0.5,7.4,0.2,92.4,0.0,132467,98857,94174,63541,63541,1,33,723,10575,335,132521,0,38293,94174,1,32,690,9852,26.7,65.7,0.0,0.0,0.5,6.9
E08000009,TRAFFORD,107585,107212,97.7,71.1,66.6,2.4,62.9,0.0,0.2,0.3,1.9,0.4,98.9,0.0,105141,76489,71688,2610,67717,49,253,362,2071,385,106372,0,33453,71688,49,204,109,1709,31.1,66.6,0.0,0.2,0.1,1.6
E07000116,TUNBRIDGE WELLS,52445,52343,91.7,49.4,45.2,8.3,8.3,0.1,1.1,2.6,8.1,1.0,98.3,0.0,48093,25897,23724,4337,4337,69,575,1358,4250,530,51579,0,24369,23724,69,506,783,2892,46.5,45.2,0.1,1.0,1.5,5.5
E07000077,UTTLESFORD,40893,40691,87.5,37.9,35.8,19.1,19.1,0.4,1.6,4.3,12.0,1.6,93.4,0.0,35799,15516,14654,7814,7814,171,660,1750,4892,665,38199,0,21145,14654,171,489,1090,3142,51.7,35.8,0.4,1.2,2.7,7.7
W06000014,VALE OF GLAMORGAN,62452,62289,96.4,59.5,55.5,22.5,22.5,0.2,0.9,1.4,3.3,0.6,98.2,10.7,60212,37189,34669,14039,14039,135,586,898,2077,376,61325,6690,25543,34669,135,451,312,1179,40.9,55.5,0.2,0.7,0.5,1.9
E07000180,VALE OF WHITE HORSE,61794,61707,96.2,62.5,60.2,16.5,16.5,0.1,0.3,0.7,3.6,0.2,98.8,0.0,59474,38641,37184,10177,10178,75,196,463,2233,134,61029,0,22290,37184,75,121,267,1770,36.1,60.2,0.1,0.2,0.4,2.9
E08000036,WAKEFIELD,160268,159326,95.6,54.4,53.9,20.4,20.4,0.1,0.3,0.7,3.8,0.6,97.8,0.4,153230,87215,86342,32743,32744,83,508,1062,6096,998,156817,590,66888,86342,83,425,554,5034,41.7,53.9,0.1,0.3,0.3,3.1
E08000030,WALSALL,119103,119019,98.7,78.3,76.1,11.1,73.8,0.0,0.0,0.4,1.3,0.1,99.3,0.0,117506,93218,90653,13242,87890,3,17,458,1513,102,118227,0,26853,90653,3,14,441,1055,22.5,76.1,0.0,0.0,0.4,0.9
E09000031,WALTHAM FOREST,109962,109866,96.8,88.2,87.0,18.0,18.0,0.0,0.0,0.4,3.1,0.1,96.9,0.0,106488,96974,95685,19755,19755,6,10,432,3378,110,106567,0,10803,95685,6,4,422,2946,9.8,87.0,0.0,0.0,0.4,2.7
E09000032,WANDSWORTH,156011,155304,96.9,85.8,79.4,33.4,33.4,0.0,0.0,0.1,2.6,0.4,96.9,0.0,151222,133831,123916,52038,52038,0,14,190,4082,679,151248,0,27306,123916,0,14,176,3892,17.5,79.4,0.0,0.0,0.1,2.5
E06000007,WARRINGTON,99398,99143,96.9,71.2,65.7,1.9,63.2,0.0,0.1,0.2,2.8,0.3,99.2,0.0,96352,70722,65301,1906,62845,33,117,202,2791,278,98607,0,31051,65301,33,84,85,2589,31.2,65.7,0.0,0.1,0.1,2.6
E07000222,WARWICK,69361,69252,97.7,78.6,73.2,9.9,68.9,0.1,0.6,0.8,2.1,0.2,99.2,0.0,67789,54505,50756,6833,47798,87,400,555,1463,141,68794,1,17033,50756,87,313,155,908,24.6,73.2,0.1,0.5,0.2,1.3
E07000103,WATFORD,42417,42135,98.8,90.3,86.5,2.4,2.4,0.0,0.0,0.2,0.6,0.7,98.8,0.0,41895,38299,36696,1000,1000,0,10,65,240,282,41923,0,5199,36696,0,10,55,175,12.3,86.5,0.0,0.0,0.1,0.4
E07000216,WAVERLEY,56506,56440,93.9,19.7,16.2,5.4,5.4,0.1,0.4,0.8,6.0,0.5,99.6,0.0,53040,11122,9152,3036,3036,57,212,441,3400,260,56272,0,43888,9152,57,155,229,2959,77.7,16.2,0.1,0.3,0.4,5.2
E07000065,WEALDEN,73758,73615,93.4,14.6,14.4,14.4,14.4,0.2,0.7,1.4,6.4,0.7,99.4,0.0,68878,10760,10639,10599,10599,157,526,1026,4737,499,73292,0,58239,10639,157,369,500,3711,79.0,14.4,0.2,0.5,0.7,5.0
E07000156,WELLINGBOROUGH,37851,37830,97.5,62.7,62.6,4.1,4.1,0.1,0.5,0.9,2.5,0.1,99.0,14.1,36891,23738,23688,1569,1569,19,184,353,939,56,37474,5337,13203,23688,19,165,169,586,34.9,62.6,0.1,0.4,0.4,1.5
E07000241,WELWYN HATFIELD,50021,49987,97.4,77.2,75.1,9.7,9.7,0.0,0.1,0.3,2.5,0.1,99.3,0.0,48715,38618,37552,4835,4835,7,36,158,1272,40,49687,0,11163,37552,7,29,122,1114,22.3,75.1,0.0,0.1,0.2,2.2
E06000037,WEST BERKSHIRE,71775,71686,97.5,73.5,68.9,26.8,65.2,0.0,0.3,0.6,2.4,0.2,98.6,0.0,69976,52777,49422,19268,46804,29,196,412,1710,146,70790,0,20554,49422,29,167,216,1298,28.6,68.9,0.0,0.2,0.3,1.8
E07000047,WEST DEVON,26998,26908,77.9,22.6,22.6,22.6,22.6,1.8,6.0,11.9,21.7,2.1,95.1,68.2,21037,6099,6099,6099,6099,479,1619,3208,5871,555,25682,18404,14938,6099,479,1140,1589,2663,55.3,22.6,1.8,4.2,5.9,9.9
S12000039,WEST DUNBARTONSHIRE,47053,47033,98.4,89.6,88.2,0.6,86.7,0.1,0.2,0.5,1.6,0.1,99.0,0.0,46284,42173,41486,300,40818,24,95,228,749,30,46602,0,4798,41486,24,71,133,521,10.2,88.2,0.1,0.2,0.3,1.1
E07000127,WEST LANCASHIRE,51743,51676,94.5,44.7,35.2,29.2,29.2,0.2,0.8,1.4,5.4,0.2,98.9,5.5,48898,23148,18205,15093,15112,113,411,719,2778,99,51180,2857,30693,18205,113,298,308,2059,59.3,35.2,0.2,0.6,0.6,4.0
E07000142,WEST LINDSEY,46206,45955,85.5,32.6,30.5,18.7,18.7,2.1,4.5,7.0,14.0,1.6,97.0,26.1,39487,15086,14086,8651,8651,953,2059,3239,6468,731,44815,12079,25401,14086,953,1106,1180,3229,55.0,30.5,2.1,2.4,2.6,7.0
S12000040,WEST LOTHIAN,86073,85967,96.8,68.3,66.8,26.8,66.0,0.2,0.4,0.7,3.1,0.2,99.2,0.0,83321,58794,57515,23089,56830,136,356,622,2646,214,85423,0,25806,57515,136,220,266,2024,30.0,66.8,0.2,0.3,0.3,2.4
E07000181,WEST OXFORDSHIRE,52249,52148,97.8,63.6,56.6,24.9,24.9,0.1,0.3,0.6,2.0,0.3,99.1,0.0,51111,33246,29574,13010,13010,42,131,330,1037,180,51792,0,21537,29574,42,89,199,707,41.2,56.6,0.1,0.2,0.4,1.4
E07000245,WEST SUFFOLK,84358,84272,95.2,30.8,24.5,11.2,11.2,0.1,0.4,0.7,4.7,0.3,99.2,0.1,80337,25942,20636,9434,9434,121,337,580,3935,293,83699,119,59701,20636,121,216,243,3355,70.8,24.5,0.1,0.3,0.3,4.0
E09000033,WESTMINSTER,164654,164145,88.3,61.9,60.8,56.1,56.1,0.0,0.0,0.0,11.4,0.3,88.3,0.0,145358,101877,100037,92327,92327,0,0,56,18787,500,145379,0,45321,100037,0,0,56,18731,27.5,60.8,0.0,0.0,0.0,11.4
E08000010,WIGAN,153742,153674,98.2,84.0,82.9,3.6,11.0,0.0,0.1,0.3,1.7,0.1,99.5,0.1,151013,129177,127519,5504,16955,35,147,410,2661,102,152986,103,23494,127519,35,112,263,2251,15.3,82.9,0.0,0.1,0.2,1.5
E06000054,WILTSHIRE,232820,232458,94.1,43.0,41.5,19.2,19.2,0.2,0.8,1.6,5.8,0.5,98.7,1.0,219056,100201,96688,44743,44743,568,1857,3808,13402,1188,229895,2325,122368,96688,568,1289,1951,9594,52.6,41.5,0.2,0.6,0.8,4.1
E07000094,WINCHESTER,56302,56220,91.8,45.4,35.4,7.9,7.9,0.4,1.2,2.3,8.1,0.7,98.0,0.0,51658,25584,19927,4433,4435,201,691,1306,4562,389,55168,0,31731,19927,201,490,615,3256,56.4,35.4,0.4,0.9,1.1,5.8
E06000040,WINDSOR AND MAIDENHEAD,67437,67377,94.4,62.2,57.7,4.9,4.9,0.2,0.4,1.0,5.5,0.2,98.0,0.0,63677,41942,38926,3298,3299,127,252,653,3700,167,66068,0,24751,38926,127,125,401,3047,36.7,57.7,0.2,0.2,0.6,4.5
E08000015,WIRRAL,158188,158089,97.8,70.7,70.5,41.2,41.2,0.0,0.1,0.2,2.2,0.1,99.6,0.0,154634,111760,111454,65244,65246,31,122,266,3455,105,157507,0,43180,111454,31,91,144,3189,27.3,70.5,0.0,0.1,0.1,2.0
E07000217,WOKING,45217,45126,98.0,84.7,81.7,3.4,3.4,0.0,0.3,0.3,1.8,0.2,99.2,0.0,44332,38321,36962,1544,1544,0,140,157,794,102,44842,0,7370,36962,0,140,17,637,16.3,81.7,0.0,0.3,0.0,1.4
E06000041,WOKINGHAM,76086,74949,93.5,70.2,67.2,12.1,65.0,0.1,0.3,0.8,5.0,1.5,95.9,0.0,71177,53394,51127,9190,49461,66,203,589,3772,1173,72980,0,20050,51127,66,137,386,3183,26.4,67.2,0.1,0.2,0.5,4.2
E08000031,WOLVERHAMPTON,117561,117311,98.4,90.8,89.2,1.8,2.0,0.0,0.0,0.1,1.3,0.2,98.7,5.1,115727,106789,104896,2085,2314,1,3,76,1584,246,116016,5937,10831,104896,1,2,73,1508,9.2,89.2,0.0,0.0,0.1,1.3
E07000237,WORCESTER,48752,48681,98.9,22.1,11.0,2.4,2.4,0.0,0.0,0.0,1.0,0.1,99.5,0.1,48205,10768,5379,1192,1192,0,1,8,476,71,48509,49,42826,5379,0,1,7,468,87.8,11.0,0.0,0.0,0.0,1.0
E07000229,WORTHING,51643,51609,99.3,91.5,90.8,33.6,33.6,0.0,0.0,0.0,0.6,0.1,99.8,0.0,51289,47265,46904,17327,17327,3,4,4,320,34,51521,0,4385,46904,3,1,0,316,8.5,90.8,0.0,0.0,0.0,0.6
W06000006,WREXHAM,65867,65212,94.4,37.3,36.6,36.2,36.2,0.3,1.0,1.8,4.6,1.4,97.2,43.9,62170,24551,24136,23863,23863,194,639,1217,3042,930,64021,28917,38034,24136,194,445,578,1825,57.7,36.6,0.3,0.7,0.9,2.8
E07000238,WYCHAVON,62536,62215,93.8,19.2,15.2,8.0,8.1,0.1,0.7,1.3,5.7,0.8,98.6,0.4,58643,12032,9524,4988,5066,83,423,822,3572,490,61652,225,49119,9524,83,340,399,2750,78.5,15.2,0.1,0.5,0.6,4.4
E07000128,WYRE,56527,56411,95.1,22.7,22.7,22.3,22.3,0.1,0.3,0.7,4.7,0.2,98.8,0.3,53739,12856,12852,12612,12612,61,174,368,2672,133,55837,186,40887,12852,61,113,194,2304,72.3,22.7,0.1,0.2,0.3,4.1
