laua,laua_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed
S12000028,SOUTH AYRSHIRE,59802,59706,96.5,67.1,66.5,46.8,66.0,0.2,0.6,1.1,3.3,0.3,99.1,0.0,57707,40134,39753,27990,39469,110,337,682,1999,195,59283,0,17954,39753,110,227,345,1317,30.0,66.5,0.2,0.4,0.6,2.2
E07000012,SOUTH CAMBRIDGESHIRE,73803,73413,96.7,67.6,66.4,31.6,63.4,0.1,0.4,1.0,2.8,0.1,98.4,0.2,71331,49891,49000,23299,46794,84,298,709,2082,104,72642,161,22331,49000,84,214,411,1373,30.3,66.4,0.1,0.3,0.6,1.9
E07000039,SOUTH DERBYSHIRE,50784,50488,96.3,65.8,64.7,62.7,63.7,0.2,0.6,0.9,3.1,0.2,98.8,0.0,48900,33436,32866,31851,32373,106,322,482,1588,111,50179,0,16034,32866,106,216,160,1106,31.6,64.7,0.2,0.4,0.3,2.2
E06000025,SOUTH GLOUCESTERSHIRE,129584,129296,98.3,82.2,81.9,17.6,80.8,0.1,0.2,0.5,1.4,0.1,99.3,0.0,127432,106469,106097,22848,104645,89,243,623,1864,89,128659,0,21335,106097,89,154,380,1241,16.5,81.9,0.1,0.1,0.3,1.0
E07000044,SOUTH HAMS,49534,48810,82.8,35.7,35.0,33.7,35.1,0.7,2.1,5.1,15.8,1.5,93.9,27.5,40999,17682,17360,16706,17407,368,1053,2513,7811,745,46534,13631,23639,17360,368,685,1460,5298,47.7,35.0,0.7,1.4,2.9,10.7
E07000140,SOUTH HOLLAND,45394,45201,90.9,46.3,45.7,45.2,45.2,0.4,1.4,2.5,8.7,0.8,98.8,0.1,41273,21011,20767,20529,20532,190,640,1136,3928,369,44865,47,20506,20767,190,450,496,2792,45.2,45.7,0.4,1.0,1.1,6.2
E07000141,SOUTH KESTEVEN,69848,69610,94.5,65.8,64.7,39.3,63.4,0.9,1.4,1.9,5.2,0.3,98.9,0.7,65980,45966,45197,27472,44267,632,999,1331,3630,190,69058,466,20783,45197,632,367,332,2299,29.8,64.7,0.9,0.5,0.5,3.3
E07000031,SOUTH LAKELAND,60926,60621,94.2,31.0,30.3,30.0,30.0,0.3,0.9,1.4,5.3,0.7,98.4,33.6,57414,18859,18478,18275,18275,196,519,878,3207,403,59973,20485,38936,18478,196,323,359,2329,63.9,30.3,0.3,0.5,0.6,3.8
S12000029,SOUTH LANARKSHIRE,163944,163733,96.6,76.4,76.1,27.6,75.6,0.3,0.7,1.4,3.3,0.2,98.9,0.0,158378,125224,124830,45220,123868,506,1215,2336,5355,313,162079,0,33548,124830,506,709,1121,3019,20.5,76.1,0.3,0.4,0.7,1.8
E07000149,SOUTH NORFOLK,67580,67370,93.7,42.3,41.6,37.3,41.3,0.3,1.0,1.7,6.0,0.9,98.7,0.0,63348,28600,28131,25229,27896,222,650,1139,4022,582,66733,16,35217,28131,222,428,489,2883,52.1,41.6,0.3,0.6,0.7,4.3
E07000179,SOUTH OXFORDSHIRE,68451,68241,97.5,69.9,62.7,46.4,65.3,0.1,0.3,0.4,2.1,0.1,99.5,0.0,66773,47881,42922,31739,44684,67,174,252,1468,67,68109,0,23851,42922,67,107,78,1216,34.8,62.7,0.1,0.2,0.1,1.8
E07000126,SOUTH RIBBLE,53994,53841,97.1,75.0,74.6,41.7,73.9,0.0,0.4,0.6,2.6,0.0,99.1,34.8,52441,40484,40278,22509,39923,15,198,309,1400,5,53530,18802,12163,40278,15,183,111,1091,22.5,74.6,0.0,0.3,0.2,2.0
E07000189,SOUTH SOMERSET,85172,84605,92.1,41.2,40.9,40.8,40.8,0.3,1.2,2.2,7.2,0.3,97.7,1.7,78465,35085,34832,34725,34725,232,1027,1833,6140,272,83196,1455,43633,34832,232,795,806,4307,51.2,40.9,0.3,0.9,0.9,5.1
E07000196,SOUTH STAFFORDSHIRE,50754,50600,93.0,40.5,36.4,33.4,33.6,0.2,0.8,1.5,6.7,0.0,98.8,5.0,47191,20541,18462,16936,17060,87,410,780,3409,20,50166,2558,28729,18462,87,323,370,2629,56.6,36.4,0.2,0.6,0.7,5.2
E08000023,SOUTH TYNESIDE,76072,76003,98.0,83.7,83.4,11.4,83.1,0.0,0.4,0.6,1.9,0.0,98.7,0.0,74580,63696,63476,8679,63243,24,293,471,1423,4,75114,0,11104,63476,24,269,178,952,14.6,83.4,0.0,0.4,0.2,1.3
E06000045,SOUTHAMPTON,114395,114199,97.8,94.9,94.3,73.3,93.6,0.0,0.0,0.3,2.0,0.0,98.0,0.0,111861,108607,107889,83866,107070,1,21,364,2338,11,112116,0,3972,107889,1,20,343,1974,3.5,94.3,0.0,0.0,0.3,1.7
E06000033,SOUTHEND-ON-SEA,87279,86980,98.3,87.0,83.3,67.3,80.0,0.0,0.0,0.0,1.4,0.0,98.4,0.2,85800,75921,72663,58751,69827,0,1,17,1180,5,85902,162,13137,72663,0,1,16,1163,15.1,83.3,0.0,0.0,0.0,1.3
E09000028,SOUTHWARK,151501,150332,94.3,82.0,81.8,57.4,77.8,0.0,0.0,0.2,5.0,0.0,94.3,0.0,142790,124239,123953,86970,117815,2,35,241,7542,14,142810,20,18837,123953,2,33,206,7301,12.4,81.8,0.0,0.0,0.1,4.8
E07000213,SPELTHORNE,45599,45511,97.4,87.0,86.0,47.0,84.7,0.0,0.0,0.5,2.4,0.0,98.1,0.0,44436,39665,39202,21448,38623,1,9,207,1075,2,44719,0,5234,39202,1,8,198,868,11.5,86.0,0.0,0.0,0.4,1.9
E07000240,ST ALBANS,65399,65200,97.8,89.2,87.8,51.6,86.2,0.0,0.1,0.3,1.9,0.1,98.7,0.0,63934,58325,57393,33730,56349,31,67,178,1266,34,64547,0,6541,57393,31,36,111,1088,10.0,87.8,0.0,0.1,0.2,1.7
E08000013,ST. HELENS,89065,88907,97.2,85.6,85.4,12.9,84.8,0.1,0.5,0.8,2.6,0.0,98.7,41.8,86563,76282,76064,11521,75537,49,436,698,2344,13,87891,37230,10499,76064,49,387,262,1646,11.8,85.4,0.1,0.4,0.3,1.8
E07000197,STAFFORD,66376,65781,93.8,67.7,67.6,21.8,67.5,0.3,0.8,1.6,5.3,0.2,97.9,0.6,62238,44905,44902,14470,44799,175,513,1073,3543,149,64996,385,17336,44902,175,338,560,2470,26.1,67.6,0.3,0.5,0.8,3.7
E07000198,STAFFORDSHIRE MOORLANDS,47055,46939,91.9,50.6,49.7,25.7,49.4,0.6,1.5,2.8,7.8,0.8,98.4,0.0,43256,23802,23371,12107,23226,278,717,1327,3683,375,46312,1,19885,23371,278,439,610,2356,42.3,49.7,0.6,0.9,1.3,5.0
E07000243,STEVENAGE,39707,39647,99.3,88.3,88.3,10.1,88.0,0.0,0.0,0.1,0.6,0.0,99.4,0.0,39412,35070,35070,4013,34957,0,19,32,235,0,39454,0,4342,35070,0,19,13,203,10.9,88.3,0.0,0.0,0.0,0.5
S12000030,STIRLING,46949,46517,89.1,51.8,49.5,48.4,48.4,1.4,2.8,4.5,10.0,2.1,96.3,0.0,41832,24343,23217,22717,22725,641,1313,2106,4685,990,45205,0,18615,23217,641,672,793,2579,39.6,49.5,1.4,1.4,1.7,5.5
E08000007,STOCKPORT,140997,140461,98.4,88.0,87.9,26.7,87.8,0.0,0.1,0.1,1.2,0.0,99.1,8.0,138773,124076,123999,37694,123817,18,91,177,1688,24,139685,11251,14774,123999,18,73,86,1511,10.5,87.9,0.0,0.1,0.1,1.1
E06000004,STOCKTON-ON-TEES,93483,93230,96.2,92.1,91.9,39.5,89.0,0.1,0.6,1.5,3.5,0.2,96.8,20.2,89947,86065,85883,36943,83187,54,515,1446,3283,183,90487,18902,4064,85883,54,461,931,1837,4.3,91.9,0.1,0.5,1.0,2.0
E06000021,STOKE-ON-TRENT,124285,123939,98.2,88.4,88.4,35.8,88.4,0.0,0.0,0.1,1.5,0.0,98.7,0.0,122097,109927,109927,44539,109869,0,52,159,1842,15,122727,0,12170,109927,0,52,107,1683,9.8,88.4,0.0,0.0,0.1,1.4
E07000221,STRATFORD-ON-AVON,68387,67938,95.1,58.7,54.6,35.2,51.4,0.3,0.8,1.3,4.2,0.4,98.0,1.1,65069,40147,37347,24061,35134,226,520,868,2869,259,67009,732,27722,37347,226,294,348,2001,40.5,54.6,0.3,0.4,0.5,2.9
E07000082,STROUD,58596,58412,92.8,33.6,33.6,32.7,33.6,0.2,0.6,1.5,6.9,0.1,95.9,1.1,54372,19707,19707,19148,19695,112,331,898,4040,69,56214,661,34665,19707,112,219,567,3142,59.2,33.6,0.2,0.4,1.0,5.4
E08000024,SUNDERLAND,138754,138386,97.1,78.5,76.6,27.5,75.5,0.1,0.2,0.7,2.6,0.0,98.0,0.0,134779,108857,106268,38104,104745,76,316,971,3607,63,136001,0,28511,106268,76,240,655,2636,20.5,76.6,0.1,0.2,0.5,1.9
E07000214,SURREY HEATH,39500,39423,98.4,80.7,80.3,44.5,79.8,0.0,0.0,0.1,1.4,0.0,99.7,0.0,38864,31872,31716,17573,31517,1,9,58,559,1,39370,0,7148,31716,1,8,49,501,18.1,80.3,0.0,0.0,0.1,1.3
E09000029,SUTTON,87878,87785,98.4,88.3,87.7,41.9,85.7,0.0,0.0,0.2,1.5,0.0,98.6,0.0,86485,77627,77069,36819,75349,11,19,159,1300,3,86677,0,9416,77069,11,8,140,1141,10.7,87.7,0.0,0.0,0.2,1.3
E07000113,SWALE,68760,68277,94.5,71.7,69.6,50.8,67.7,0.2,0.6,1.3,4.8,0.1,98.4,29.4,64956,49298,47838,34942,46575,121,431,896,3321,97,67693,20211,17118,47838,121,310,465,2425,24.9,69.6,0.2,0.5,0.7,3.5
W06000011,SWANSEA,118981,118761,98.1,83.0,80.9,36.1,79.4,0.1,0.2,0.5,1.7,0.1,98.9,49.0,116693,98755,96248,42937,94425,71,243,558,2068,101,117701,58319,20445,96248,71,172,315,1510,17.2,80.9,0.1,0.1,0.3,1.3
E06000030,SWINDON,103486,103419,95.8,90.3,89.0,76.7,87.7,0.0,0.4,1.0,4.1,0.2,96.3,0.0,99177,93417,92142,79419,90724,28,419,1053,4242,197,99619,0,7035,92142,28,391,634,3189,6.8,89.0,0.0,0.4,0.6,3.1
E08000008,TAMESIDE,116550,116182,97.5,68.7,67.9,33.4,66.6,0.0,0.0,0.1,2.2,0.0,99.3,0.0,113600,80077,79139,38901,77599,2,19,136,2582,4,115733,0,34461,79139,2,17,117,2446,29.6,67.9,0.0,0.0,0.1,2.1
E07000199,TAMWORTH,36167,36120,99.2,86.0,83.0,6.3,80.5,0.0,0.1,0.2,0.7,0.0,99.6,0.0,35876,31109,30026,2266,29120,0,36,81,244,3,36015,0,5850,30026,0,36,45,163,16.2,83.0,0.0,0.1,0.1,0.5
E07000215,TANDRIDGE,39199,39114,94.7,62.7,61.6,23.3,61.1,0.1,0.5,0.9,5.1,0.1,99.4,0.0,37117,24568,24157,9120,23934,39,180,362,1997,54,38954,0,12960,24157,39,141,182,1635,33.1,61.6,0.1,0.4,0.5,4.2
E07000045,TEIGNBRIDGE,67327,67114,89.8,53.9,52.0,34.1,53.8,0.4,1.6,3.2,9.8,0.6,97.1,28.5,60485,36287,34993,22961,36241,298,1049,2124,6629,412,65354,19215,25492,34993,298,751,1075,4505,37.9,52.0,0.4,1.1,1.6,6.7
E06000020,TELFORD AND WREKIN,84725,84389,97.7,83.0,81.0,15.2,79.2,0.1,0.2,0.4,1.9,0.1,98.9,36.8,82755,70346,68663,12911,67084,49,172,327,1634,65,83786,31148,14092,68663,49,123,155,1307,16.6,81.0,0.1,0.1,0.2,1.5
E07000076,TENDRING,76186,75635,97.8,14.8,14.8,14.8,14.8,0.1,0.2,0.3,1.5,0.1,98.8,8.1,74521,11302,11302,11295,11302,51,127,260,1114,57,75284,6137,63219,11302,51,76,133,854,83.0,14.8,0.1,0.1,0.2,1.1
E07000093,TEST VALLEY,61090,60921,93.8,68.9,68.5,21.9,65.6,0.2,0.7,2.1,5.9,0.5,98.3,0.0,57329,42080,41819,13373,40062,106,445,1254,3592,284,60033,0,15510,41819,106,339,809,2338,25.4,68.5,0.2,0.6,1.3,3.8
E07000083,TEWKESBURY,47821,46984,91.7,67.9,66.6,39.9,67.3,0.2,0.8,2.0,6.6,0.3,93.0,0.6,43850,32483,31829,19060,32206,80,373,978,3134,149,44487,297,12021,31829,80,293,605,2156,25.1,66.6,0.2,0.6,1.3,4.5
E07000114,THANET,74284,73894,97.3,63.9,63.9,63.8,63.8,0.0,0.6,0.9,2.1,0.0,99.1,24.5,72302,47476,47476,47381,47424,13,456,683,1592,24,73646,18230,24826,47476,13,443,227,909,33.4,63.9,0.0,0.6,0.3,1.2
E07000102,THREE RIVERS,39799,39654,97.5,87.2,85.3,63.6,82.3,0.2,0.3,0.4,2.1,0.0,99.4,0.0,38803,34716,33960,25310,32759,89,105,160,851,14,39555,0,4843,33960,89,16,55,691,12.2,85.3,0.2,0.0,0.1,1.7
E06000034,THURROCK,72772,72643,96.6,84.5,83.5,51.5,82.7,0.1,0.4,1.3,3.3,0.1,97.6,0.0,70262,61520,60777,37446,60165,79,274,966,2381,45,71013,5,9485,60777,79,195,692,1415,13.0,83.5,0.1,0.3,1.0,1.9
E07000115,TONBRIDGE AND MALLING,58126,57999,95.8,76.2,74.4,44.8,72.1,0.1,0.4,1.1,3.9,0.3,98.7,8.4,55709,44306,43261,26030,41932,70,249,661,2290,172,57346,4909,12448,43261,70,179,412,1629,21.4,74.4,0.1,0.3,0.7,2.8
E06000027,TORBAY,78449,77880,96.1,84.4,82.7,72.1,80.9,0.0,0.1,0.2,3.2,0.0,97.7,0.2,75403,66241,64899,56564,63483,2,82,184,2477,31,76616,129,10504,64899,2,80,102,2293,13.4,82.7,0.0,0.1,0.1,2.9
W06000020,TORFAEN,46405,46238,96.5,52.3,44.3,16.6,39.5,0.1,0.4,1.2,3.1,0.0,97.4,64.5,44793,24274,20578,7686,18330,45,188,577,1445,15,45215,29931,24215,20578,45,143,389,868,52.2,44.3,0.1,0.3,0.8,1.9
E07000046,TORRIDGE,34757,34480,82.4,30.7,25.3,30.7,30.7,2.2,5.7,9.5,16.8,1.3,93.3,45.8,28649,10677,8784,10676,10676,782,1976,3302,5831,436,32436,15923,19865,8784,782,1194,1326,2529,57.2,25.3,2.2,3.4,3.8,7.3
E09000030,TOWER HAMLETS,152253,151590,94.8,80.0,77.8,64.6,74.9,0.0,0.0,0.4,4.8,0.0,94.8,0.0,144309,121785,118438,98321,114064,0,44,627,7281,27,144330,0,25871,118438,0,44,583,6654,17.0,77.8,0.0,0.0,0.4,4.4
E08000009,TRAFFORD,109214,109064,98.0,74.3,71.1,9.0,68.3,0.0,0.3,0.3,1.8,0.0,99.1,0.2,107074,81162,77616,9873,74647,41,283,342,1990,30,108217,263,29458,77616,41,242,59,1648,27.0,71.1,0.0,0.2,0.1,1.5
E07000116,TUNBRIDGE WELLS,53827,53602,94.8,74.7,72.6,56.7,69.8,0.1,0.5,1.2,4.8,0.3,98.5,0.1,51041,40215,39055,30505,37549,44,294,660,2561,168,53024,78,11986,39055,44,250,366,1901,22.3,72.6,0.1,0.5,0.7,3.5
E07000077,UTTLESFORD,41580,41431,94.5,62.7,60.8,44.6,59.4,0.2,0.7,1.7,5.1,0.6,97.1,2.7,39312,26073,25278,18533,24688,103,272,723,2119,255,40355,1113,14034,25278,103,169,451,1396,33.8,60.8,0.2,0.4,1.1,3.4
W06000014,VALE OF GLAMORGAN,63976,63579,97.3,79.2,77.0,65.8,75.0,0.2,0.8,1.1,2.1,0.3,98.4,10.2,62232,50659,49238,42075,47971,114,485,693,1347,201,62931,6521,12994,49238,114,371,208,654,20.3,77.0,0.2,0.6,0.3,1.0
E07000180,VALE OF WHITE HORSE,64300,64085,97.4,73.2,68.5,30.4,69.7,0.1,0.3,0.5,2.2,0.1,98.9,0.0,62657,47078,44075,19555,44797,77,184,338,1428,49,63583,0,18582,44075,77,107,154,1090,28.9,68.5,0.1,0.2,0.2,1.7
E08000036,WAKEFIELD,161034,160684,97.1,73.6,73.3,56.4,73.0,0.1,0.3,0.5,2.7,0.1,98.7,12.4,156293,118463,118078,90851,117619,122,450,813,4391,109,158911,19996,38215,118078,122,328,363,3578,23.7,73.3,0.1,0.2,0.2,2.2
E08000030,WALSALL,118539,118271,98.6,82.8,81.4,24.9,79.0,0.0,0.0,0.3,1.2,0.0,99.1,0.0,116879,98155,96498,29537,93679,2,9,341,1392,38,117414,0,20381,96498,2,7,332,1051,17.2,81.4,0.0,0.0,0.3,0.9
E09000031,WALTHAM FOREST,112762,112272,96.4,89.2,88.4,47.4,87.7,0.0,0.2,0.9,3.1,0.0,96.5,0.0,108725,100613,99699,53462,98922,4,242,993,3547,21,108801,0,9026,99699,4,238,751,2554,8.0,88.4,0.0,0.2,0.7,2.3
E09000032,WANDSWORTH,159459,158003,97.1,90.3,85.6,59.7,78.0,0.0,0.0,0.2,2.0,0.1,97.1,0.0,154786,144030,136449,95148,124388,0,4,338,3217,177,154824,3,18337,136449,0,4,334,2879,11.5,85.6,0.0,0.0,0.2,1.8
E06000007,WARRINGTON,100175,99886,98.1,86.5,85.1,21.9,84.2,0.0,0.1,0.2,1.6,0.0,99.0,1.0,98316,86642,85292,21907,84342,28,91,153,1570,33,99210,1036,13024,85292,28,63,62,1417,13.0,85.1,0.0,0.1,0.1,1.4
E07000222,WARWICK,70946,70799,98.3,83.4,79.4,22.9,76.4,0.0,0.3,0.4,1.5,0.0,99.3,0.0,69756,59154,56318,16232,54238,34,183,297,1043,31,70451,1,13438,56318,34,149,114,746,18.9,79.4,0.0,0.2,0.2,1.1
E07000103,WATFORD,43155,43036,99.4,93.3,90.4,54.9,88.1,0.0,0.0,0.0,0.3,0.0,99.4,0.0,42887,40282,39018,23674,38012,0,4,16,149,1,42898,0,3869,39018,0,4,12,133,9.0,90.4,0.0,0.0,0.0,0.3
E07000216,WAVERLEY,58152,57798,94.8,52.9,50.7,41.2,49.0,0.2,0.4,0.7,4.5,0.2,99.1,0.0,55153,30788,29479,23987,28493,93,238,423,2645,120,57628,0,25674,29479,93,145,185,2222,44.1,50.7,0.2,0.2,0.3,3.8
E07000065,WEALDEN,75544,75347,96.1,46.9,46.8,46.7,46.7,0.1,0.4,0.8,3.6,0.3,99.4,0.0,72591,35441,35328,35293,35294,77,276,597,2756,197,75055,0,37263,35328,77,199,321,2159,49.3,46.8,0.1,0.3,0.4,2.9
E07000241,WELWYN HATFIELD,51029,50976,97.4,78.7,77.2,19.2,75.7,0.0,0.1,0.3,2.5,0.0,99.2,0.0,49679,40159,39385,9781,38620,9,39,153,1297,4,50610,0,10294,39385,9,30,114,1144,20.2,77.2,0.0,0.1,0.2,2.2
E06000037,WEST BERKSHIRE,73180,72950,97.7,80.1,77.4,53.6,75.2,0.0,0.4,0.7,2.0,0.1,98.5,0.0,71468,58621,56627,39230,55061,33,283,525,1482,69,72082,1,14841,56627,33,250,242,957,20.3,77.4,0.0,0.3,0.3,1.3
E07000047,WEST DEVON,27645,27222,80.0,38.4,37.5,38.4,38.4,1.2,4.8,10.0,18.5,1.5,94.8,65.9,22117,10612,10373,10612,10612,330,1331,2752,5105,408,26217,18230,11744,10373,330,1001,1421,2353,42.5,37.5,1.2,3.6,5.1,8.5
S12000039,WEST DUNBARTONSHIRE,47588,47373,98.1,90.0,88.9,4.9,87.7,0.0,0.1,0.3,1.4,0.1,98.8,0.0,46703,42810,42294,2327,41726,12,60,154,670,31,46997,0,4409,42294,12,48,94,516,9.3,88.9,0.0,0.1,0.2,1.1
E07000127,WEST LANCASHIRE,53217,53057,95.9,57.7,49.9,44.7,44.9,0.2,0.7,1.2,3.8,0.0,99.0,26.0,51024,30720,26567,23805,23879,125,386,623,2033,24,52673,13830,24457,26567,125,261,237,1410,46.0,49.9,0.2,0.5,0.4,2.6
E07000142,WEST LINDSEY,47318,47042,86.9,39.5,37.7,26.6,36.7,1.9,4.1,5.9,12.5,1.3,97.4,31.5,41105,18686,17823,12584,17371,880,1950,2774,5937,621,46068,14912,23282,17823,880,1070,824,3163,49.2,37.7,1.9,2.3,1.7,6.7
S12000040,WEST LOTHIAN,88004,87768,97.4,84.3,83.2,50.0,82.3,0.2,0.4,0.8,2.3,0.1,98.9,0.0,85729,74217,73234,43959,72401,143,338,745,2039,129,87053,0,12495,73234,143,195,407,1294,14.2,83.2,0.2,0.2,0.5,1.5
E06000062,WEST NORTHAMPTONSHIRE,189716,188443,97.7,84.0,82.1,72.9,80.7,0.1,0.4,0.7,1.7,0.1,98.4,0.2,185312,159333,155684,138277,153128,191,772,1265,3131,241,186658,397,29628,155684,191,581,493,1866,15.6,82.1,0.1,0.3,0.3,1.0
E07000181,WEST OXFORDSHIRE,54663,54531,99.1,83.4,79.8,51.2,76.8,0.0,0.0,0.1,0.7,0.1,99.4,0.0,54150,45571,43615,27970,41957,11,27,70,381,46,54351,11,10535,43615,11,16,43,311,19.3,79.8,0.0,0.0,0.1,0.6
E07000245,WEST SUFFOLK,86391,86219,97.0,60.1,57.8,48.2,56.3,0.1,0.3,0.5,2.8,0.2,99.3,0.2,83800,51915,49952,41628,48629,115,281,446,2419,160,85822,191,33848,49952,115,166,165,1973,39.2,57.8,0.1,0.2,0.2,2.3
E09000033,WESTMINSTER,165030,163576,89.9,72.1,71.7,68.4,70.6,0.0,0.0,0.0,9.3,0.0,89.9,0.0,148288,119063,118277,112850,116583,0,1,36,15288,11,148317,0,30011,118277,0,1,35,15252,18.2,71.7,0.0,0.0,0.0,9.2
E08000010,WIGAN,156640,156555,98.6,88.5,87.9,13.8,86.6,0.0,0.1,0.2,1.4,0.0,99.6,27.6,154385,138549,137658,21546,135585,29,101,289,2170,16,155976,43248,16727,137658,29,72,188,1881,10.7,87.9,0.0,0.0,0.1,1.2
E06000054,WILTSHIRE,237581,236890,95.6,58.2,57.7,38.3,57.0,0.2,0.5,1.1,4.2,0.2,98.9,1.1,227025,138296,136979,90944,135489,407,1285,2505,9865,560,235017,2594,90046,136979,407,878,1220,7360,37.9,57.7,0.2,0.4,0.5,3.1
E07000094,WINCHESTER,58498,58333,91.7,56.1,55.2,21.4,54.4,0.4,1.2,2.1,8.0,0.5,97.3,0.0,53650,32821,32264,12505,31819,254,720,1234,4683,305,56946,0,21386,32264,254,466,514,3449,36.6,55.2,0.4,0.8,0.9,5.9
E06000040,WINDSOR AND MAIDENHEAD,68290,68124,97.0,77.8,74.5,32.7,71.3,0.0,0.2,0.6,2.7,0.1,98.4,0.0,66264,53098,50871,22357,48701,24,133,376,1860,44,67218,3,15393,50871,24,109,243,1484,22.5,74.5,0.0,0.2,0.4,2.2
E08000015,WIRRAL,159242,159052,98.3,79.8,79.8,71.2,79.6,0.0,0.1,0.1,1.6,0.0,99.6,0.0,156494,127086,127086,113427,126798,56,106,165,2558,4,158675,1,29408,127086,56,50,59,2393,18.5,79.8,0.0,0.0,0.0,1.5
E07000217,WOKING,45994,45671,97.8,84.9,81.8,5.1,78.8,0.0,0.3,0.3,1.5,0.0,98.6,0.0,44980,39060,37613,2331,36232,1,143,153,691,16,45369,0,7367,37613,1,142,10,538,16.0,81.8,0.0,0.3,0.0,1.2
E06000041,WOKINGHAM,77085,76421,96.8,78.7,76.1,22.2,73.7,0.0,0.1,0.2,2.3,0.0,97.8,8.0,74644,60692,58624,17087,56793,8,79,178,1777,29,75396,6163,16020,58624,8,71,99,1599,20.8,76.1,0.0,0.1,0.1,2.1
E08000031,WOLVERHAMPTON,119447,119029,98.6,93.5,92.6,37.8,90.8,0.0,0.0,0.0,1.1,0.0,98.8,5.1,117731,111716,110567,45117,108428,0,0,15,1298,44,117974,6064,7164,110567,0,0,15,1283,6.0,92.6,0.0,0.0,0.0,1.1
E07000237,WORCESTER,49577,49383,98.8,56.2,51.5,47.0,47.0,0.0,0.0,0.0,0.8,0.0,99.2,0.0,48984,27854,25524,23292,23292,0,0,3,399,10,49203,1,23460,25524,0,0,3,396,47.3,51.5,0.0,0.0,0.0,0.8
E07000229,WORTHING,52079,52009,99.5,96.1,95.8,84.5,95.7,0.0,0.0,0.0,0.4,0.0,99.8,0.0,51797,50057,49914,44000,49816,0,0,9,212,4,51964,0,1883,49914,0,0,9,203,3.6,95.8,0.0,0.0,0.0,0.4
W06000006,WREXHAM,66672,65735,95.2,48.6,48.1,47.6,47.6,0.2,0.7,1.4,3.4,0.8,97.2,43.3,63473,32422,32097,31766,31767,132,481,928,2262,506,64830,28852,31376,32097,132,349,447,1334,47.1,48.1,0.2,0.5,0.7,2.0
E07000238,WYCHAVON,64057,63530,95.1,35.8,31.0,29.4,30.7,0.1,0.5,0.9,4.0,0.2,98.7,0.1,60942,22960,19882,18815,19685,67,339,559,2588,130,63212,45,41060,19882,67,272,220,2029,64.1,31.0,0.1,0.4,0.3,3.2
E07000128,WYRE,58069,57900,97.0,60.3,60.3,60.2,60.3,0.1,0.2,0.5,2.7,0.1,98.9,10.6,56317,35014,35013,34984,35010,42,141,263,1583,40,57419,6144,21304,35013,42,99,122,1320,36.7,60.3,0.1,0.2,0.2,2.3
E07000239,WYRE FOREST,48894,48679,97.3,55.7,55.7,10.3,55.4,0.1,0.3,0.5,2.3,0.1,99.3,3.4,47557,27255,27255,5020,27064,49,136,250,1122,69,48549,1670,20302,27255,49,87,114,872,41.5,55.7,0.1,0.2,0.2,1.8
E06000014,YORK,96526,96317,94.7,75.8,72.6,52.3,70.0,0.0,0.2,0.7,5.0,0.0,96.6,3.8,91448,73123,70059,50466,67521,42,189,694,4869,23,93230,3707,21389,70059,42,147,505,4175,22.2,72.6,0.0,0.2,0.5,4.3
