laua,laua_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed
E07000035,DERBYSHIRE DALES,38146,37920,90.5,14.4,14.4,14.4,14.4,0.5,1.3,2.9,8.9,0.9,96.7,0.0,34517,5484,5484,5484,5484,190,504,1100,3403,330,36893,0,29033,5484,190,314,596,2303,76.1,14.4,0.5,0.8,1.6,6.0
N09000005,DERRY CITY AND STRABANE,67742,67557,94.1,87.1,87.1,84.9,87.1,1.4,2.2,2.9,5.6,1.5,99.1,0.1,63760,59037,59037,57501,59031,948,1462,1947,3797,1042,67109,78,4723,59037,948,514,485,1850,7.0,87.1,1.4,0.8,0.7,2.7
E08000017,DONCASTER,148972,148627,98.1,67.9,67.8,55.6,66.9,0.1,0.2,0.5,1.6,0.0,99.0,12.8,146200,101131,100969,82885,99696,103,310,723,2427,63,147482,19033,45231,100969,103,207,413,1704,30.4,67.8,0.1,0.1,0.3,1.1
E06000059,DORSET,192249,191348,94.7,36.8,36.7,34.8,36.6,0.1,0.4,0.9,4.8,0.2,98.7,3.0,182073,70795,70647,66994,70427,231,829,1656,9275,445,189705,5757,111426,70647,231,598,827,7619,58.0,36.7,0.1,0.3,0.4,4.0
E07000108,DOVER,56596,56440,94.5,61.7,61.7,35.9,61.7,0.3,0.7,1.3,5.2,0.1,98.5,32.9,53476,34930,34930,20346,34928,195,379,709,2964,84,55723,18593,18546,34930,195,184,330,2255,32.8,61.7,0.3,0.3,0.6,4.0
E08000027,DUDLEY,148091,147757,99.0,91.7,90.7,7.5,88.8,0.0,0.0,0.0,0.8,0.0,99.4,4.4,146558,135726,134301,11052,131518,0,14,63,1199,16,147175,6475,12257,134301,0,14,49,1136,8.3,90.7,0.0,0.0,0.0,0.8
S12000006,DUMFRIES AND GALLOWAY,82995,82582,88.0,18.8,18.8,18.8,18.8,1.3,3.0,5.5,11.5,2.1,96.8,0.0,73016,15618,15618,15617,15617,1120,2507,4542,9566,1712,80348,10,57398,15618,1120,1387,2035,5024,69.2,18.8,1.3,1.7,2.5,6.1
S12000042,DUNDEE CITY,80347,80265,98.8,93.8,92.5,57.1,91.3,0.0,0.0,0.1,1.1,0.0,99.2,0.0,79385,75388,74294,45888,73359,2,11,95,880,2,79737,0,5091,74294,2,9,84,785,6.3,92.5,0.0,0.0,0.1,1.0
E09000009,EALING,153205,152635,98.4,85.2,84.8,30.9,83.6,0.0,0.0,0.4,1.2,0.0,98.4,0.0,150733,130513,129975,47327,128128,1,68,681,1902,12,150768,0,20758,129975,1,67,613,1221,13.5,84.8,0.0,0.0,0.4,0.8
S12000008,EAST AYRSHIRE,62290,61535,95.3,60.6,60.1,53.2,59.8,0.5,1.0,1.7,3.5,0.3,97.9,0.0,59374,37764,37430,33125,37247,331,623,1031,2161,198,60955,0,21944,37430,331,292,408,1130,35.2,60.1,0.5,0.5,0.7,1.8
E07000009,EAST CAMBRIDGESHIRE,41137,40888,96.3,68.0,65.0,56.7,62.3,0.4,0.7,1.2,3.1,0.2,98.9,1.3,39599,27955,26724,23317,25645,149,278,474,1289,96,40671,536,12875,26724,149,129,196,815,31.3,65.0,0.4,0.3,0.5,2.0
E07000040,EAST DEVON,76769,76494,91.6,57.3,56.7,56.3,56.3,0.3,1.2,2.5,8.1,0.5,96.9,15.2,70295,44018,43518,43227,43257,214,908,1949,6199,347,74381,11679,26777,43518,214,694,1041,4250,34.9,56.7,0.3,0.9,1.4,5.5
S12000045,EAST DUNBARTONSHIRE,50505,50454,96.9,86.2,85.5,28.4,84.7,0.1,0.2,0.6,3.0,0.0,98.8,0.0,48955,43534,43157,14356,42778,48,126,283,1499,14,49923,0,5798,43157,48,78,157,1216,11.5,85.5,0.1,0.2,0.3,2.4
E07000085,EAST HAMPSHIRE,58899,58069,92.8,55.1,53.4,31.5,51.9,0.2,0.5,1.0,5.8,0.3,96.8,0.0,54657,32475,31461,18558,30573,105,286,601,3412,162,57003,0,23196,31461,105,181,315,2811,39.4,53.4,0.2,0.3,0.5,4.8
E07000242,EAST HERTFORDSHIRE,67998,67831,96.2,71.8,69.0,16.1,66.0,0.1,0.3,0.6,3.5,0.2,98.3,0.0,65432,48849,46904,10933,44882,56,186,399,2399,111,66847,3,18528,46904,56,130,213,2000,27.2,69.0,0.1,0.2,0.3,2.9
E07000137,EAST LINDSEY,73823,73422,88.3,27.8,26.3,17.7,25.1,1.0,2.9,4.4,11.2,0.8,97.2,31.3,65163,20547,19441,13065,18509,737,2129,3241,8259,609,71763,23073,45722,19441,737,1392,1112,5018,61.9,26.3,1.0,1.9,1.5,6.8
S12000010,EAST LOTHIAN,50664,50517,93.9,56.7,56.7,56.7,56.7,0.4,1.2,2.0,5.9,0.3,97.8,34.0,47551,28745,28745,28743,28745,192,593,1037,2966,138,49562,17248,18806,28745,192,401,444,1929,37.1,56.7,0.4,0.8,0.9,3.8
S12000011,EAST RENFREWSHIRE,41961,41831,96.4,77.9,77.5,25.2,76.6,0.1,0.2,0.6,3.3,0.1,98.8,0.0,40457,32706,32514,10580,32156,29,64,261,1374,56,41458,0,7943,32514,29,35,197,1113,18.9,77.5,0.1,0.1,0.5,2.7
E06000011,EAST RIDING OF YORKSHIRE,169738,168870,96.9,76.8,76.5,76.3,76.3,0.4,0.7,1.1,2.6,0.2,98.9,35.3,164520,130284,129797,129476,129478,614,1259,1915,4350,277,167798,59919,34723,129797,614,645,656,2435,20.5,76.5,0.4,0.4,0.4,1.4
E07000193,EAST STAFFORDSHIRE,56632,56336,95.4,45.7,42.4,38.4,40.0,0.3,0.7,1.1,4.0,0.2,99.0,0.0,54050,25866,24028,21750,22660,173,404,637,2286,125,56063,0,30022,24028,173,231,233,1649,53.0,42.4,0.3,0.4,0.4,2.9
E07000244,EAST SUFFOLK,128505,127695,95.5,42.1,42.1,36.1,42.1,0.1,0.5,0.9,3.9,0.3,98.5,1.8,122659,54158,54135,46377,54057,166,633,1184,5036,445,126632,2349,68524,54135,166,467,551,3852,53.3,42.1,0.1,0.4,0.4,3.0
E07000061,EASTBOURNE,51306,51235,99.5,54.6,54.6,54.6,54.6,0.0,0.0,0.1,0.4,0.0,99.6,0.0,51043,28009,28009,28009,28009,0,5,42,192,1,51100,0,23034,28009,0,5,37,150,44.9,54.6,0.0,0.0,0.1,0.3
E07000086,EASTLEIGH,62130,62019,97.7,78.8,76.7,23.3,75.4,0.0,0.0,0.2,2.1,0.0,99.0,0.0,60688,48961,47628,14475,46866,0,10,135,1331,2,61530,0,13060,47628,0,10,125,1196,21.0,76.7,0.0,0.0,0.2,1.9
E07000030,EDEN,30521,30364,84.1,36.8,36.8,36.8,36.8,3.7,6.7,8.8,15.3,1.3,96.1,11.1,25682,11241,11241,11241,11241,1139,2036,2684,4682,399,29326,3385,14441,11241,1139,897,648,1998,47.3,36.8,3.7,2.9,2.1,6.5
E07000207,ELMBRIDGE,61690,61565,98.7,82.2,80.0,31.7,78.2,0.0,0.1,0.1,1.1,0.0,99.3,0.0,60878,50733,49342,19534,48213,29,44,73,687,0,61282,0,11536,49342,29,15,29,614,18.7,80.0,0.0,0.0,0.0,1.0
E09000010,ENFIELD,134692,133283,97.0,88.2,87.5,5.1,86.6,0.0,0.2,0.8,1.9,0.0,97.4,0.0,130694,118828,117870,6872,116615,43,258,1120,2589,24,131127,0,12824,117870,43,215,862,1469,9.5,87.5,0.0,0.2,0.6,1.1
E07000072,EPPING FOREST,61724,61541,96.7,85.9,84.6,46.9,83.1,0.1,0.3,0.7,3.0,0.1,97.9,3.2,59689,53030,52220,28953,51282,88,197,431,1852,61,60401,1982,7469,52220,88,109,234,1421,12.1,84.6,0.1,0.2,0.4,2.3
E07000208,EPSOM AND EWELL,33441,33405,99.5,92.1,92.0,72.2,91.0,0.0,0.2,0.2,0.4,0.1,99.6,0.0,33286,30813,30769,24143,30444,0,52,52,119,22,33317,0,2517,30769,0,52,0,67,7.5,92.0,0.0,0.2,0.0,0.2
E07000036,EREWASH,56302,56065,98.0,80.3,78.9,36.6,77.8,0.3,0.3,0.4,1.6,0.0,99.3,0.0,55156,45204,44440,20634,43803,142,191,236,909,6,55921,0,10716,44440,142,49,45,673,19.0,78.9,0.3,0.1,0.1,1.2
E07000041,EXETER,60112,59830,96.6,89.0,89.0,66.8,88.8,0.0,0.1,0.6,2.9,0.0,97.2,33.8,58073,53525,53525,40169,53362,22,67,384,1757,11,58423,20311,4548,53525,22,45,317,1373,7.6,89.0,0.0,0.1,0.5,2.3
S12000014,FALKIRK,75251,75186,97.2,86.9,86.8,13.9,86.2,0.1,0.3,0.8,2.8,0.1,98.7,0.0,73115,65367,65314,10485,64889,52,242,604,2071,97,74296,0,7801,65314,52,190,362,1467,10.4,86.8,0.1,0.3,0.5,1.9
E07000087,FAREHAM,52893,52774,98.2,86.0,83.7,9.2,81.0,0.1,0.2,0.3,1.6,0.0,99.4,0.0,51915,45470,44267,4844,42837,46,89,174,859,3,52551,0,7648,44267,46,43,85,685,14.5,83.7,0.1,0.1,0.2,1.3
E07000010,FENLAND,48788,48592,96.1,65.4,65.3,43.1,55.7,0.2,0.7,1.1,3.5,0.3,98.8,0.0,46886,31921,31882,21041,27191,97,342,522,1706,137,48213,20,15004,31882,97,245,180,1184,30.8,65.3,0.2,0.5,0.4,2.4
N09000006,FERMANAGH AND OMAGH,54531,53875,86.4,71.2,71.2,71.2,71.2,3.9,6.0,7.9,12.4,3.9,98.1,0.1,47099,38799,38799,38799,38799,2133,3291,4290,6776,2122,53513,62,8300,38799,2133,1158,999,2486,15.2,71.2,3.9,2.1,1.8,4.6
S12000047,FIFE,193652,192156,96.0,62.4,62.3,39.0,62.0,0.2,0.7,1.1,3.2,0.2,98.5,0.0,185967,120882,120583,75506,120105,460,1280,2171,6189,334,190803,0,65384,120583,460,820,891,4018,33.8,62.3,0.2,0.4,0.5,2.1
W06000005,FLINTSHIRE,75416,75087,96.0,70.8,66.6,64.2,64.2,0.2,0.9,1.7,3.6,0.2,98.0,38.9,72377,53421,50245,48398,48398,177,642,1258,2710,186,73934,29329,22132,50245,177,465,616,1452,29.3,66.6,0.2,0.6,0.8,1.9
E07000112,FOLKESTONE AND HYTHE,55197,54829,94.1,58.5,58.4,27.5,58.3,0.6,1.2,2.1,5.2,0.1,97.5,12.5,51942,32276,32215,15167,32186,336,637,1139,2887,66,53825,6909,19727,32215,336,301,502,1748,35.7,58.4,0.6,0.5,0.9,3.2
E07000080,FOREST OF DEAN,42210,42013,85.0,40.2,38.3,37.2,37.2,0.3,2.2,5.6,14.5,1.1,90.7,0.7,35885,16954,16179,15685,15686,146,935,2364,6128,456,38303,302,19706,16179,146,789,1429,3764,46.7,38.3,0.3,1.9,3.4,8.9
E07000119,FYLDE,36782,36691,97.6,82.9,81.1,60.2,79.7,0.1,0.3,0.6,2.1,0.0,99.5,19.7,35907,30506,29846,22139,29331,22,105,220,784,2,36584,7248,6061,29846,22,83,115,564,16.5,81.1,0.1,0.2,0.3,1.5
E08000037,GATESHEAD,101782,101338,95.8,72.5,71.6,8.1,70.1,0.0,0.3,1.0,3.8,0.1,97.4,0.0,97519,73827,72841,8264,71387,48,270,978,3819,89,99120,2,24678,72841,48,222,708,2841,24.2,71.6,0.0,0.2,0.7,2.8
E07000173,GEDLING,56023,55916,98.7,91.0,90.7,64.9,90.2,0.0,0.2,0.3,1.1,0.0,99.7,1.5,55283,51003,50835,36360,50533,28,139,164,633,26,55831,841,4448,50835,28,111,25,469,7.9,90.7,0.0,0.2,0.0,0.8
S12000049,GLASGOW CITY,339265,337704,97.2,81.3,77.1,41.9,62.5,0.0,0.0,0.2,2.3,0.0,97.5,0.0,329826,275662,261434,142080,212141,15,94,517,7878,22,330890,0,68392,261434,15,79,423,7361,20.2,77.1,0.0,0.0,0.1,2.2
E07000081,GLOUCESTER,60729,60708,99.0,91.8,91.8,30.9,91.4,0.0,0.2,0.3,1.0,0.0,99.3,0.0,60094,55759,55759,18756,55498,0,131,208,614,4,60308,2,4335,55759,0,131,77,406,7.1,91.8,0.0,0.2,0.1,0.7
E07000088,GOSPORT,39230,39171,99.5,87.5,87.4,5.0,87.3,0.0,0.0,0.0,0.4,0.0,99.8,0.0,39031,34313,34304,1971,34254,4,17,17,140,0,39150,0,4727,34304,4,13,0,123,12.0,87.4,0.0,0.0,0.0,0.3
E07000109,GRAVESHAM,46125,45983,97.1,80.9,77.4,42.9,73.2,0.1,0.3,0.4,2.6,0.1,98.8,0.0,44800,37330,35689,19779,33750,26,125,177,1183,50,45584,0,9111,35689,26,99,52,1006,19.8,77.4,0.1,0.2,0.1,2.2
E07000145,GREAT YARMOUTH,49787,49639,97.9,60.1,60.1,17.1,60.1,0.0,0.1,0.3,1.8,0.1,99.4,0.0,48733,29935,29935,8496,29934,11,59,133,906,45,49493,1,18798,29935,11,48,74,773,37.8,60.1,0.0,0.1,0.1,1.6
E09000011,GREENWICH,126815,126394,98.6,85.4,83.6,45.9,82.2,0.0,0.2,0.3,1.1,0.0,98.7,0.0,124999,108273,106038,58181,104239,1,233,393,1395,3,125123,1,18961,106038,1,232,160,1002,15.0,83.6,0.0,0.2,0.1,0.8
E07000209,GUILDFORD,60048,59913,96.6,74.5,70.7,15.0,67.3,0.0,0.2,0.6,3.2,0.1,99.0,0.0,57980,44757,42451,9019,40399,21,104,337,1933,83,59433,0,15529,42451,21,83,233,1596,25.9,70.7,0.0,0.1,0.4,2.7
W06000002,GWYNEDD,68445,67873,90.7,25.1,23.5,22.6,22.6,0.9,2.2,4.1,8.5,1.4,94.8,17.4,62072,17154,16100,15465,15465,639,1473,2774,5801,925,64859,11931,45972,16100,639,834,1301,3027,67.2,23.5,0.9,1.2,1.9,4.4
E09000012,HACKNEY,128195,126868,96.9,79.4,75.8,37.5,72.6,0.0,0.0,0.3,2.1,0.2,96.9,0.0,124193,101737,97134,48118,93091,0,1,330,2675,239,124244,0,27059,97134,0,1,329,2345,21.1,75.8,0.0,0.0,0.3,1.8
E06000006,HALTON,61798,61621,98.0,70.3,69.8,6.8,68.6,0.0,0.1,0.3,1.7,0.0,99.3,0.0,60562,43419,43111,4206,42380,18,71,167,1059,0,61387,0,17451,43111,18,53,96,892,28.2,69.8,0.0,0.1,0.2,1.4
E07000164,HAMBLETON,45721,45574,91.4,39.1,38.5,38.2,38.2,1.1,2.5,3.8,8.2,0.5,98.2,37.6,41809,17872,17607,17470,17473,513,1132,1743,3765,217,44877,17206,24202,17607,513,619,611,2022,52.9,38.5,1.1,1.4,1.3,4.4
E09000013,HAMMERSMITH AND FULHAM,94432,93403,95.9,85.2,79.3,61.9,72.5,0.0,0.1,0.2,3.0,0.0,95.9,0.0,90541,80497,74854,58435,68464,2,57,159,2862,8,90553,0,15687,74854,2,55,102,2703,16.6,79.3,0.0,0.1,0.1,2.9
E07000131,HARBOROUGH,44759,44654,95.8,53.6,49.0,30.2,46.2,0.2,0.5,1.2,4.0,0.3,98.7,0.0,42870,24002,21938,13499,20685,104,242,547,1784,154,44191,0,20932,21938,104,138,305,1237,46.8,49.0,0.2,0.3,0.7,2.8
E09000014,HARINGEY,111890,111615,98.5,85.6,84.4,6.7,82.8,0.0,0.0,0.2,1.3,0.0,98.5,0.0,110171,95726,94453,7492,92698,0,9,208,1444,5,110264,0,15718,94453,0,9,199,1236,14.0,84.4,0.0,0.0,0.2,1.1
E07000073,HARLOW,42227,42142,97.2,91.9,90.7,10.4,89.3,0.0,0.0,0.8,2.6,0.0,97.5,0.0,41050,38798,38291,4408,37729,1,10,325,1092,2,41158,1,2759,38291,1,9,315,767,6.5,90.7,0.0,0.0,0.7,1.8
E07000165,HARROGATE,80312,80078,94.1,64.1,63.0,45.9,61.9,0.6,1.3,1.8,5.6,0.3,98.3,17.3,75580,51492,50580,36872,49752,479,1031,1475,4498,275,78933,13878,25000,50580,479,552,444,3023,31.1,63.0,0.6,0.7,0.6,3.8
E09000015,HARROW,100472,100087,97.8,81.6,81.6,17.5,79.4,0.0,0.0,0.5,1.8,0.0,97.9,0.0,98275,81990,81990,17572,79746,0,13,453,1812,9,98376,0,16285,81990,0,13,440,1359,16.2,81.6,0.0,0.0,0.4,1.4
E07000089,HART,43566,43445,96.2,71.1,71.1,19.1,71.0,0.1,0.3,0.6,3.6,0.1,99.2,0.0,41897,30974,30974,8325,30926,24,119,241,1548,35,43205,0,10923,30974,24,95,122,1307,25.1,71.1,0.1,0.2,0.3,3.0
E06000001,HARTLEPOOL,47766,47546,96.8,90.1,90.1,9.5,89.8,0.3,0.5,1.0,2.7,0.0,97.5,0.7,46259,43047,43047,4523,42900,149,248,482,1287,18,46550,357,3212,43047,149,99,234,805,6.7,90.1,0.3,0.2,0.5,1.7
E07000062,HASTINGS,46323,46176,99.0,38.1,38.1,38.1,38.1,0.0,0.0,0.1,0.7,0.0,99.7,0.0,45872,17637,17637,17637,17637,0,6,35,304,1,46165,0,28235,17637,0,6,29,269,61.0,38.1,0.0,0.0,0.1,0.6
E07000090,HAVANT,58736,58360,98.6,86.7,86.7,5.1,86.5,0.0,0.1,0.1,0.7,0.0,99.0,0.0,57941,50932,50928,3021,50822,0,48,59,419,4,58156,7,7013,50928,0,48,11,360,11.9,86.7,0.0,0.1,0.0,0.6
E09000016,HAVERING,112600,112483,97.5,85.9,84.4,9.0,80.6,0.1,0.2,0.5,2.4,0.2,98.2,0.0,109729,96703,94999,10126,90730,60,178,609,2754,186,110573,0,14730,94999,60,118,431,2145,13.1,84.4,0.1,0.1,0.4,1.9
E06000019,"HEREFORDSHIRE, COUNTY OF",92234,91850,90.7,53.3,46.8,50.0,50.0,0.7,1.7,3.2,8.9,1.0,96.0,3.1,83653,49132,43156,46104,46104,644,1598,2923,8197,954,88551,2838,40497,43156,644,954,1325,5274,43.9,46.8,0.7,1.0,1.4,5.7
E07000098,HERTSMERE,47295,47244,98.1,84.4,82.5,14.4,79.3,0.0,0.2,0.4,1.8,0.0,98.9,0.0,46411,39924,39019,6823,37512,6,74,184,833,2,46782,0,7392,39019,6,68,110,649,15.6,82.5,0.0,0.1,0.2,1.4
E07000037,HIGH PEAK,46769,46590,93.5,13.1,9.7,6.4,6.4,0.4,0.7,1.2,6.1,0.3,98.7,0.0,43737,6149,4526,2991,2991,186,332,542,2853,141,46161,6,39211,4526,186,146,210,2311,83.8,9.7,0.4,0.3,0.4,4.9
S12000017,HIGHLAND,119740,117035,82.4,30.9,30.9,30.9,30.9,2.1,4.2,7.3,15.3,2.8,92.5,5.0,98725,36976,36976,36976,36976,2526,4976,8690,18310,3295,110779,5951,61749,36976,2526,2450,3714,9620,51.6,30.9,2.1,2.0,3.1,8.0
E09000017,HILLINGDON,121850,121358,97.0,88.7,87.8,36.1,86.5,0.0,0.1,0.6,2.6,0.0,97.2,0.0,118250,108024,106947,43983,105425,25,173,701,3108,12,118498,0,11303,106947,25,148,528,2407,9.3,87.8,0.0,0.1,0.4,2.0
E07000132,HINCKLEY AND BOSWORTH,55427,54943,97.3,67.6,65.1,17.0,62.6,0.1,0.2,0.4,1.8,0.2,98.9,0.0,53939,37487,36107,9431,34676,29,127,229,1004,89,54806,0,17832,36107,29,98,102,775,32.2,65.1,0.1,0.2,0.2,1.4
E07000227,HORSHAM,68402,68138,94.2,56.4,52.9,50.0,50.1,0.3,0.9,1.5,5.4,0.5,99.1,0.0,64464,38590,36174,34227,34289,191,585,1010,3674,352,67787,0,28290,36174,191,394,425,2664,41.4,52.9,0.3,0.6,0.6,3.9
E09000018,HOUNSLOW,103274,102940,97.0,87.4,87.3,32.4,87.2,0.0,0.1,0.4,2.6,0.0,97.1,0.0,100210,90221,90167,33478,90084,4,88,409,2730,16,100304,0,10043,90167,4,84,321,2321,9.7,87.3,0.0,0.1,0.3,2.2
E07000011,HUNTINGDONSHIRE,85269,84633,96.7,61.6,57.9,14.6,52.8,0.2,0.5,0.9,2.5,0.2,98.7,0.0,82478,52541,49340,12408,45022,139,427,773,2155,175,84122,22,33138,49340,139,288,346,1382,38.9,57.9,0.2,0.3,0.4,1.6
E07000120,HYNDBURN,41273,41046,97.9,80.0,76.7,36.8,74.1,0.0,0.1,0.2,1.6,0.0,99.3,85.0,40398,33013,31645,15202,30589,14,38,74,648,3,40979,35070,8753,31645,14,24,36,574,21.2,76.7,0.0,0.1,0.1,1.4
S12000018,INVERCLYDE,41988,41913,96.7,74.3,74.3,12.4,74.0,0.1,0.4,0.7,3.1,0.1,98.4,0.0,40593,31207,31207,5222,31084,31,148,273,1320,38,41306,0,9386,31207,31,117,125,1047,22.4,74.3,0.1,0.3,0.3,2.5
E07000202,IPSWICH,65581,65287,98.4,91.2,89.3,56.3,87.1,0.0,0.1,0.4,1.2,0.0,98.5,0.8,64509,59815,58555,36902,57148,0,50,234,778,2,64603,495,5954,58555,0,50,184,544,9.1,89.3,0.0,0.1,0.3,0.8
W06000001,ISLE OF ANGLESEY,37756,37499,91.9,22.1,22.0,22.1,22.1,0.7,1.7,2.8,7.4,0.9,96.8,24.9,34701,8331,8305,8331,8331,271,631,1072,2798,357,36529,9396,26396,8305,271,360,441,1726,69.9,22.0,0.7,1.0,1.2,4.6
E06000046,ISLE OF WIGHT,78550,78111,94.2,53.9,53.9,53.9,53.9,0.3,0.7,1.2,5.3,0.3,99.2,0.0,73967,42353,42353,42353,42353,206,524,918,4144,199,77931,0,31614,42353,206,318,394,3226,40.2,53.9,0.3,0.4,0.5,4.1
E06000053,ISLES OF SCILLY,1686,1669,96.7,1.6,1.6,1.6,1.6,0.0,0.0,0.1,2.3,0.1,99.0,0.0,1631,27,27,27,27,0,0,2,38,1,1669,0,1604,27,0,0,2,36,95.1,1.6,0.0,0.0,0.1,2.1
E09000019,ISLINGTON,119320,118938,96.6,88.3,88.3,46.2,87.6,0.0,0.0,0.0,3.1,0.0,96.6,0.0,115215,105302,105300,55068,104474,0,0,24,3723,3,115221,0,9915,105300,0,0,24,3699,8.3,88.3,0.0,0.0,0.0,3.1
E09000020,KENSINGTON AND CHELSEA,98329,98087,97.3,90.9,89.6,47.0,85.1,0.0,0.0,0.2,2.4,0.0,97.3,0.0,95692,89344,88131,46180,83651,0,0,155,2395,2,95693,0,7561,88131,0,0,155,2240,7.7,89.6,0.0,0.0,0.2,2.3
E07000146,"KING'S LYNN AND WEST NORFOLK",79003,78645,93.5,40.1,38.9,37.8,38.2,0.4,0.9,1.6,6.1,0.5,98.2,0.0,73851,31661,30757,29828,30186,300,696,1274,4794,384,77614,12,43094,30757,300,396,578,3520,54.5,38.9,0.4,0.5,0.7,4.5
E06000010,"KINGSTON UPON HULL, CITY OF",129893,127979,98.5,97.7,97.7,97.7,97.7,0.0,0.0,0.0,0.0,0.0,98.5,31.8,127960,126960,126957,126960,126960,1,1,9,19,13,127960,41273,1003,126957,1,0,8,10,0.8,97.7,0.0,0.0,0.0,0.0
E09000021,KINGSTON UPON THAMES,71121,71007,98.2,90.9,89.0,6.5,85.4,0.0,0.0,0.1,1.6,0.0,98.5,0.0,69835,64632,63270,4592,60737,1,3,72,1172,6,70087,0,6565,63270,1,2,69,1100,9.2,89.0,0.0,0.0,0.1,1.5
E08000034,KIRKLEES,199649,199126,97.5,78.7,78.7,50.0,78.6,0.0,0.2,0.4,2.2,0.0,99.0,14.7,194730,157060,157060,99916,156893,74,332,829,4396,37,197602,29297,37670,157060,74,258,497,3567,18.9,78.7,0.0,0.1,0.2,1.8
E08000011,KNOWSLEY,73852,73583,98.7,89.7,89.7,58.3,86.0,0.0,0.2,0.2,1.0,0.0,99.2,6.5,72876,66261,66261,43023,63476,23,116,163,707,15,73291,4776,6615,66261,23,93,47,544,9.0,89.7,0.0,0.1,0.1,0.7
E09000022,LAMBETH,155213,154470,97.5,85.7,83.6,52.3,79.0,0.0,0.0,0.0,2.1,0.0,97.6,0.0,151282,133070,129731,81243,122586,0,3,5,3188,13,151445,0,21551,129731,0,3,2,3183,13.9,83.6,0.0,0.0,0.0,2.1
E07000121,LANCASTER,68450,68174,97.8,74.9,70.0,53.4,67.3,0.2,0.3,0.4,1.8,0.0,99.3,2.1,66955,51250,47900,36533,46094,143,193,307,1219,24,67987,1452,19055,47900,143,50,114,912,27.8,70.0,0.2,0.1,0.2,1.3
E08000035,LEEDS,382552,381740,97.1,90.1,89.4,72.6,88.4,0.0,0.2,0.3,2.7,0.0,97.7,12.0,371595,344831,341836,277769,338266,89,674,1275,10145,123,373705,45965,29759,341836,89,585,601,8870,7.8,89.4,0.0,0.2,0.2,2.3
E06000016,LEICESTER,146759,146405,99.1,94.9,94.2,49.9,93.2,0.0,0.0,0.1,0.7,0.0,99.1,0.0,145374,139271,138312,73201,136834,13,36,165,1031,11,145467,0,7062,138312,13,23,129,866,4.8,94.2,0.0,0.0,0.1,0.6
E07000063,LEWES,48266,48190,97.6,54.4,54.4,54.3,54.4,0.1,0.2,0.4,2.2,0.1,99.7,0.0,47111,26250,26250,26217,26249,26,93,174,1079,37,48101,0,20861,26250,26,67,81,905,43.2,54.4,0.1,0.1,0.2,1.9
E09000023,LEWISHAM,140378,138367,95.6,74.3,73.6,39.4,71.7,0.0,0.0,0.2,2.9,0.0,95.8,0.0,134270,104370,103371,55342,100670,1,62,320,4097,22,134548,0,30899,103371,1,61,258,3777,22.0,73.6,0.0,0.0,0.2,2.7
E07000194,LICHFIELD,49745,49671,96.2,75.9,73.5,42.3,71.3,0.2,0.5,1.1,3.6,0.1,99.5,0.0,47861,37761,36547,21050,35463,121,271,538,1810,47,49491,12,11314,36547,121,150,267,1272,22.7,73.5,0.2,0.3,0.5,2.6
E07000138,LINCOLN,48691,48400,97.7,82.4,82.3,5.8,81.6,0.0,0.2,0.5,1.7,0.0,97.9,70.5,47573,40131,40090,2806,39742,11,92,244,827,5,47670,34349,7483,40090,11,81,152,583,15.4,82.3,0.0,0.2,0.3,1.2
N09000007,LISBURN AND CASTLEREAGH,66226,65952,95.6,87.7,87.7,84.9,87.6,0.2,0.9,1.6,4.0,0.4,99.1,0.0,63284,58049,58049,56220,58047,124,610,1036,2668,268,65623,0,5235,58049,124,486,426,1632,7.9,87.7,0.2,0.7,0.6,2.5
E08000012,LIVERPOOL,236101,234523,94.6,84.5,82.6,45.4,63.1,0.0,0.0,0.3,4.7,0.0,95.0,0.0,223466,199450,195017,107154,149003,0,49,626,11057,5,224290,0,28449,195017,0,49,577,10431,12.0,82.6,0.0,0.0,0.2,4.4
E06000032,LUTON,87438,87233,99.1,94.3,92.8,7.2,90.7,0.0,0.1,0.2,0.7,0.0,99.2,0.0,86659,82412,81105,6309,79303,6,98,183,574,3,86782,0,5554,81105,6,92,85,391,6.4,92.8,0.0,0.1,0.1,0.4
