laua,laua_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed
E07000035,DERBYSHIRE DALES,37658,37388,89.4,9.4,9.4,9.4,9.4,0.5,1.8,3.7,9.9,1.5,96.5,0.0,33650,3533,3533,3533,3533,202,678,1379,3738,554,36337,0,30117,3533,202,476,701,2359,80.0,9.4,0.5,1.3,1.9,6.3
N09000005,DERRY CITY AND STRABANE,62565,62279,91.0,79.5,79.5,70.7,79.5,2.2,3.5,4.6,8.5,2.7,98.8,0.0,56964,49762,49758,44260,49758,1380,2162,2884,5315,1667,61820,0,7206,49758,1380,782,722,2431,11.5,79.5,2.2,1.2,1.2,3.9
E08000017,DONCASTER,147381,146682,97.6,63.9,63.7,49.3,49.3,0.1,0.2,0.5,2.0,0.1,98.8,22.6,143782,94202,93946,72711,72711,101,353,784,2900,82,145571,33268,49836,93946,101,252,431,2116,33.8,63.7,0.1,0.2,0.3,1.4
E06000059,DORSET,190575,189229,92.8,15.9,15.4,12.9,12.9,0.2,0.6,1.2,6.5,0.4,98.1,2.7,176812,30335,29264,24592,24593,315,1167,2283,12417,781,186923,5233,147548,29264,315,852,1116,10134,77.4,15.4,0.2,0.4,0.6,5.3
E07000108,DOVER,55960,55636,93.2,45.3,45.3,19.1,19.1,0.3,0.7,1.6,6.3,0.2,98.2,32.7,52135,25338,25335,10707,10707,189,412,868,3501,126,54927,18306,26800,25335,189,223,456,2633,47.9,45.3,0.3,0.4,0.8,4.7
E08000027,DUDLEY,147789,147321,98.8,91.1,89.8,5.0,88.5,0.0,0.0,0.0,0.8,0.0,99.3,4.4,146074,134577,132733,7439,130864,1,12,73,1247,17,146713,6485,13341,132733,1,11,61,1174,9.0,89.8,0.0,0.0,0.0,0.8
S12000006,DUMFRIES AND GALLOWAY,82696,81120,85.4,8.0,8.0,8.0,8.0,1.7,3.7,6.6,12.7,3.5,95.2,0.0,70622,6616,6615,6615,6615,1384,3097,5421,10498,2921,78714,0,64007,6615,1384,1713,2324,5077,77.4,8.0,1.7,2.1,2.8,6.1
S12000042,DUNDEE CITY,79844,79698,98.6,90.6,88.3,23.3,23.3,0.0,0.0,0.2,1.2,0.0,99.1,0.0,78704,72299,70533,18623,18623,1,13,131,994,0,79106,0,8171,70533,1,12,118,863,10.2,88.3,0.0,0.0,0.1,1.1
E09000009,EALING,150082,148822,97.3,75.3,73.2,16.1,73.3,0.0,0.1,0.7,1.9,0.0,97.3,0.0,145962,113007,109901,24190,110052,3,135,1069,2860,39,145989,0,36061,109901,3,132,934,1791,24.0,73.2,0.0,0.1,0.6,1.2
S12000008,EAST AYRSHIRE,60659,60420,95.4,47.6,47.1,39.5,39.5,0.6,1.2,2.0,4.2,0.4,98.6,0.0,57857,28904,28557,23959,23959,381,713,1207,2563,234,59790,0,29300,28557,381,332,494,1356,48.3,47.1,0.6,0.5,0.8,2.2
E07000009,EAST CAMBRIDGESHIRE,40247,39766,94.9,47.6,41.4,27.9,27.9,0.4,0.8,1.4,3.9,0.4,98.2,0.7,38178,19176,16660,11241,11241,144,318,576,1588,170,39542,263,21518,16660,144,174,258,1012,53.5,41.4,0.4,0.4,0.6,2.5
E07000040,EAST DEVON,75467,75015,89.4,39.2,38.4,38.0,38.0,0.5,2.0,3.8,10.0,0.8,96.2,14.9,67452,29562,28990,28675,28675,387,1492,2859,7563,591,72566,11266,38462,28990,387,1105,1367,4704,51.0,38.4,0.5,1.5,1.8,6.2
S12000045,EAST DUNBARTONSHIRE,50461,50134,96.3,81.5,80.5,22.7,79.7,0.0,0.2,0.6,3.1,0.0,98.3,0.0,48590,41115,40601,11444,40242,24,109,284,1544,15,49595,0,7989,40601,24,85,175,1260,15.8,80.5,0.0,0.2,0.3,2.5
E07000085,EAST HAMPSHIRE,58147,57513,92.4,48.0,45.6,19.6,19.6,0.2,0.5,1.2,6.5,0.5,96.8,0.0,53742,27908,26518,11381,11381,96,305,696,3771,285,56309,0,27224,26518,96,209,391,3075,46.8,45.6,0.2,0.4,0.7,5.3
E07000242,EAST HERTFORDSHIRE,67186,66966,95.5,70.1,66.9,12.6,12.6,0.1,0.4,0.8,4.2,0.4,97.9,0.0,64171,47093,44958,8475,8475,94,286,555,2795,241,65747,2,19213,44958,94,192,269,2240,28.6,66.9,0.1,0.3,0.4,3.3
E07000137,EAST LINDSEY,73024,72392,87.8,19.7,16.1,4.9,4.9,0.9,2.5,4.6,11.4,0.9,96.9,33.6,64091,14410,11749,3554,3555,667,1840,3340,8301,659,70785,24544,52342,11749,667,1173,1500,4961,71.7,16.1,0.9,1.6,2.1,6.8
S12000010,EAST LOTHIAN,49334,49132,92.5,33.4,33.4,33.4,33.4,0.4,1.4,2.4,7.1,0.3,97.4,36.1,45621,16482,16480,16478,16482,199,706,1197,3511,165,48075,17805,29141,16480,199,507,491,2314,59.1,33.4,0.4,1.0,1.0,4.7
S12000011,EAST RENFREWSHIRE,41194,41172,95.9,70.9,70.4,9.1,70.3,0.1,0.2,0.6,4.1,0.1,98.9,0.0,39501,29191,28983,3759,28946,38,99,233,1671,41,40751,0,10518,28983,38,61,134,1438,25.5,70.4,0.1,0.1,0.3,3.5
E06000011,EAST RIDING OF YORKSHIRE,167403,166030,95.9,69.6,68.9,68.4,68.4,0.4,0.9,1.4,3.3,0.2,98.4,44.9,160517,116531,115392,114561,114563,739,1498,2343,5513,341,164704,75206,45125,115392,739,759,845,3170,27.0,68.9,0.4,0.5,0.5,1.9
E07000193,EAST STAFFORDSHIRE,56418,55999,94.6,40.0,36.4,32.3,32.3,0.3,0.8,1.4,4.7,0.3,98.5,0.0,53374,22583,20524,18230,18230,155,430,805,2625,163,55596,0,32850,20524,155,275,375,1820,58.2,36.4,0.3,0.5,0.7,3.2
E07000244,EAST SUFFOLK,127456,126321,93.8,23.6,23.6,17.2,17.2,0.2,0.7,1.2,5.3,0.5,97.9,1.7,119599,30121,30069,21957,21957,199,831,1525,6722,690,124808,2119,89530,30069,199,632,694,5197,70.2,23.6,0.2,0.5,0.5,4.1
E07000061,EASTBOURNE,51028,50856,98.9,22.6,22.6,22.6,22.6,0.0,0.0,0.1,0.8,0.0,99.4,0.0,50472,11549,11549,11549,11549,1,13,53,384,3,50702,0,38923,11549,1,12,40,331,76.3,22.6,0.0,0.0,0.1,0.6
E07000086,EASTLEIGH,61332,61105,97.2,75.7,72.7,16.0,25.1,0.0,0.0,0.2,2.4,0.0,98.7,0.0,59618,46445,44600,9815,15423,1,10,112,1487,5,60548,0,15018,44600,1,9,102,1375,24.5,72.7,0.0,0.0,0.2,2.2
E07000030,EDEN,30111,29659,80.6,6.1,6.1,6.1,6.1,3.7,7.1,9.7,17.9,2.0,94.6,8.7,24257,1822,1822,1822,1822,1115,2138,2931,5402,594,28475,2617,22435,1822,1115,1023,793,2471,74.5,6.1,3.7,3.4,2.6,8.2
E07000207,ELMBRIDGE,61202,60975,98.4,80.5,78.2,15.7,15.7,0.0,0.1,0.1,1.2,0.0,99.2,0.0,60252,49283,47854,9584,9592,29,42,70,723,2,60703,0,12398,47854,29,13,28,653,20.3,78.2,0.0,0.0,0.0,1.1
E09000010,ENFIELD,133520,132354,97.0,88.0,86.9,3.6,86.3,0.0,0.1,0.8,2.2,0.0,97.3,0.0,129449,117511,116046,4866,115227,28,196,1041,2905,62,129939,0,13403,116046,28,168,845,1864,10.0,86.9,0.0,0.1,0.6,1.4
E07000072,EPPING FOREST,61299,61052,95.2,79.9,78.1,17.8,75.7,0.2,0.4,1.1,4.4,0.2,96.9,1.6,58335,48948,47900,10912,46411,99,273,647,2717,135,59417,964,10435,47900,99,174,374,2070,17.0,78.1,0.2,0.3,0.6,3.4
E07000208,EPSOM AND EWELL,33323,33258,99.4,88.9,88.7,67.8,67.9,0.0,0.2,0.2,0.4,0.1,99.5,0.0,33109,29622,29563,22604,22634,0,52,55,149,41,33168,0,3546,29563,0,52,3,94,10.6,88.7,0.0,0.2,0.0,0.3
E07000036,EREWASH,55949,55686,97.9,78.9,77.3,29.0,29.0,0.2,0.3,0.4,1.6,0.0,99.3,0.0,54787,44127,43275,16252,16252,130,174,219,899,9,55555,0,11512,43275,130,44,45,680,20.6,77.3,0.2,0.1,0.1,1.2
E07000041,EXETER,58654,58253,95.9,87.5,87.2,63.7,63.7,0.1,0.2,1.3,3.4,0.0,96.6,33.6,56274,51346,51141,37366,37366,33,108,786,1979,9,56683,19689,5133,51141,33,75,678,1193,8.8,87.2,0.1,0.1,1.2,2.0
S12000014,FALKIRK,73917,73866,97.0,85.9,85.7,10.7,85.6,0.1,0.4,0.9,2.9,0.1,98.8,0.0,71729,63507,63370,7892,63297,49,262,632,2137,110,73001,0,8359,63370,49,213,370,1505,11.3,85.7,0.1,0.3,0.5,2.0
E07000087,FAREHAM,52758,52633,98.1,85.8,82.8,3.9,4.0,0.1,0.1,0.3,1.6,0.0,99.4,0.0,51778,45286,43659,2054,2098,48,77,159,855,2,52424,0,8119,43659,48,29,82,696,15.4,82.8,0.1,0.1,0.2,1.3
E07000010,FENLAND,48348,48099,95.0,60.2,60.1,31.3,31.3,0.3,0.9,1.4,4.5,0.5,98.5,0.0,45943,29105,29067,15133,15133,149,419,656,2156,223,47604,1,16876,29067,149,270,237,1500,34.9,60.1,0.3,0.6,0.5,3.1
N09000006,FERMANAGH AND OMAGH,49984,49103,69.2,35.9,35.9,35.9,35.9,8.2,13.5,18.1,29.0,5.4,96.9,39.9,34606,17962,17962,17962,17962,4109,6755,9049,14497,2724,48442,19928,16644,17962,4109,2646,2294,5448,33.3,35.9,8.2,5.3,4.6,10.9
S12000047,FIFE,191939,190427,95.2,56.0,55.5,27.2,27.2,0.3,0.7,1.4,4.0,0.2,98.3,0.0,182768,107421,106568,52285,52285,514,1423,2666,7659,458,188706,0,76200,106568,514,909,1243,4993,39.7,55.5,0.3,0.5,0.6,2.6
W06000005,FLINTSHIRE,74694,74317,94.9,63.7,59.0,56.4,56.4,0.3,1.0,2.0,4.6,0.4,97.7,39.3,70880,47554,44072,42113,42113,237,753,1525,3437,292,72947,29323,26808,44072,237,516,772,1912,35.9,59.0,0.3,0.7,1.0,2.6
E07000112,FOLKESTONE AND HYTHE,54720,54420,93.8,58.1,57.9,26.4,26.4,0.4,1.0,2.1,5.7,0.3,97.8,12.6,51314,31777,31684,14451,14451,234,546,1168,3106,141,53508,6886,19630,31684,234,312,622,1938,35.9,57.9,0.4,0.6,1.1,3.5
E07000080,FOREST OF DEAN,41801,41499,82.3,32.9,31.0,29.8,29.8,0.6,2.8,6.8,17.0,1.7,89.3,0.3,34402,13744,12977,12477,12477,233,1172,2840,7097,719,37343,136,21425,12977,233,939,1668,4257,51.3,31.0,0.6,2.2,4.0,10.2
E07000119,FYLDE,36416,36143,93.8,51.4,42.5,15.8,15.8,0.1,0.3,0.8,5.5,0.0,98.1,19.8,34153,18734,15467,5737,5759,26,122,289,1990,6,35729,7193,18686,15467,26,96,167,1701,51.3,42.5,0.1,0.3,0.5,4.7
E08000037,GATESHEAD,101249,100659,95.5,71.6,70.1,6.1,6.2,0.1,0.3,1.0,3.9,0.0,97.2,0.0,96674,72501,70990,6223,6254,57,292,1000,3985,41,98403,1,25684,70990,57,235,708,2985,25.4,70.1,0.1,0.2,0.7,2.9
E07000173,GEDLING,55374,55256,98.7,88.8,87.8,44.2,44.2,0.1,0.2,0.3,1.1,0.1,99.6,0.5,54637,49187,48644,24474,24474,32,117,143,619,36,55179,269,5993,48644,32,85,26,476,10.8,87.8,0.1,0.2,0.0,0.9
S12000049,GLASGOW CITY,336398,334569,96.9,76.6,70.9,26.0,66.7,0.0,0.0,0.2,2.5,0.0,97.3,0.0,326086,257537,238423,87370,224236,34,127,703,8483,5,327373,0,87663,238423,34,93,576,7780,26.1,70.9,0.0,0.0,0.2,2.3
E07000081,GLOUCESTER,60419,60283,98.8,90.8,89.9,19.2,90.0,0.0,0.2,0.3,0.9,0.0,99.2,0.0,59716,54840,54324,11572,54349,1,127,190,567,0,59931,2,5392,54324,1,126,63,377,8.9,89.9,0.0,0.2,0.1,0.6
E07000088,GOSPORT,38965,38935,99.5,87.4,87.3,4.6,4.6,0.0,0.0,0.0,0.4,0.0,99.9,0.0,38771,34050,34027,1779,1779,1,9,14,164,0,38909,0,4744,34027,1,8,5,150,12.2,87.3,0.0,0.0,0.0,0.4
E07000109,GRAVESHAM,45524,45239,96.5,77.3,72.4,15.9,15.9,0.1,0.3,0.5,2.8,0.1,98.5,0.0,43944,35188,32943,7244,7244,25,131,217,1295,56,44828,0,11001,32943,25,106,86,1078,24.2,72.4,0.1,0.2,0.2,2.4
E07000145,GREAT YARMOUTH,49254,49039,97.2,56.2,56.2,12.2,12.2,0.0,0.1,0.4,2.4,0.1,99.2,0.0,47862,27696,27686,6030,6031,15,59,191,1177,59,48876,0,20176,27686,15,44,132,986,41.0,56.2,0.0,0.1,0.3,2.0
E09000011,GREENWICH,125935,125319,98.0,82.5,79.9,23.6,78.4,0.0,0.1,0.4,1.5,0.0,98.2,0.0,123472,103870,100587,29772,98743,0,145,507,1847,0,123650,2,22885,100587,0,145,362,1340,18.2,79.9,0.0,0.1,0.3,1.1
E07000209,GUILDFORD,59342,58652,95.1,67.6,64.4,3.6,3.6,0.0,0.2,0.7,3.7,0.2,98.0,0.0,56442,40103,38213,2154,2155,26,127,430,2210,131,58172,0,18229,38213,26,101,303,1780,30.7,64.4,0.0,0.2,0.5,3.0
W06000002,GWYNEDD,68105,67426,87.5,19.6,18.1,17.1,17.1,1.3,3.2,5.6,11.5,2.1,93.2,17.5,59594,13350,12302,11656,11656,871,2201,3826,7832,1402,63453,11924,47292,12302,871,1330,1625,4006,69.4,18.1,1.3,2.0,2.4,5.9
E09000012,HACKNEY,126561,125482,97.0,77.8,73.3,29.3,71.2,0.0,0.0,0.2,2.2,0.2,97.0,0.0,122717,98483,92724,37122,90051,0,0,223,2765,238,122803,0,29993,92724,0,0,223,2542,23.7,73.3,0.0,0.0,0.2,2.0
E06000006,HALTON,62608,61768,96.8,67.7,67.0,4.8,5.5,0.0,0.1,0.3,1.9,0.0,98.2,0.0,60596,42360,41919,2991,3444,17,85,196,1172,0,61496,0,18677,41919,17,68,111,976,29.8,67.0,0.0,0.1,0.2,1.6
E07000164,HAMBLETON,45097,44750,89.9,9.2,8.4,8.2,8.2,1.3,3.0,4.7,9.4,1.1,97.3,38.9,40527,4127,3807,3681,3682,601,1371,2131,4223,499,43879,17545,36720,3807,601,770,760,2092,81.4,8.4,1.3,1.7,1.7,4.6
E09000013,HAMMERSMITH AND FULHAM,93679,92198,94.3,75.2,64.5,37.5,56.1,0.0,0.1,0.3,4.1,0.2,94.3,0.0,88335,70451,60378,35108,52523,2,75,259,3863,164,88326,0,27957,60378,2,73,184,3604,29.8,64.5,0.0,0.1,0.2,3.8
E07000131,HARBOROUGH,43862,43620,95.0,45.6,40.4,19.0,36.2,0.3,0.7,1.4,4.5,0.5,98.4,0.0,41655,20015,17715,8322,15892,136,299,612,1965,200,43150,0,23940,17715,136,163,313,1353,54.6,40.4,0.3,0.4,0.7,3.1
E09000014,HARINGEY,110408,110214,98.4,85.2,83.8,4.9,82.5,0.0,0.0,0.3,1.5,0.0,98.5,0.0,108606,94025,92499,5357,91112,0,16,293,1608,0,108715,0,16107,92499,0,16,277,1315,14.6,83.8,0.0,0.0,0.3,1.2
E07000073,HARLOW,41596,41428,97.2,91.8,90.1,8.5,8.5,0.0,0.1,1.0,2.4,0.0,97.4,0.0,40432,38204,37463,3518,3518,2,26,429,996,8,40495,1,2969,37463,2,24,403,567,7.1,90.1,0.0,0.1,1.0,1.4
E07000165,HARROGATE,78878,78324,92.5,58.9,57.0,29.4,29.5,0.7,1.6,2.4,6.8,0.7,97.4,13.3,72937,46439,44972,23227,23266,550,1239,1882,5387,539,76836,10512,27965,44972,550,689,643,3505,35.5,57.0,0.7,0.9,0.8,4.4
E09000015,HARROW,99769,99434,97.6,81.2,81.0,15.7,80.9,0.0,0.1,0.5,2.0,0.0,97.7,0.0,97392,80996,80770,15687,80685,15,51,451,2042,9,97508,0,16622,80770,15,36,400,1591,16.7,81.0,0.0,0.0,0.4,1.6
E07000089,HART,43816,43515,95.0,62.6,62.5,9.4,41.9,0.1,0.5,0.8,4.3,0.1,98.5,0.0,41637,27438,27405,4106,18373,31,221,366,1878,65,43150,1,14232,27405,31,190,145,1512,32.5,62.5,0.1,0.4,0.3,3.5
E06000001,HARTLEPOOL,47613,47138,95.7,88.1,88.0,6.0,6.0,0.3,0.5,1.2,3.3,0.1,96.3,0.7,45552,41929,41891,2849,2849,141,259,560,1586,51,45831,312,3661,41891,141,118,301,1026,7.7,88.0,0.3,0.2,0.6,2.2
E07000062,HASTINGS,46192,45914,98.2,4.7,4.7,4.7,4.7,0.0,0.0,0.1,1.2,0.0,99.3,0.0,45379,2153,2153,2153,2153,0,6,28,535,1,45867,0,43226,2153,0,6,22,507,93.6,4.7,0.0,0.0,0.0,1.1
E07000090,HAVANT,58152,57887,98.8,85.9,85.8,1.5,1.5,0.0,0.0,0.1,0.8,0.0,99.2,0.0,57430,49941,49911,889,889,1,27,72,457,4,57683,0,7519,49911,1,26,45,385,12.9,85.8,0.0,0.0,0.1,0.7
E09000016,HAVERING,113671,112926,96.5,84.9,82.8,5.0,81.5,0.0,0.1,0.5,2.8,0.3,97.4,0.0,109694,96526,94137,5704,92641,53,168,580,3232,323,110708,0,15557,94137,53,115,412,2652,13.7,82.8,0.0,0.1,0.4,2.3
E06000019,"HEREFORDSHIRE, COUNTY OF",91050,90267,88.7,31.5,27.3,24.5,24.5,0.9,2.5,4.4,10.4,1.8,95.3,2.8,80786,28691,24882,22296,22296,837,2252,4002,9481,1629,86789,2584,55904,24882,837,1415,1750,5479,61.4,27.3,0.9,1.6,1.9,6.0
E07000098,HERTSMERE,47003,46763,97.5,83.3,80.9,9.3,9.3,0.0,0.2,0.4,2.0,0.0,98.5,0.0,45844,39152,38031,4370,4370,6,90,175,919,2,46303,0,7813,38031,6,84,85,744,16.6,80.9,0.0,0.2,0.2,1.6
E07000037,HIGH PEAK,46313,46002,92.6,11.3,7.8,4.5,4.5,0.4,0.7,1.3,6.7,0.5,98.4,0.0,42887,5229,3628,2076,2076,188,346,596,3115,214,45589,0,39259,3628,188,158,250,2519,84.8,7.8,0.4,0.3,0.5,5.4
S12000017,HIGHLAND,115695,113086,81.9,22.5,22.5,22.5,22.5,2.3,4.6,7.7,15.9,3.9,93.2,4.6,94740,25994,25994,25994,25994,2629,5300,8916,18346,4461,107847,5378,68746,25994,2629,2671,3616,9430,59.4,22.5,2.3,2.3,3.1,8.2
E09000017,HILLINGDON,121612,120154,95.9,86.6,85.5,25.5,84.8,0.0,0.2,0.7,2.9,0.0,96.1,0.0,116576,105372,104002,30971,103079,49,199,894,3578,26,116847,0,12574,104002,49,150,695,2684,10.3,85.5,0.0,0.1,0.6,2.2
E07000132,HINCKLEY AND BOSWORTH,54635,54247,96.6,64.7,61.7,9.2,9.3,0.1,0.8,1.0,2.7,0.2,98.4,0.0,52776,35337,33724,5052,5054,31,437,556,1471,109,53741,0,19052,33724,31,406,119,915,34.9,61.7,0.1,0.7,0.2,1.7
E07000227,HORSHAM,67489,67006,92.8,40.5,35.6,31.6,31.6,0.4,1.0,1.8,6.4,0.7,98.3,0.0,62660,27311,24011,21343,21343,239,691,1219,4346,487,66331,0,38649,24011,239,452,528,3127,57.3,35.6,0.4,0.7,0.8,4.6
E09000018,HOUNSLOW,101655,100757,96.5,85.1,84.8,11.3,84.7,0.0,0.1,0.7,2.7,0.4,96.6,0.0,98047,86523,86198,11519,86148,0,131,728,2710,372,98153,0,11849,86198,0,131,597,1982,11.7,84.8,0.0,0.1,0.6,1.9
E07000011,HUNTINGDONSHIRE,84111,83306,96.1,59.2,55.2,10.7,10.7,0.3,0.6,1.1,2.9,0.4,98.4,0.0,80836,49835,46413,8984,8984,225,528,912,2470,318,82765,7,34423,46413,225,303,384,1558,40.9,55.2,0.3,0.4,0.5,1.9
E07000120,HYNDBURN,41430,40827,96.9,76.7,72.6,17.4,17.5,0.0,0.1,0.2,1.6,0.0,98.3,84.8,40154,31780,30083,7220,7253,18,40,82,673,1,40746,35147,10071,30083,18,22,42,591,24.3,72.6,0.0,0.1,0.1,1.4
S12000018,INVERCLYDE,41970,41917,96.6,73.4,73.1,10.3,73.1,0.1,0.4,0.7,3.3,0.1,98.4,0.0,40543,30786,30673,4314,30673,42,148,294,1374,61,41310,0,9870,30673,42,106,146,1080,23.5,73.1,0.1,0.3,0.3,2.6
E07000202,IPSWICH,65370,65137,98.2,88.5,85.9,27.7,27.7,0.0,0.1,0.4,1.5,0.0,98.4,0.0,64166,57877,56161,18078,18079,0,40,238,971,7,64327,0,8005,56161,0,40,198,733,12.2,85.9,0.0,0.1,0.3,1.1
W06000001,ISLE OF ANGLESEY,37531,36990,88.9,16.9,16.9,16.9,16.9,0.8,2.1,3.6,9.6,1.5,95.2,25.2,33375,6359,6333,6359,6359,306,776,1353,3615,560,35722,9447,27042,6333,306,470,577,2262,72.1,16.9,0.8,1.3,1.5,6.0
E06000046,ISLE OF WIGHT,78495,77985,93.0,35.6,35.6,35.6,35.6,0.3,0.7,1.3,6.3,0.3,99.1,0.0,73029,27940,27940,27940,27940,203,530,998,4956,234,77790,0,45089,27940,203,327,468,3958,57.4,35.6,0.3,0.4,0.6,5.0
E06000053,ISLES OF SCILLY,1683,1661,96.4,1.6,1.6,1.6,1.6,0.0,0.0,0.1,2.3,0.1,98.7,0.0,1622,27,27,27,27,0,0,2,39,1,1661,0,1595,27,0,0,2,37,94.8,1.6,0.0,0.0,0.1,2.2
E09000019,ISLINGTON,119037,118433,95.5,84.4,83.7,30.6,83.7,0.0,0.0,0.1,4.0,0.0,95.5,0.0,113655,100465,99663,36367,99647,0,0,69,4778,1,113664,0,13992,99663,0,0,69,4709,11.8,83.7,0.0,0.0,0.1,4.0
E09000020,KENSINGTON AND CHELSEA,98297,98048,96.9,89.7,86.4,35.4,84.1,0.0,0.0,0.1,2.9,0.0,96.9,0.0,95221,88149,84918,34792,82674,0,0,51,2827,13,95220,0,10303,84918,0,0,51,2776,10.5,86.4,0.0,0.0,0.1,2.8
E07000146,"KING'S LYNN AND WEST NORFOLK",78833,77993,91.6,19.6,15.4,12.2,12.2,0.4,1.1,2.0,7.4,0.8,97.6,0.0,72195,15478,12171,9647,9647,329,841,1611,5798,669,76945,8,60024,12171,329,512,770,4187,76.1,15.4,0.4,0.6,1.0,5.3
E06000010,"KINGSTON UPON HULL, CITY OF",129189,127241,98.5,97.6,97.6,97.6,97.6,0.0,0.0,0.0,0.0,0.0,98.5,42.6,127195,126051,126051,126051,126051,1,2,26,46,2,127195,55061,1144,126051,1,1,24,20,0.9,97.6,0.0,0.0,0.0,0.0
E09000021,KINGSTON UPON THAMES,70730,70463,97.9,90.5,87.0,4.0,84.9,0.0,0.0,0.1,1.8,0.0,98.2,0.0,69215,64011,61551,2861,60085,0,2,78,1248,4,69422,0,7664,61551,0,2,76,1170,10.8,87.0,0.0,0.0,0.1,1.7
E08000034,KIRKLEES,197914,197146,96.9,75.5,75.4,38.0,38.3,0.0,0.2,0.5,2.7,0.0,98.7,0.0,191838,149410,149215,75161,75725,78,325,908,5308,32,195383,0,42623,149215,78,247,583,4400,21.5,75.4,0.0,0.1,0.3,2.2
E08000011,KNOWSLEY,73441,73211,98.4,80.6,80.3,23.0,80.1,0.0,0.2,0.2,1.3,0.0,99.3,6.5,72257,59170,58945,16926,58838,15,116,176,954,28,72892,4764,13312,58945,15,101,60,778,18.1,80.3,0.0,0.1,0.1,1.1
E09000022,LAMBETH,154473,153467,96.5,79.5,75.5,29.9,72.9,0.0,0.0,0.0,2.9,0.0,96.6,0.0,149025,122794,116631,46189,112645,0,0,6,4442,2,149262,0,32394,116631,0,0,6,4436,21.0,75.5,0.0,0.0,0.0,2.9
E07000121,LANCASTER,68102,67782,97.6,63.7,54.6,17.8,17.8,0.2,0.3,0.5,2.0,0.1,99.2,2.0,66453,43356,37171,12090,12091,145,208,350,1329,55,67574,1383,29282,37171,145,63,142,979,43.0,54.6,0.2,0.1,0.2,1.4
E08000035,LEEDS,378522,377010,96.6,86.6,84.9,60.7,84.0,0.0,0.2,0.5,3.0,0.1,97.3,12.7,365699,327751,321460,229819,318008,104,859,1794,11311,261,368489,47923,44239,321460,104,755,935,9517,11.7,84.9,0.0,0.2,0.2,2.5
E06000016,LEICESTER,145627,145165,98.9,92.5,91.0,24.1,24.1,0.0,0.0,0.1,0.8,0.0,99.0,0.0,143960,134654,132545,35066,35066,0,7,98,1205,4,144197,0,11415,132545,0,7,91,1107,7.8,91.0,0.0,0.0,0.1,0.8
E07000063,LEWES,47769,47541,96.7,29.6,29.6,29.5,29.5,0.1,0.3,0.5,2.8,0.2,99.3,0.0,46200,14141,14134,14110,14110,36,120,234,1341,97,47432,0,32066,14134,36,84,114,1107,67.1,29.6,0.1,0.2,0.2,2.3
E09000023,LEWISHAM,139839,137440,94.6,68.6,67.1,20.5,66.3,0.0,0.0,0.2,3.6,0.0,94.9,0.0,132346,95894,93787,28664,92646,0,0,285,5094,0,132663,0,38559,93787,0,0,285,4809,27.6,67.1,0.0,0.0,0.2,3.4
E07000194,LICHFIELD,49272,49033,95.6,71.3,67.9,25.3,65.3,0.3,0.6,1.2,3.9,0.1,99.2,0.0,47128,35141,33479,12480,32188,130,279,585,1905,62,48858,0,13649,33479,130,149,306,1320,27.7,67.9,0.3,0.3,0.6,2.7
E07000138,LINCOLN,48360,48259,98.0,82.5,81.6,2.9,2.9,0.0,0.1,0.5,1.8,0.0,98.3,78.7,47395,39897,39463,1412,1412,14,33,246,864,0,47526,38063,7932,39463,14,19,213,618,16.4,81.6,0.0,0.0,0.4,1.3
N09000007,LISBURN AND CASTLEREAGH,60265,59685,92.8,78.5,78.5,68.7,78.5,0.3,1.3,2.2,6.2,0.9,98.3,0.0,55932,47292,47291,41403,47291,177,783,1308,3753,529,59261,0,8641,47291,177,606,525,2445,14.3,78.5,0.3,1.0,0.9,4.1
E08000012,LIVERPOOL,235514,234314,94.9,82.6,80.2,38.3,78.6,0.0,0.0,0.4,4.6,0.0,95.2,0.0,223444,194609,188901,90100,185019,4,48,832,10870,7,224232,0,34543,188901,4,44,784,10038,14.7,80.2,0.0,0.0,0.3,4.3
E06000032,LUTON,86334,85983,98.9,93.5,91.3,2.1,2.1,0.0,0.2,0.3,0.7,0.0,99.0,0.0,85360,80702,78863,1774,1774,9,206,257,623,0,85475,0,6497,78863,9,197,51,366,7.5,91.3,0.0,0.2,0.1,0.4
