laua,laua_name,pixel_count,prem_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Vocie_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4
E06000025,South Gloucestershire,49690,126020,2921,925,2425,0.01,0.31,3.21,96.47,1.62,3.58,36.40,58.41,1.04,2.12,10.34,86.50,6.28,11.30,28.88,53.55,,2.34,30.06,67.60,2.93,7.49,28.19,61.39,,,0.23,2.87,96.90,0.01,0.08,6.49,15.34,78.09,,0.07,2.73,5.55,91.65,,0.70,8.71,20.49,70.10,,,4.07,16.96,78.97,,0.72,5.74,17.65,75.89,0.00,0.01,0.04,0.34,99.62,0.23,0.84,2.33,11.20,85.40,0.12,0.36,1.72,3.85,93.96,0.34,1.70,5.86,16.89,75.21,,,2.26,13.34,84.40,0.13,0.85,3.82,16.13,79.08,,,0.01,0.08,99.91,0.00,0.04,0.40,2.88,96.67,,0.04,0.93,1.85,97.19,,0.07,0.83,6.54,92.56,,,0.64,6.43,92.93,,,0.79,6.06,93.15,,,0.00,0.00,100.00,0.00,0.00,0.02,0.14,99.84,,,0.21,0.46,99.33,,,,0.70,99.30,,,,0.43,99.57,,,,0.63,99.37
E06000026,Plymouth,7982,125464,932,0,547,,,0.62,99.38,0.10,0.81,16.59,82.51,0.24,0.20,1.86,97.70,0.33,0.86,18.94,79.87,,,,,0.56,,19.26,80.18,,,,0.03,99.97,,,1.24,3.96,94.80,,,0.04,0.29,99.67,,,1.08,5.93,92.99,,,,,,,,1.11,5.68,93.22,,,,0.15,99.85,0.00,0.02,0.27,7.05,92.66,,0.13,0.30,1.15,98.42,,0.54,0.75,8.50,90.21,,,,,,,0.37,,7.71,91.92,,,,,100.00,,,0.08,1.69,98.23,,,0.04,0.13,99.84,,,0.11,0.97,98.92,,,,,,,,0.19,0.92,98.89,,,,,100.00,,,,0.00,100.00,,,,0.01,99.99,,,,0.11,99.89,,,,,,,,,,100.00
E06000027,Torbay,6283,78385,620,0,528,0.02,0.14,2.26,97.58,0.84,1.91,24.77,72.47,0.22,0.70,6.13,92.94,0.81,2.59,25.51,71.09,,,,,0.95,2.66,24.46,71.92,,,0.01,0.27,99.72,0.02,0.08,3.03,7.71,89.16,,,0.33,2.05,97.61,,,3.41,10.00,86.58,,,,,,,,3.82,7.77,88.41,,,0.05,0.30,99.65,0.08,0.41,1.95,10.93,86.62,,,0.38,2.86,96.76,0.16,0.33,3.08,12.76,83.68,,,,,,0.19,0.38,3.61,12.32,83.49,,,,0.02,99.98,0.02,0.03,0.42,1.56,97.97,,,0.02,0.63,99.35,,,0.33,2.10,97.58,,,,,,,,0.38,2.09,97.53,,,,,100.00,,,0.04,0.11,99.85,,,,,100.00,,,,0.65,99.35,,,,,,,,,0.76,99.24
E06000030,Swindon,23007,102025,1665,193,1015,,0.07,5.20,94.73,1.17,4.29,37.51,57.04,0.12,0.79,11.78,87.31,3.98,7.52,36.64,51.86,,,28.50,71.50,1.08,6.39,35.76,56.76,,,1.95,1.54,96.50,,0.02,13.96,14.32,71.71,,,1.63,6.30,92.07,,,13.46,18.75,67.79,,,0.53,13.53,85.94,,,8.21,16.17,75.62,,0.00,0.01,0.54,99.45,0.05,0.61,3.30,7.39,88.64,,0.00,0.24,1.46,98.29,0.12,1.81,5.24,10.55,82.28,,,1.53,5.17,93.30,,0.89,3.64,8.27,87.20,,,0.01,0.25,99.74,,0.01,0.47,5.15,94.37,,,0.11,0.81,99.07,,,1.63,8.04,90.32,,,,2.08,97.92,,,0.99,3.67,95.34,,,,,100.00,,,0.01,0.49,99.50,,,,,100.00,,,,0.67,99.33,,,,,100.00,,,,0.40,99.60
E06000031,Peterborough,34336,91914,2169,17,1519,0.00,0.01,5.29,94.70,0.27,3.31,36.48,59.94,0.30,1.62,9.82,88.27,1.37,5.06,33.20,60.36,,,47.05,52.95,,1.74,31.11,67.15,,,1.09,1.24,97.67,0.00,0.01,8.48,10.27,81.25,,,1.25,4.72,94.04,,0.05,11.95,21.17,66.83,,,,,100.00,,,10.17,16.41,73.41,,0.00,0.00,0.08,99.92,0.08,0.51,2.34,12.19,84.90,,0.38,0.35,1.55,97.72,0.61,1.40,3.56,12.01,82.42,,,,,100.00,,0.20,1.84,9.25,88.71,,,,0.05,99.95,0.00,0.01,0.66,4.39,94.94,,,,1.50,98.50,,0.05,1.72,6.90,91.33,,,,,100.00,,,1.38,5.77,92.85,,,,,100.00,,0.00,0.00,0.08,99.92,,,,0.07,99.93,,,,0.18,99.82,,,,,100.00,,,,0.13,99.87
E06000032,Luton,4335,85623,450,53,391,,,0.04,99.96,,,12.67,87.33,,,0.37,99.63,,,16.89,83.11,,,9.42,90.58,,,18.67,81.33,,,,,100.00,,,0.48,1.70,97.82,,,,0.09,99.91,,,1.78,3.11,95.11,,,,3.77,96.23,,,2.05,3.83,94.12,,,,,100.00,,,0.11,7.79,92.11,,,,0.02,99.98,,,0.67,7.33,92.00,,,,13.20,86.80,,,0.77,8.69,90.54,,,,,100.00,,,0.00,0.65,99.35,,,,,100.00,,,,1.78,98.22,,,,3.77,96.23,,,,2.30,97.70,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00
E06000033,Southend-on-Sea,4097,86471,493,0,392,,,0.06,99.94,,0.27,16.28,83.45,,,0.69,99.31,,,14.16,85.84,,,,,,,13.99,86.01,,,,,100.00,,,0.81,4.00,95.19,,,,0.25,99.75,,,1.21,4.25,94.54,,,,,,,,1.01,3.30,95.69,,,,,100.00,,,0.24,5.98,93.79,,,,0.02,99.98,,,,1.83,98.17,,,,,,,,,2.05,97.95,,,,,100.00,,,,0.59,99.41,,,,0.02,99.98,,,,,100.00,,,,,,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E06000034,Thurrock,16330,71896,1353,66,1064,,0.00,3.65,96.35,0.35,9.14,33.67,56.83,0.01,0.04,9.17,90.78,1.92,6.80,33.92,57.35,,6.06,37.87,56.07,1.78,5.73,35.14,57.34,,,0.27,0.62,99.11,,,5.53,12.28,82.19,,,0.41,2.47,97.12,,0.07,5.90,17.23,76.80,,,,40.90,59.10,,0.09,5.99,18.60,75.32,,,,0.05,99.95,0.00,1.27,4.39,21.91,72.43,,,,0.55,99.45,,0.29,2.44,17.56,79.70,,,,13.63,86.37,,0.37,2.63,17.53,79.46,,,,,100.00,,,0.16,4.17,95.67,,,,0.07,99.93,,,0.15,4.64,95.21,,,,13.63,86.37,,,0.19,5.42,94.39,,,,,100.00,,,,0.05,99.95,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00
E06000035,Medway,19165,120933,1112,118,927,,0.17,3.78,96.04,0.94,2.43,27.48,69.16,0.39,1.46,9.52,88.63,3.99,5.04,26.55,64.42,,0.85,16.06,83.09,0.11,2.17,23.41,74.31,,,0.54,0.93,98.53,,0.00,5.82,11.68,82.51,,0.05,2.92,3.72,93.30,,,5.44,17.38,77.18,,,10.16,7.63,82.22,,,3.45,13.40,83.14,,,0.02,0.32,99.66,0.26,0.40,2.97,17.00,79.37,0.19,0.23,0.86,2.88,95.84,0.18,0.45,6.25,18.00,75.12,,,5.07,9.30,85.63,,,2.59,15.45,81.96,,,0.00,0.10,99.89,,0.00,0.93,7.53,91.54,,0.05,0.43,1.88,97.64,,,0.45,7.02,92.52,,,2.54,9.30,88.16,,,0.54,5.39,94.07,,,,0.01,99.99,,,0.01,0.32,99.68,,0.02,0.02,0.14,99.83,,,,0.90,99.10,,,,3.38,96.62,,,,0.54,99.46
E06000036,Bracknell Forest,10941,53859,1101,13,616,,0.00,1.16,98.84,0.43,1.39,19.44,78.74,0.10,1.34,25.25,73.30,5.44,6.99,34.05,53.52,,,76.94,23.06,6.65,6.33,30.44,56.58,,,0.08,0.80,99.12,,0.00,2.81,4.97,92.22,,,1.33,15.56,83.11,,0.09,14.23,18.99,66.69,,,,23.09,76.91,,0.16,12.55,18.22,69.07,,,0.01,0.38,99.61,0.02,0.37,2.02,12.75,84.84,0.02,0.17,0.69,10.93,88.20,0.09,1.09,6.71,29.01,63.09,,,,53.86,46.14,0.16,1.62,7.63,23.88,66.71,,,,0.06,99.94,,0.00,0.20,1.93,97.86,,,0.05,6.73,93.22,,,1.36,15.20,83.44,,,,23.09,76.91,,,1.79,11.55,86.66,,,,0.00,100.00,,,0.00,0.14,99.86,,,,0.57,99.43,,,,2.82,97.18,,,,,100.00,,,,2.28,97.72
E06000037,West Berkshire,70424,71758,2485,563,2089,0.14,1.06,10.36,88.44,4.14,4.90,31.05,59.91,2.09,3.85,23.81,70.25,7.95,7.02,33.28,51.75,,3.14,29.12,67.73,0.19,3.83,32.69,63.29,,,1.64,6.86,91.51,0.04,0.54,10.11,14.62,74.69,,0.06,5.20,11.89,82.85,0.45,0.73,15.16,20.60,63.06,,,4.23,20.68,75.09,,,4.69,17.30,78.01,0.01,0.13,0.39,1.93,97.54,0.93,1.94,5.25,13.22,78.66,0.21,0.82,2.15,7.13,89.68,3.31,3.52,7.97,20.51,64.68,,0.17,3.50,19.20,77.14,,0.47,3.16,19.35,77.01,,,0.19,1.42,98.40,0.03,0.23,4.33,6.43,88.98,,0.05,0.87,4.85,94.23,0.45,0.53,8.26,13.73,77.03,,,,12.97,87.03,,,0.93,9.85,89.22,,,,0.04,99.96,0.01,0.02,0.39,1.76,97.83,,0.02,0.02,0.41,99.55,0.12,0.12,0.72,3.84,95.19,,,,1.07,98.93,,,,1.52,98.48
E06000038,Reading,4028,74827,533,21,445,,,0.14,99.86,,,10.02,89.98,,,0.27,99.73,,,6.38,93.62,,,,100.00,,,5.62,94.38,,,,0.04,99.96,,,1.17,2.75,96.07,,,,0.02,99.98,,,0.38,1.31,98.32,,,,,100.00,,,,1.34,98.66,,,,,100.00,,,0.07,5.28,94.64,,,,,100.00,,,,4.13,95.87,,,,,100.00,,,,3.37,96.63,,,,,100.00,,,,1.04,98.96,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00
E06000039,Slough,3255,57414,329,140,397,,,0.08,99.92,0.00,0.01,10.49,89.50,,,0.67,99.33,,,8.21,91.79,,,23.52,76.48,,,14.36,85.64,,,,0.05,99.95,,,0.87,5.55,93.57,,,,1.12,98.88,,,1.53,3.66,94.81,,,,17.92,82.08,,,1.27,8.85,89.88,,,,0.02,99.98,,0.06,0.73,13.16,86.06,,,,0.43,99.57,,,0.91,8.22,90.88,,,0.71,22.11,77.18,,,1.00,13.86,85.13,,,,,100.00,,,0.18,1.86,97.95,,,,0.03,99.97,,,,3.37,96.63,,,,7.90,92.10,,,,5.33,94.67,,,,,100.00,,,,0.01,99.99,,,,,100.00,,,,,100.00,,,,1.43,98.57,,,,0.51,99.49
E06000040,Windsor and Maidenhead,19829,67360,1793,288,1250,,0.07,1.50,98.43,0.46,1.96,19.61,77.97,0.03,0.46,12.05,87.47,0.67,3.28,29.26,66.79,,1.42,19.31,79.27,0.56,3.20,24.68,71.56,,,0.09,0.52,99.39,,0.08,2.13,4.02,93.77,,,0.38,6.15,93.47,,,5.47,14.81,79.72,,,0.69,9.68,89.64,,,5.30,13.10,81.60,,0.00,0.00,0.92,99.07,0.06,0.77,2.65,12.02,84.50,,0.04,0.18,6.48,93.30,,0.56,5.86,23.56,70.02,,,0.34,16.92,82.74,,0.24,4.17,17.68,77.90,,,0.00,0.17,99.83,,,0.85,2.60,96.54,,,0.00,2.98,97.01,,,2.57,8.69,88.75,,,,6.89,93.11,,,2.58,7.99,89.44,,,,0.03,99.97,,,0.01,0.52,99.47,,,,0.63,99.37,,,,2.63,97.37,,,,2.40,97.60,,,,3.21,96.79
E06000041,Wokingham,17894,76141,1636,303,1239,0.00,0.03,2.84,97.12,0.70,2.91,27.26,69.13,0.04,0.14,10.56,89.25,1.65,2.63,28.44,67.28,,,22.80,77.20,0.72,0.73,24.41,74.14,,,0.06,1.03,98.91,0.00,0.00,6.98,9.63,83.39,,,0.61,4.89,94.51,,,9.74,14.12,76.14,,,4.33,12.22,83.45,,,4.30,11.48,84.23,,,,0.14,99.86,0.02,0.17,2.68,17.84,79.29,,,0.03,2.81,97.16,0.12,0.99,3.73,19.89,75.27,,,0.66,20.48,78.87,,,1.94,19.32,78.74,,,,0.02,99.98,,0.00,0.49,6.18,93.33,,,,1.05,98.95,,,1.72,10.34,87.94,,,,5.27,94.73,,,0.16,7.51,92.33,,,,,100.00,,,,0.13,99.87,,,,,100.00,,,,1.28,98.72,,,,1.65,98.35,,,,1.53,98.47
E06000042,Milton Keynes,30850,121333,1487,230,1321,,0.14,4.81,95.06,0.60,4.78,31.33,63.30,0.04,0.69,8.94,90.34,0.94,8.75,32.99,57.31,,0.43,13.02,86.55,0.69,5.87,30.57,62.88,,,0.14,0.64,99.21,,0.08,7.38,9.06,83.48,,,0.72,4.01,95.27,,0.80,8.87,17.56,72.76,,,2.60,9.52,87.88,,,7.13,15.62,77.24,,0.01,0.03,0.41,99.55,0.00,0.37,4.09,15.91,79.62,,0.01,0.29,2.99,96.71,0.13,1.60,5.31,20.33,72.61,,,1.31,12.19,86.50,,0.38,3.88,19.35,76.39,,,0.02,0.16,99.82,,0.06,0.57,5.14,94.22,,,0.10,1.11,98.79,,0.60,2.20,9.77,87.43,,,,2.17,97.83,,,0.38,8.06,91.56,,,,,100.00,,0.01,0.03,0.28,99.67,,,,0.01,99.99,,,0.60,2.15,97.25,,,,,100.00,,,,1.37,98.63
E06000043,Brighton and Hove,8273,140826,952,0,709,0.00,0.02,0.26,99.73,0.41,0.89,8.56,90.13,0.33,0.94,4.71,94.02,0.42,0.85,10.65,88.07,,,,,,0.28,10.90,88.81,,,0.00,0.09,99.90,0.00,0.00,1.09,3.96,94.95,,,1.30,6.21,92.48,,,0.95,5.89,93.17,,,,,,,,1.27,7.20,91.53,,,0.00,0.31,99.69,0.00,0.25,0.57,4.69,94.49,,0.23,1.00,2.68,96.09,,0.10,1.79,9.60,88.50,,,,,,,0.14,1.69,10.34,87.83,,,0.00,0.01,99.99,0.00,0.00,0.04,1.07,98.88,,,0.42,1.94,97.64,,,0.42,1.48,98.11,,,,,,,,0.56,1.55,97.88,,,,0.00,100.00,,,0.00,0.18,99.81,,,,0.08,99.92,,,,0.73,99.27,,,,,,,,,0.99,99.01
E06000044,Portsmouth,4045,95499,699,132,665,,,1.40,98.60,,,16.28,83.72,,,1.28,98.72,,,12.88,87.12,,,28.76,71.24,,,17.58,82.42,,,,,100.00,,,1.27,6.65,92.08,,,,0.02,99.98,,,,4.15,95.85,,,1.51,7.56,90.93,,,0.30,4.21,95.49,,,,,100.00,,,,1.09,98.91,,,,,100.00,,,,0.86,99.14,,,,10.60,89.40,,,,2.85,97.15,,,,,100.00,,,,0.64,99.36,,,,,100.00,,,,,100.00,,,,1.51,98.49,,,,0.30,99.70,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00
E06000045,Southampton,4987,113792,674,35,670,,,0.06,99.94,,0.03,11.19,88.78,,,2.00,98.00,,,7.42,92.58,,,51.40,48.60,,,10.00,90.00,,,,,100.00,,,0.50,1.78,97.72,,,,,100.00,,,0.74,2.97,96.30,,,11.36,28.66,59.98,,,1.19,4.48,94.33,,,,0.03,99.97,,,0.04,6.93,93.04,,,,0.38,99.62,,,0.15,6.99,92.86,,,8.48,25.72,65.80,,,0.59,7.62,91.79,,,,,100.00,,,0.00,0.32,99.68,,,,,100.00,,,,3.11,96.89,,,5.65,19.98,74.37,,,0.30,4.02,95.68,,,,,100.00,,,,0.03,99.97,,,,,100.00,,,,0.15,99.85,,,,,100.00,,,,0.15,99.85
E06000046,Isle of Wight,37981,78135,2536,0,1450,0.10,0.26,4.55,95.09,2.23,8.23,27.70,61.83,0.70,2.64,11.53,85.13,6.34,10.11,27.37,56.17,,,,,5.05,9.32,23.67,61.96,,,0.58,2.08,97.34,0.06,0.25,7.32,14.34,78.03,,0.02,2.95,8.02,89.01,0.74,1.25,12.60,18.84,66.57,,,,,,0.42,1.23,11.51,16.39,70.47,0.00,0.01,0.21,1.93,97.84,0.44,0.94,6.74,18.04,73.85,0.09,0.27,1.38,6.15,92.11,1.59,2.49,8.36,22.30,65.26,,,,,,1.21,2.25,6.77,19.00,70.77,,,0.02,0.44,99.53,0.02,0.16,1.23,6.24,92.35,,,0.09,3.47,96.44,0.20,1.05,3.76,11.41,83.58,,,,,,,0.95,3.12,9.56,86.36,,,,0.02,99.98,0.00,0.01,0.10,1.73,98.16,,,,0.31,99.69,,,0.35,4.02,95.63,,,,,,,,0.34,3.24,96.43
E06000047,County Durham,223149,259543,9874,463,5477,0.25,0.29,6.63,92.82,2.21,5.88,36.48,55.43,10.76,7.42,12.26,69.56,9.55,8.81,29.46,52.18,,0.65,27.83,71.52,2.09,5.76,31.67,60.48,0.09,0.05,1.10,3.04,95.73,0.31,0.18,9.51,15.16,74.83,2.65,2.87,10.32,11.39,72.77,3.85,1.21,11.44,19.92,63.58,,,7.11,8.64,84.25,0.50,0.14,9.14,19.07,71.16,0.06,0.21,0.12,2.56,97.06,0.51,0.87,2.22,20.10,76.30,5.55,5.59,4.07,9.64,75.15,4.03,3.83,4.89,21.81,65.43,,,0.22,11.42,88.36,0.38,1.05,3.20,18.44,76.92,0.01,0.10,0.06,1.27,98.56,0.19,0.19,0.83,7.87,90.92,1.72,2.85,4.48,7.57,83.38,2.62,1.89,2.89,12.85,79.75,,,0.22,4.52,95.27,0.08,0.50,1.56,9.79,88.07,0.01,0.07,0.02,0.11,99.80,0.05,0.18,0.09,1.96,97.71,0.76,1.39,2.43,4.06,91.37,1.84,1.35,1.26,3.87,91.68,,,,,100.00,0.03,0.38,0.26,1.74,97.58
E06000049,Cheshire East,116632,188828,6919,632,5743,0.20,0.39,4.72,94.69,2.19,4.18,29.34,64.29,2.12,2.41,10.40,85.07,7.74,9.44,31.20,51.62,,0.63,14.73,84.63,5.85,8.52,30.01,55.62,0.01,0.01,0.21,1.38,98.39,0.20,0.24,5.59,9.83,84.14,0.23,0.31,1.31,4.65,93.50,0.88,0.77,11.10,19.78,67.47,,,1.28,7.93,90.80,0.51,0.50,9.32,18.97,70.69,0.11,0.10,0.17,0.97,98.66,0.59,1.12,4.46,11.15,82.69,1.08,0.88,1.34,4.15,92.56,2.60,3.13,8.38,19.23,66.65,,,2.06,11.21,86.73,1.62,2.66,7.66,18.91,69.15,0.01,0.01,0.06,0.19,99.73,0.20,0.11,1.12,4.87,93.70,0.20,0.29,0.53,1.54,97.44,0.85,0.45,3.39,9.85,85.46,,,0.32,3.50,96.19,0.51,0.30,2.33,9.12,87.74,0.00,0.01,0.02,0.03,99.94,0.10,0.08,0.11,0.55,99.17,0.03,0.11,0.20,0.41,99.24,0.46,0.42,0.37,1.63,97.13,,,,,100.00,0.26,0.33,0.22,0.83,98.36
E06000050,Cheshire West and Chester,91680,169247,5583,556,4399,0.12,0.47,4.80,94.61,2.80,5.77,29.39,62.05,0.86,2.09,9.50,87.55,6.51,9.93,30.16,53.39,,0.19,19.06,80.74,3.00,6.94,29.06,61.01,,0.00,0.22,1.35,98.43,0.08,0.17,5.53,12.69,81.53,0.00,0.06,0.80,3.69,95.46,0.29,0.43,8.06,19.53,71.70,,,1.85,14.76,83.40,0.18,0.05,6.68,17.83,75.27,0.04,0.03,0.10,1.27,98.56,0.39,1.31,4.84,27.45,66.00,0.14,0.32,0.74,4.09,94.71,0.93,2.27,7.70,25.48,63.62,,,0.89,16.66,82.45,0.46,0.76,5.19,23.81,69.77,,0.00,0.09,0.19,99.72,0.06,0.09,0.98,6.86,92.00,0.00,0.03,0.23,1.50,98.25,0.18,0.29,2.04,8.83,88.67,,,0.18,4.65,95.17,0.18,0.05,1.36,7.11,91.31,,,0.00,0.03,99.97,0.04,0.03,0.09,0.91,98.93,,,0.02,0.17,99.81,0.05,0.09,0.52,1.36,97.99,,,,,100.00,0.07,0.11,0.21,0.88,98.74
E06000051,Shropshire,319758,152686,13857,164,7126,1.14,2.21,10.10,86.54,10.49,10.07,27.74,51.70,5.21,7.54,16.97,70.28,20.00,19.39,26.66,33.95,,2.42,39.57,58.00,16.62,15.56,27.49,40.33,0.12,0.15,1.57,5.47,92.69,1.09,1.80,13.62,14.48,69.01,1.02,1.35,5.25,9.98,82.40,2.46,3.29,16.40,22.30,55.54,,,7.90,18.24,73.86,2.01,3.32,16.83,22.73,55.12,0.42,0.57,1.28,6.94,90.80,3.47,5.65,9.46,19.39,62.03,2.44,3.38,5.11,13.47,75.61,5.55,10.37,16.03,23.40,44.65,,0.60,9.08,40.65,49.66,2.99,9.31,14.35,23.74,49.62,0.09,0.12,0.36,1.27,98.17,0.73,1.19,4.24,11.39,82.45,0.69,1.04,2.01,4.58,91.67,1.47,2.20,7.01,17.10,72.22,,,1.22,16.39,82.39,0.65,2.04,7.04,17.48,72.79,0.02,0.06,0.08,0.35,99.48,0.34,0.39,0.83,3.64,94.80,0.23,0.56,0.83,1.93,96.45,0.94,0.74,2.32,5.48,90.52,,,,4.86,95.14,0.13,0.59,2.81,5.62,90.85
E06000052,Cornwall,354911,297466,15770,0,8676,1.44,2.73,10.77,85.05,9.14,9.44,29.83,51.58,6.53,7.99,16.54,68.95,12.50,13.45,27.00,47.05,,,,,5.72,8.96,28.62,56.70,0.09,0.32,2.77,5.62,91.21,1.25,1.87,12.46,15.69,68.72,0.27,1.14,7.58,10.66,80.34,1.57,2.24,13.23,19.86,63.09,,,,,,0.15,0.54,10.36,17.66,71.30,0.37,0.93,2.13,4.75,91.81,3.01,3.87,8.60,17.91,66.60,1.96,3.18,6.22,9.79,78.84,3.83,5.49,11.35,19.49,59.84,,,,,,1.24,2.59,7.39,17.33,71.44,0.04,0.17,0.86,2.03,96.91,0.93,1.30,4.64,8.03,85.09,0.15,0.65,2.62,5.30,91.29,1.17,1.44,4.95,10.27,82.17,,,,,,0.15,0.20,2.81,8.77,88.07,0.00,0.02,0.25,0.50,99.23,0.29,0.65,1.75,3.38,93.93,0.02,0.14,0.61,1.94,97.30,0.48,0.89,1.68,3.94,93.01,,,,,,,0.08,0.43,2.67,96.82
E06000053,Isles of Scilly,1475,1623,88,0,88,0.37,3.70,12.20,83.73,14.48,10.41,56.93,18.18,7.39,7.56,13.59,71.46,22.89,21.65,38.43,17.03,,,,,22.89,21.65,38.43,17.03,,,2.40,7.58,90.02,0.18,2.83,24.52,24.77,47.69,,0.48,5.31,15.65,78.57,,,40.88,36.44,22.68,,,,,,,,40.88,36.44,22.68,,1.42,2.96,95.63,,3.88,7.15,11.71,77.26,,1.06,4.98,10.72,83.24,,,9.15,31.95,58.90,,,,,,,,9.15,31.95,58.90,,,,,9.98,90.02,0.18,2.40,3.51,45.66,48.24,,0.13,1.95,19.01,78.91,,,1.13,76.19,22.68,,,,,,,,1.13,76.19,22.68,,,,11.25,88.75,,0.18,1.79,49.54,48.49,,,0.20,20.82,78.98,,,,77.32,22.68,,,,,,,,,77.32,22.68
E06000054,Wiltshire,325536,232794,12223,460,8783,0.84,0.94,11.17,87.05,7.62,9.48,34.33,48.57,6.55,5.51,16.43,71.50,12.76,12.08,29.19,45.97,0.22,12.16,17.85,69.77,8.79,10.06,29.29,51.86,0.08,0.11,1.95,3.70,94.16,0.88,0.74,13.22,14.62,70.55,0.31,0.96,7.46,10.89,80.39,1.94,1.69,15.60,19.54,61.22,,,1.52,12.77,85.71,0.86,1.03,11.99,18.65,67.47,0.26,0.43,0.95,2.42,95.94,2.21,3.44,7.38,13.11,73.86,1.85,3.10,4.34,8.26,82.45,3.83,5.81,10.31,16.28,63.78,,,2.89,11.40,85.71,2.22,4.38,8.58,16.23,68.59,0.05,0.07,0.42,1.26,98.19,0.67,0.58,3.47,7.89,87.38,0.23,0.65,2.26,5.85,91.01,1.33,1.45,5.29,11.33,80.60,,,,1.48,98.52,0.58,0.73,3.35,9.92,85.42,0.01,0.05,0.07,0.30,99.57,0.24,0.28,0.88,1.59,97.01,0.08,0.16,0.44,1.45,97.87,0.27,1.05,1.61,3.13,93.94,,,,,100.00,0.08,0.53,1.01,2.59,95.79
