laua,laua_name,pixel_count,prem_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Vocie_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4
E07000039,South Derbyshire,33810,48698,1658,0,1240,0.06,0.99,19.86,79.09,7.32,11.28,43.65,37.75,0.98,2.70,17.25,79.06,5.17,7.39,40.98,46.45,,,,,5.72,6.89,37.92,49.47,,,1.02,5.50,93.48,0.05,1.27,21.78,17.86,59.04,,,1.56,7.14,91.31,,0.61,17.62,24.60,57.18,,,,,,,0.73,17.99,21.57,59.71,,0.01,0.24,1.75,98.01,0.74,2.71,5.86,18.46,72.22,,0.12,1.06,3.50,95.33,1.15,1.74,3.90,13.60,79.61,,,,,,0.73,1.93,4.17,13.17,80.00,,,0.05,0.46,99.49,0.02,0.27,1.85,11.20,86.67,,,0.01,1.25,98.74,,0.42,2.24,9.57,87.77,,,,,,,0.49,1.86,9.00,88.66,,,,0.00,100.00,,0.01,0.15,1.65,98.19,,,,0.03,99.97,,,0.18,0.97,98.85,,,,,,,,0.24,1.05,98.70
E07000040,East Devon,81428,74433,3317,143,2178,0.55,0.92,7.54,90.99,5.52,8.06,30.03,56.40,2.66,4.51,11.05,81.78,4.48,8.12,24.92,62.48,6.30,7.00,19.59,67.11,3.61,7.97,21.94,66.48,,0.11,0.90,4.78,94.21,0.55,0.70,8.68,16.91,73.16,0.01,0.26,3.49,6.75,89.50,0.03,0.09,3.77,15.25,80.86,,,7.70,14.68,77.62,0.05,0.05,2.92,11.02,85.97,0.45,0.28,0.55,2.87,95.85,1.50,2.54,6.61,17.67,71.68,1.04,1.93,3.14,6.53,87.36,0.25,1.94,7.16,17.78,72.87,2.10,6.30,5.60,17.50,68.50,0.18,1.91,6.56,14.96,76.40,,0.10,0.39,0.64,98.87,0.51,0.45,1.96,6.86,90.22,0.00,0.15,1.16,3.54,95.15,,,0.54,5.59,93.87,,,6.30,9.10,84.60,,,0.67,4.37,94.96,,0.00,0.13,0.22,99.64,0.36,0.24,0.33,1.55,97.52,,0.01,0.13,0.76,99.10,,,0.06,1.37,98.57,,,,2.81,97.19,,,0.05,0.98,98.97
E07000041,Exeter,4705,58013,491,61,338,,,3.08,96.92,0.01,0.50,32.14,67.35,0.09,0.11,4.54,95.27,,0.20,37.17,62.63,,,11.47,88.53,,0.29,38.94,60.77,,,,0.06,99.94,,,1.67,5.92,92.41,,,0.02,0.64,99.34,,,2.23,10.57,87.20,,,1.64,3.28,95.08,,,3.54,11.51,84.95,,,,0.00,100.00,0.01,0.00,0.14,5.18,94.68,,0.04,0.13,0.64,99.19,,,0.41,11.83,87.77,,,,19.69,80.31,,,0.59,19.56,79.85,,,,0.00,100.00,,,0.00,1.46,98.53,,,,0.17,99.83,,,,3.85,96.15,,,,1.64,98.36,,,,5.59,94.41,,,,,100.00,,,,0.00,100.00,,,,,100.00,,,,0.40,99.60,,,,,100.00,,,,0.58,99.42
E07000042,Mid Devon,91304,37354,2686,272,1825,1.68,3.49,12.78,82.06,13.66,12.76,27.44,46.14,9.22,8.83,16.16,65.80,17.20,17.01,25.41,40.38,,5.47,24.97,69.56,10.18,16.52,27.36,45.94,0.06,0.26,3.11,5.55,91.02,2.07,2.26,12.32,16.33,67.03,0.55,1.77,10.55,11.32,75.82,1.91,2.72,15.72,18.78,60.87,,,,5.87,94.13,0.27,1.54,10.81,16.94,70.43,0.67,1.68,3.45,7.61,86.59,5.41,8.46,9.51,17.82,58.81,4.22,5.32,7.68,13.66,69.12,8.39,8.65,13.18,21.83,47.95,,,1.09,9.87,89.04,4.58,7.30,12.90,22.04,53.17,0.05,0.19,0.99,2.76,96.01,1.65,1.60,5.24,10.64,80.86,0.45,1.33,4.34,7.88,85.99,1.87,2.11,8.41,12.75,74.86,,,,1.11,98.89,0.22,1.32,6.70,11.86,79.90,0.02,0.04,0.11,0.85,98.98,0.57,0.97,2.56,5.48,90.41,0.14,0.38,0.98,2.75,95.75,1.17,1.12,4.18,7.85,85.69,,,,0.37,99.63,,0.55,4.23,8.56,86.66
E07000043,North Devon,108602,51164,4021,0,2328,2.01,3.48,16.58,77.93,11.61,10.37,32.72,45.30,10.90,12.16,17.39,59.56,24.38,19.75,27.51,28.36,,,,,16.59,19.39,27.93,36.10,0.28,0.43,5.05,10.53,83.71,2.29,2.20,19.99,12.21,63.32,1.47,3.00,14.85,17.76,62.91,8.11,5.86,24.02,22.54,39.47,,,,,,5.20,3.81,19.37,24.80,46.82,0.80,1.49,1.89,3.92,91.90,4.54,4.89,9.43,12.42,68.72,5.00,7.62,8.86,13.56,64.97,10.80,15.40,15.00,20.39,38.41,,,,,,7.37,12.83,13.07,22.16,44.56,0.21,0.36,0.96,2.25,96.22,1.88,1.64,6.72,8.41,81.35,1.08,2.16,5.20,10.45,81.11,4.95,6.23,12.51,17.88,58.43,,,,,,3.60,3.43,9.49,19.31,64.18,0.08,0.18,0.35,0.88,98.51,0.76,1.02,1.71,2.93,93.59,0.44,0.89,2.14,5.21,91.32,2.01,5.07,5.50,10.26,77.16,,,,,,1.55,3.50,4.41,9.98,80.56
E07000044,South Hams,88646,48072,2628,0,2030,2.96,4.13,11.67,81.24,12.88,13.32,27.53,46.27,7.56,7.70,13.87,70.87,8.39,10.79,24.09,56.73,,,,,7.21,11.07,24.60,57.12,0.23,0.46,7.61,6.39,85.31,3.11,2.97,15.36,14.12,64.43,0.36,1.46,8.75,10.14,79.29,0.29,1.07,9.81,17.63,71.20,,,,,,,0.60,8.42,18.19,72.79,1.28,1.92,3.49,9.99,83.31,5.98,6.93,10.53,19.12,57.44,4.24,4.55,6.11,11.77,73.34,2.42,4.06,8.33,22.05,63.14,,,,,,0.84,3.48,8.63,23.22,63.84,0.18,0.28,1.57,5.84,92.13,2.48,2.81,7.48,11.14,76.09,0.28,1.12,4.06,6.80,87.74,0.22,0.87,3.66,9.30,85.96,,,,,,,0.35,2.81,8.62,88.22,0.00,0.05,0.27,1.31,98.36,1.08,1.45,3.13,7.97,86.37,0.10,0.41,0.94,2.89,95.65,0.11,0.04,1.11,3.59,95.16,,,,,,,,0.51,2.58,96.91
E07000045,Teignbridge,67397,66179,2937,39,1938,1.46,1.94,6.55,90.05,7.12,8.32,28.20,56.36,12.08,11.15,14.89,61.88,18.86,11.98,23.93,45.23,,,23.10,76.90,6.59,11.25,26.95,55.20,0.11,0.36,1.84,2.65,95.05,1.31,1.39,4.92,10.60,81.78,1.09,3.41,7.71,10.89,76.90,6.24,2.29,8.56,16.28,66.63,,,,,100.00,0.15,0.89,5.95,16.09,76.92,0.81,0.51,2.21,3.32,93.15,2.70,2.97,6.13,14.75,73.44,6.62,5.69,9.03,10.95,67.70,8.71,5.68,11.18,19.09,55.34,,,,,100.00,0.26,2.65,9.21,20.19,67.70,0.10,0.32,0.52,1.53,97.53,1.15,1.00,3.27,4.78,89.81,0.98,2.58,4.16,7.36,84.92,5.84,1.73,4.98,11.35,76.11,,,,,100.00,,0.20,3.62,8.48,87.70,0.02,0.15,0.25,0.53,99.05,0.73,0.40,1.31,3.24,94.32,0.38,0.86,2.45,3.74,92.57,2.97,1.91,4.63,4.30,86.19,,,,,100.00,,,2.15,2.61,95.24
E07000046,Torridge,98536,34254,2652,0,1944,2.26,5.13,22.81,69.79,16.93,16.06,36.10,30.92,12.45,14.37,25.86,47.32,22.09,23.02,23.09,31.80,,,,,20.72,23.54,26.43,29.31,0.03,0.45,4.63,9.22,85.67,2.32,3.55,21.31,25.89,46.94,0.18,2.19,14.02,16.74,66.88,1.60,5.65,20.18,24.69,47.88,,,,,,1.09,4.45,20.40,24.76,49.31,0.69,1.13,3.95,10.03,84.20,6.10,9.02,13.25,15.28,56.36,2.78,5.98,12.51,17.88,60.84,5.83,12.14,19.33,22.38,40.32,,,,,,4.68,10.55,20.50,22.56,41.71,0.02,0.32,1.02,2.88,95.75,1.75,2.39,8.27,11.44,76.15,0.10,1.19,4.43,10.81,83.48,0.92,4.13,10.47,15.53,68.96,,,,,,0.21,3.07,10.77,15.35,70.61,,0.06,0.18,0.62,99.14,0.59,0.91,2.24,6.97,89.29,0.01,0.19,0.95,3.57,95.28,0.46,0.84,4.01,9.58,85.11,,,,,,,0.74,4.10,9.20,85.96
E07000047,West Devon,116098,26995,3098,0,2006,3.86,5.78,12.35,78.02,19.56,10.71,21.22,48.51,14.49,11.46,16.29,57.76,14.60,16.44,24.05,44.92,,,,,12.11,16.21,26.00,45.68,0.13,0.44,6.34,7.42,85.66,3.51,3.44,13.30,13.42,66.33,1.32,2.81,11.58,11.82,72.47,0.83,1.51,10.47,15.28,71.90,,,,,,0.51,0.97,9.16,16.94,72.41,1.58,2.56,5.19,8.71,81.96,10.59,9.28,11.31,12.11,56.71,8.13,7.00,10.82,12.49,61.57,3.75,8.31,17.85,19.62,50.46,,,,,,1.50,8.30,20.65,21.69,47.87,0.11,0.29,2.36,3.75,93.48,2.84,2.95,9.48,10.15,74.58,1.16,2.21,5.50,8.82,82.31,0.60,1.23,3.55,12.97,81.65,,,,,,0.20,0.67,3.31,11.91,83.91,0.01,0.08,0.38,1.77,97.76,1.30,1.19,4.27,5.80,87.44,0.48,0.98,1.86,4.17,92.52,0.10,0.60,1.70,4.16,93.44,,,,,,,0.16,1.60,3.78,94.46
E07000061,Eastbourne,4411,50691,484,0,338,,,1.34,98.66,0.02,2.24,22.58,75.17,1.49,1.74,4.59,92.18,,1.03,22.53,76.44,,,,,,0.59,19.23,80.18,,,,0.17,99.83,,,4.77,13.44,81.79,,,1.11,5.04,93.86,,,3.31,8.28,88.41,,,,,,,,2.67,7.41,89.92,,,,0.02,99.98,0.02,0.33,2.23,12.83,84.60,0.16,0.61,1.13,2.03,96.07,,0.21,0.82,12.20,86.77,,,,,,,0.30,0.89,11.54,87.28,,,,,100.00,,,0.02,3.58,96.40,,,0.52,1.58,97.90,,,,2.90,97.10,,,,,,,,,2.07,97.93,,,,,100.00,,,,0.02,99.98,,,,0.36,99.64,,,,,100.00,,,,,,,,,,100.00
E07000062,Hastings,2972,46074,457,0,325,,,0.21,99.79,,0.20,14.95,84.85,1.25,1.29,4.47,92.98,,,22.06,77.94,,,,,,,22.10,77.90,,,,0.08,99.92,,,1.82,3.77,94.41,,0.03,2.10,2.70,95.17,,,3.50,10.69,85.81,,,,,,,,2.45,11.65,85.90,,,,0.01,99.99,,0.11,0.54,7.00,92.35,0.34,0.92,1.49,2.09,95.17,,,1.09,10.69,88.22,,,,,,,,0.92,10.11,88.97,,,,,100.00,,,0.03,1.08,98.89,,,0.78,1.92,97.30,,,,4.80,95.20,,,,,,,,,4.90,95.10,,,,,100.00,,,,0.00,100.00,,,,0.95,99.05,,,,0.22,99.78,,,,,,,,,0.31,99.69
E07000063,Lewes,29209,47327,1321,0,906,0.03,0.41,3.44,96.12,3.31,4.27,25.09,67.33,1.15,2.19,12.45,84.21,4.98,7.91,29.22,57.89,,,,,5.07,6.06,28.37,60.51,,,0.46,2.39,97.15,0.16,0.51,9.92,10.28,79.14,,0.00,2.25,11.43,86.32,0.15,0.83,13.47,21.79,63.75,,,,,,0.22,1.21,10.24,18.66,69.67,,0.00,0.04,0.54,99.42,0.19,0.78,3.35,8.02,87.66,0.15,0.38,0.89,4.47,94.11,0.15,1.81,6.18,17.97,73.89,,,,,,0.22,1.54,5.50,15.75,76.98,,,0.02,0.26,99.72,0.00,0.21,1.43,4.24,94.11,,,0.40,2.53,97.07,0.08,0.23,1.66,10.32,87.71,,,,,,0.11,0.33,1.87,8.05,89.64,,,,0.01,99.99,,0.00,0.04,0.37,99.59,,,0.01,0.20,99.79,,,,1.59,98.41,,,,,,,,,1.44,98.56
E07000064,Rother,51163,49364,2561,0,1584,0.51,1.29,8.65,89.55,6.60,8.69,22.62,62.09,7.13,10.75,21.61,60.51,17.19,17.53,26.68,38.60,,,,,9.70,12.86,28.34,49.11,0.06,0.03,1.17,4.51,94.22,0.40,1.32,11.52,14.87,71.89,1.05,1.36,5.75,13.45,78.39,1.47,3.72,18.13,21.48,55.21,,,,,,0.06,1.81,10.23,19.61,68.29,0.02,0.20,0.42,2.31,97.06,0.94,2.63,7.07,14.17,75.20,0.83,3.14,6.10,13.31,76.62,2.01,6.05,14.76,22.65,54.53,,,,,,0.69,3.26,8.62,20.27,67.16,0.00,0.03,0.08,0.63,99.25,0.21,0.68,3.25,8.60,87.27,0.24,0.80,1.75,7.72,89.49,0.85,1.86,5.20,18.89,73.20,,,,,,,0.63,2.71,12.18,84.49,,0.00,0.02,0.05,99.93,0.02,0.13,0.33,2.14,97.38,,0.05,0.49,1.72,97.75,0.04,0.42,1.08,5.99,92.46,,,,,,,,0.31,2.40,97.29
E07000065,Wealden,83503,73925,4035,0,2396,1.17,1.91,13.11,83.81,10.99,9.77,26.58,52.66,8.90,8.49,23.58,59.03,20.73,16.61,28.70,33.96,,,,,19.11,17.02,27.87,36.00,0.01,0.09,2.98,10.55,86.37,0.80,1.48,17.34,22.52,57.86,0.18,0.62,7.31,16.54,75.34,0.94,2.73,19.37,26.66,50.29,,,,,,0.37,2.02,17.29,25.18,55.14,0.04,0.24,0.61,2.84,96.27,1.45,3.67,9.94,15.78,69.16,0.36,2.83,4.64,10.80,81.38,1.38,6.40,16.49,21.94,53.79,,,,,,1.07,5.30,15.65,22.84,55.13,,0.02,0.18,1.39,98.41,0.42,0.75,4.30,12.05,82.48,0.02,0.24,1.32,8.29,90.13,0.20,1.06,6.64,19.34,72.76,,,,,,0.16,0.70,4.21,19.26,75.66,,,0.01,0.08,99.92,0.04,0.22,0.51,2.50,96.74,,0.00,0.10,0.99,98.91,,0.13,0.90,5.11,93.87,,,,,,,,0.50,4.67,94.83
E07000066,Basildon,11009,83642,1024,0,771,,,0.52,99.48,0.04,1.60,19.26,79.10,,0.02,3.55,96.43,,1.36,19.84,78.80,,,,,,1.04,21.54,77.42,,,,0.04,99.96,,,1.11,4.59,94.30,,,0.05,1.52,98.44,,,2.44,13.29,84.27,,,,,,,,2.85,15.29,81.85,,,,0.16,99.84,,0.02,0.90,12.21,86.87,,,,0.64,99.36,,,1.18,12.50,86.32,,,,,,,,1.43,13.22,85.34,,,,0.00,100.00,,,0.06,1.99,97.95,,,,0.13,99.87,,,0.10,5.28,94.62,,,,,,,,0.13,5.19,94.68,,,,,100.00,,,,0.15,99.85,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E07000067,Braintree,61152,70608,2335,0,1265,0.35,1.31,9.46,88.88,5.19,10.71,31.58,52.52,1.81,5.27,22.58,70.35,6.58,10.53,32.48,50.41,,,,,6.98,12.20,34.86,45.96,0.03,0.11,2.74,4.55,92.56,0.39,1.87,12.23,12.32,73.18,0.02,0.23,5.27,14.20,80.28,0.43,1.56,17.37,22.67,57.97,,,,,,0.80,1.51,15.85,20.77,61.07,0.06,0.22,0.77,2.70,96.24,1.85,4.40,8.61,14.88,70.27,0.16,0.56,2.06,8.62,88.61,2.02,4.04,11.89,25.43,56.61,,,,,,2.78,3.96,11.74,26.08,55.44,,0.07,0.16,1.34,98.43,0.32,0.60,4.11,9.18,85.79,,0.08,0.46,3.95,95.51,0.39,0.52,5.87,15.72,77.50,,,,,,0.72,0.88,4.20,14.35,79.85,,,0.01,0.00,99.98,0.06,0.10,0.37,2.59,96.88,,,0.00,0.12,99.88,,,0.26,3.92,95.82,,,,,,,,0.08,4.54,95.38
E07000068,Brentwood,15313,35549,806,84,736,0.00,0.03,4.99,94.97,0.58,5.79,26.50,67.13,0.24,1.57,10.55,87.65,0.87,2.85,22.47,73.82,,2.39,19.00,78.61,0.95,3.39,20.94,74.72,,,0.41,1.42,98.18,,0.02,5.16,11.58,83.24,,,1.64,6.28,92.09,,,3.61,13.79,82.61,,,2.39,3.58,94.03,,,3.41,9.00,87.59,,,0.03,0.27,99.70,0.08,0.39,2.04,10.23,87.25,,0.04,0.76,3.88,95.32,,,1.74,12.65,85.61,,,,5.96,94.04,,,1.09,10.47,88.44,,,0.01,0.17,99.83,,0.01,0.66,3.56,95.76,,,0.10,2.46,97.44,,,0.62,6.71,92.68,,,,1.20,98.80,,,0.41,4.23,95.36,,,,,100.00,,,0.02,0.21,99.77,,,,0.01,99.99,,,,0.12,99.88,,,,,100.00,,,,,100.00
E07000069,Castle Point,4435,41077,395,0,246,,,0.31,99.69,0.00,1.44,28.28,70.27,,0.07,6.05,93.88,0.25,1.52,22.54,75.69,,,,,0.41,0.41,21.55,77.63,,,,0.00,100.00,,,1.79,8.32,89.90,,,,1.74,98.26,,,3.29,7.10,89.61,,,,,,,,4.88,8.55,86.57,,,,0.19,99.81,,0.21,1.79,21.28,76.71,,,0.11,1.04,98.85,,0.76,6.34,20.28,72.62,,,,,,,1.22,10.18,19.14,69.47,,,,,100.00,,,0.02,4.48,95.50,,,,0.18,99.82,,,0.25,5.33,94.42,,,,,,,,0.41,7.33,92.26,,,,,100.00,,,,0.04,99.96,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E07000070,Chelmsford,34228,81990,1874,0,1284,0.03,0.31,4.56,95.10,2.33,5.00,28.16,64.52,0.56,1.29,15.57,82.59,2.77,6.09,28.13,63.01,,,,,2.94,5.35,28.12,63.58,,,0.65,1.84,97.52,0.03,0.15,7.79,9.18,82.84,,0.01,2.58,9.25,88.16,,0.05,10.90,18.24,70.80,,,,,,,0.08,10.42,18.52,70.98,,0.00,0.04,0.58,99.38,0.22,0.82,3.54,11.73,83.69,,0.06,0.22,2.45,97.27,0.16,1.23,4.70,18.85,75.06,,,,,,0.08,0.54,4.36,18.60,76.42,,,0.00,0.14,99.86,,0.05,1.27,3.87,94.81,,,0.04,0.88,99.08,,,2.46,9.34,88.19,,,,,,,,2.10,9.48,88.42,,,,,100.00,,,0.02,0.32,99.66,,,,0.00,100.00,,,,0.92,99.08,,,,,,,,,0.24,99.76
E07000071,Colchester,33303,87427,1762,0,859,0.10,1.35,8.53,90.02,1.57,8.11,33.61,56.71,1.51,7.96,23.09,67.44,9.00,13.83,30.01,47.16,,,,,0.23,8.05,28.72,63.00,,0.00,1.04,3.41,95.55,0.10,0.75,10.71,13.26,75.19,,0.01,5.83,13.08,81.07,0.17,4.98,14.68,23.61,56.56,,,,,,,,6.07,22.45,71.49,,0.09,0.26,1.75,97.90,0.89,2.30,5.41,21.64,69.76,0.04,0.66,3.81,10.47,85.02,4.87,6.96,9.58,24.71,53.88,,,,,,,1.05,5.95,27.17,65.82,,,0.02,0.64,99.34,0.07,0.55,2.19,8.99,88.21,,,0.44,6.07,93.49,,2.95,8.95,14.00,74.11,,,,,,,,0.93,10.13,88.94,,,,0.01,99.99,,0.01,0.29,1.49,98.21,,,,0.18,99.82,,0.06,2.78,5.32,91.85,,,,,,,,,0.93,99.07
E07000072,Epping Forest,33907,61617,1725,555,1401,0.34,0.62,7.88,91.16,4.11,7.96,40.40,47.53,1.12,2.98,17.75,78.15,7.40,11.97,37.41,43.22,,0.72,22.86,76.43,5.54,8.70,31.92,53.85,,,1.22,3.19,95.59,0.07,0.37,11.91,11.97,75.68,,,2.87,9.68,87.45,,1.96,20.11,20.91,57.02,,,1.44,11.36,87.20,,1.56,13.09,14.88,70.47,,0.01,0.20,2.07,97.72,1.13,2.24,4.25,22.85,69.53,0.00,0.11,0.66,4.78,94.45,1.61,3.01,9.95,22.21,63.22,,,1.99,18.19,79.82,1.34,2.20,5.78,19.62,71.05,,,0.02,0.48,99.50,0.06,0.25,2.40,9.09,88.19,,,0.02,1.80,98.18,,1.33,6.57,14.66,77.45,,,0.18,5.06,94.76,,0.99,3.91,10.05,85.05,,,,,100.00,,0.00,0.08,1.15,98.77,,,,,100.00,,,0.23,2.03,97.74,,,,0.18,99.82,,,0.21,1.28,98.50
E07000073,Harlow,3048,41223,308,18,290,,,0.80,99.20,,0.59,27.03,72.38,,,2.00,98.00,,,24.37,75.63,,,27.80,72.20,,,22.77,77.23,,,,0.08,99.92,,,4.71,4.62,90.67,,,,0.20,99.80,,,2.59,6.17,91.23,,,,11.12,88.88,,,2.41,5.52,92.07,,,,,100.00,,0.04,0.21,2.25,97.51,,,,,100.00,,,,3.57,96.43,,,,38.88,61.12,,,,4.84,95.16,,,,,100.00,,,0.04,0.59,99.37,,,,,100.00,,,,0.65,99.35,,,,5.56,94.44,,,,1.03,98.97,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00
E07000074,Maldon,35612,29823,1248,0,102,0.97,4.97,27.84,66.23,15.01,20.19,34.50,30.30,1.70,7.46,24.72,66.12,31.14,26.92,26.16,15.77,,,,,21.49,4.88,50.08,23.55,,0.01,7.97,9.06,82.96,1.44,5.65,24.04,20.53,48.34,,0.02,2.58,13.10,84.29,1.54,7.65,26.39,32.43,32.00,,,,,,,1.95,18.59,34.29,45.17,,0.06,1.44,8.75,89.75,2.47,11.65,17.42,20.18,48.29,0.01,0.23,1.58,9.14,89.05,3.29,23.08,19.50,22.14,31.99,,,,,,,,6.84,30.34,62.82,,,0.01,2.14,97.85,0.41,2.11,6.99,20.05,70.44,,,0.04,1.16,98.79,0.24,2.33,11.42,26.76,59.25,,,,,,,,1.95,8.80,89.25,,,,,100.00,,0.05,0.74,7.33,91.88,,,,0.01,99.99,,0.16,1.29,9.99,88.56,,,,,,,,,,100.00
E07000075,Rochford,16861,37846,350,0,216,0.22,0.65,4.56,94.57,4.02,6.55,18.60,70.83,0.28,6.51,12.36,80.86,,2.63,18.02,79.35,,,,,,,17.62,82.38,,,0.16,1.49,98.35,0.16,0.92,2.59,8.44,87.89,,,2.61,5.38,92.02,,,5.69,17.12,77.19,,,,,,,,9.25,22.69,68.06,,,0.32,1.08,98.59,1.09,1.47,5.07,10.86,81.51,,0.03,2.13,6.86,90.98,,0.85,6.00,17.44,75.71,,,,,,,1.39,8.81,23.15,66.66,,,,0.09,99.91,0.08,0.64,0.82,4.68,93.78,,,,0.26,99.74,,,0.86,7.99,91.15,,,,,,,,1.39,11.58,87.03,,,,,100.00,,,0.04,0.98,98.98,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E07000076,Tendring,33481,73997,2448,0,797,,0.07,4.98,94.95,1.46,5.17,25.48,67.89,0.00,1.09,10.91,87.99,2.99,12.34,30.09,54.59,,,,,,5.39,28.67,65.94,,,0.14,2.41,97.45,,0.17,8.72,12.02,79.10,,,0.90,7.16,91.94,,0.61,12.92,20.69,65.78,,,,,,,,6.88,20.01,73.11,,0.00,0.09,3.84,96.06,0.31,2.46,8.71,18.60,69.92,0.00,0.05,0.44,3.89,95.61,0.53,4.05,14.02,26.03,55.36,,,,,,,0.37,6.63,26.93,66.07,,,0.00,0.11,99.89,,0.05,1.95,7.08,90.92,,,0.05,0.99,98.96,,0.08,4.66,16.29,78.97,,,,,,,,0.88,9.63,89.49,,,,0.00,100.00,,,0.05,0.82,99.13,,,,0.03,99.97,,,0.16,2.41,97.43,,,,,,,,,0.63,99.37
E07000077,Uttlesford,64133,40928,2869,405,951,0.65,1.44,14.10,83.81,7.36,10.60,31.54,50.49,0.88,2.29,20.17,76.66,10.02,11.44,36.69,41.85,,,28.16,71.84,2.23,4.65,35.13,57.99,,,2.44,6.08,91.48,0.71,1.20,17.58,14.13,66.38,,0.00,2.77,11.10,86.13,0.25,0.87,18.93,22.41,57.54,,,0.74,12.11,87.15,,0.11,6.97,16.21,76.71,0.07,0.32,0.84,4.52,94.26,3.05,3.67,8.62,21.88,62.78,0.03,0.28,1.10,7.01,91.58,2.09,6.05,11.47,31.09,49.29,,,3.71,16.05,80.24,,0.64,6.41,23.18,69.76,,,0.45,1.82,97.73,0.62,0.88,5.06,13.30,80.15,,0.00,0.23,2.72,97.05,0.21,0.67,5.95,18.70,74.47,,,,6.43,93.57,,,1.16,10.33,88.51,,,,0.02,99.98,0.07,0.28,0.56,3.09,96.00,,,,0.02,99.98,,0.07,0.49,2.71,96.73,,,,0.99,99.01,,,,1.05,98.95
E07000078,Cheltenham,4653,60012,511,0,388,0.00,0.00,1.04,98.95,0.00,0.02,22.42,77.56,0.09,0.39,2.11,97.41,,1.58,20.94,77.48,,,,,,2.08,19.82,78.10,,,0.00,0.09,99.90,0.00,,4.83,5.25,89.92,,0.02,0.02,1.40,98.55,,,3.34,8.42,88.24,,,,,,,,2.06,8.50,89.43,,0.00,,0.06,99.94,0.00,0.09,2.71,14.29,82.91,,0.11,0.35,1.30,98.25,,,6.68,12.90,80.41,,,,,,,,8.81,15.70,75.49,,,,0.00,100.00,0.00,,1.05,3.02,95.92,,,0.02,0.15,99.83,,,0.20,6.46,93.34,,,,,,,,0.26,8.00,91.74,,,,,100.00,,0.00,,0.03,99.97,,,,,100.00,,,,0.58,99.42,,,,,,,,,0.77,99.23
