laua,laua_name,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Vocie_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4,per_sites_with_fibre_backhaul
E07000189,South Somerset,0.35,0.7,10.19,88.75,8.45,11.14,35.24,45.18,1.04,2,9.11,87.85,7.11,11.39,31.55,49.94,12.04,18.85,30.39,38.73,5.09,10.4,32.93,51.58,0,0.04,0.68,6.99,92.29,0.63,1.59,10.68,18.52,68.57,0.02,0.15,1.47,4.38,93.98,0.53,1.52,8.87,21.58,67.51,1.63,2.57,10.56,21.38,63.85,0.16,0.82,7.84,19.85,71.34,0.12,0.34,1.82,11.35,86.36,3.2,6.69,12.4,21.35,56.36,0.39,0.88,3.06,11.14,84.54,1.54,4.92,13.69,28.77,51.08,4.1,8.77,22.37,28.87,35.89,0.65,3.02,12.35,29.28,54.71,,0.04,0.1,0.95,98.92,0.4,0.76,4.57,9.5,84.76,0.01,0.06,0.38,1.64,97.9,0.35,0.55,3.35,9,86.75,,1.66,5.07,12.19,79.98,0.03,0.22,2.4,8.18,89.16,,0.01,0.01,0.09,99.89,0.12,0.2,1.36,3.99,94.33,,0.01,0.05,0.33,99.62,0.02,0.31,1.29,3.99,94.4,,,2.49,7.2,89.28,,0.06,0.59,2.75,96.6,54
E07000192,Cannock Chase,,0.04,9.86,90.1,0.29,1.83,48.51,49.37,0.43,2.94,30.99,65.64,0.66,2.81,39.35,57.17,7.66,11.21,47.62,33.5,0.76,2.84,39.52,56.88,,,1.49,3.5,95.01,,0.04,18.18,17.91,63.87,,0.01,5.56,18.6,75.83,,0.17,17.37,12.89,69.57,0.18,2.63,28.01,27.88,41.3,,0.19,15.14,13.05,71.62,,,0.01,0.77,99.21,0.04,0.12,1.17,17.97,80.71,0.1,0.47,2.2,6.07,91.16,0.83,1.33,4.8,10.9,82.14,3.59,7.07,12.27,21.72,55.35,0.95,1.52,5.3,8.87,83.36,,,,0.27,99.73,,0.01,0.5,10.41,89.07,,0.01,0.76,4.88,94.35,,0.17,5.79,7.78,86.26,,1.68,9.18,22.15,66.91,,0.19,6.25,4.92,88.65,,,,,100,,,0.01,0.63,99.37,,,0.01,0.09,99.9,,,2.15,2.65,95.2,,,2.03,5.88,91.53,,,2.46,3.03,94.51,74
E07000193,East Staffordshire,0.64,1.17,5.06,93.14,5.61,6.82,34.24,53.33,4.44,6.37,14.48,74.71,13.68,11.35,27.52,47.46,25.81,18.87,25.24,30.08,10.36,6.92,24.49,58.23,,,0.38,1.9,97.71,0.78,1.06,7.14,10.75,80.27,0.02,0.19,3.07,10.73,86,2.22,2.4,12.3,20.33,62.74,4.27,5.84,16.93,24.87,48.09,2.06,2.05,8.88,13.88,73.13,0.01,0.41,0.8,2.17,96.62,0.77,3.6,7.26,11.85,76.52,0.36,2.77,6.23,10.61,80.03,2.85,8.91,11.75,17.29,59.19,6.95,15.61,19.58,21.51,36.35,3.17,6.63,6.92,13.6,69.67,,,0.01,0.33,99.66,0.24,0.78,1.28,6.65,91.05,0.01,0.12,0.4,3.49,95.99,1.23,1.99,3.48,12.31,80.99,,4.23,7.98,15.98,69.4,1.49,1.4,2.43,7.17,87.5,,,0,0.09,99.91,0.01,0.32,0.71,1.57,97.4,,0,0.06,0.49,99.45,0.05,1.36,1.99,3.83,92.78,,,4.44,8.07,85,,0.84,2.05,2.23,94.88,0
E07000194,Lichfield,0.16,0.71,14.12,85.01,3.71,6.18,46.03,44.09,0.93,2.44,11.88,84.75,3.17,7.56,36.08,53.19,12.58,16.6,32.19,38.63,2.51,6.55,37.41,53.52,,,1.87,16.09,82.04,0.18,0.92,28.89,22.02,47.99,,0.01,1.21,6.63,92.15,0.05,0.2,12.95,21.66,65.14,1.33,2.6,16.7,24.7,54.66,,0.1,14.58,22.18,63.13,,0.03,0.32,5.05,94.6,0.51,2.75,8.53,35.03,53.18,,0.05,1.28,8.67,90,0.39,2.18,8.54,28.88,60.01,1.57,7.19,18.45,31.01,41.77,0.2,1.79,7.52,31.45,59.04,,,,0.58,99.42,0.05,0.29,4.02,19.77,75.87,,,0,1.05,98.95,0.05,,1,10.77,88.17,,1.08,4.18,15.98,78.33,,,0.95,13.89,85.16,,,,,100,,0.02,0.33,3.36,96.28,,,,0.02,99.98,,,0.05,2.11,97.84,,,1.18,6.41,92.37,,,,3.31,96.69,86
E07000195,Newcastle-under-Lyme,0.03,0.18,2.13,97.66,0.66,2.44,30.89,66.01,1.47,2.87,9.84,85.83,6.19,8.06,30.18,55.57,11.58,13.28,27.25,47.9,4.79,5.96,32.41,56.85,,,0.02,0.63,99.34,0.01,0.09,4.82,10.82,84.25,,0.03,1.17,3.99,94.81,0.12,1.14,6.12,16.19,76.42,1.2,1.91,8.64,19.32,68.93,,1.1,4.65,17.71,76.54,0,,0.18,0.27,99.55,0.05,0.19,2.55,17.08,80.11,0.21,0.35,2.47,5.3,91.67,0.18,2.71,9.26,19.64,68.21,2,4.58,14.7,20.58,58.14,0.16,2.67,6.99,21.6,68.58,,,0,0.04,99.96,0,0.02,0.48,3.39,96.12,,0.02,0.22,1.15,98.62,,0.36,2.1,6.73,90.8,,1.01,2.96,9.33,85.79,,0.32,2.04,7.03,90.62,,,,,100,0,,0.12,0.26,99.62,,,0.03,0.21,99.76,,0.18,1.5,1.14,97.17,,,1.73,4.31,93.45,,0.24,1.41,1.02,97.33,53
E07000196,South Staffordshire,0.09,0.25,4.35,95.3,2.7,8.98,21.96,66.36,1.01,2.62,10.59,85.78,5.23,9.4,23.65,61.72,12.28,17.02,26.2,44.51,3.68,7.11,24.83,64.38,,,0.8,1.21,97.99,0.06,0.21,5.37,11.24,83.12,,0.01,0.78,4.42,94.8,,0.19,6.87,19.84,73.1,0.64,1.94,11.81,26.28,59.33,,0.12,6.35,21.45,72.08,,0,0.27,3.23,96.49,0.22,1.25,11.59,21.75,65.19,0,0.18,2.62,8.38,88.82,0.62,2.49,8.96,22.16,65.77,2.82,7.12,19.75,24.17,46.14,0.89,1.78,7.7,23.16,66.47,,,0.01,0.13,99.86,0,0.03,1.44,7.59,90.93,,,0.05,1.66,98.29,,,1.92,8.88,89.2,,1.32,5.92,15.04,77.44,,,1.96,10.16,87.88,,,,0.01,99.99,,0,0.18,1.89,97.93,,,,0.25,99.75,,,,1.94,98.06,,,1.74,6.37,91.76,,,,2.83,97.17,42
E07000197,Stafford,0.21,0.8,8.5,90.5,4.89,7.49,30.64,56.99,2.53,5.03,15.98,76.46,10.48,14.31,31.97,43.25,23.69,20.77,24.81,30.73,5.59,11.35,29.53,53.53,0.01,0.02,2.66,3.31,94,0.32,0.66,12.57,14.13,72.32,0.04,0.24,3.37,10.54,85.81,0.97,1.8,17.34,22.21,57.67,2.8,4.81,23.49,25.98,42.93,0.17,0.56,14.24,21.21,63.81,0.09,0.18,0.63,2.53,96.57,1.84,3.09,7.49,13.59,73.98,0.46,1.67,3.62,11.49,82.76,2.88,8.48,13.17,23.21,52.26,9.12,15.63,18.37,21.31,35.56,0.81,4.93,10.56,22.02,61.68,0.01,0.02,0.06,0.44,99.48,0.27,0.44,2.32,9.83,87.14,0.03,0.13,0.53,2.95,96.36,0.55,1.37,3.15,15.23,79.7,,3.29,9.17,18.77,66.72,,0.35,1.96,13.86,83.83,,0,0,0.06,99.93,0.09,0.13,0.38,1.84,97.56,,0.03,0.08,0.37,99.53,0.11,0.58,1.26,3.55,94.5,,,2.97,8.51,86.72,,,0.44,1.92,97.64,56
E07000198,Staffordshire Moorlands,1.44,1.43,4.33,92.8,5.97,8.45,37.97,47.61,10.89,10.08,14.26,64.76,16.29,16.27,21.48,45.96,31.43,21.47,19.09,28,10.09,14.95,23.61,51.35,0.11,0.32,1.27,3.33,94.96,1.58,1.26,5.65,18.18,73.34,2.03,2.87,8.44,10.82,75.84,5.98,3.52,9.61,17.54,63.36,12.16,7.67,14.3,20.35,45.53,1,1.62,6.77,16.83,73.79,0.84,0.94,1.3,2.11,94.82,3.11,3.85,6.25,15.3,71.5,5.82,8.15,7.61,9.68,68.74,9.67,11.41,11.04,15.48,52.4,19.65,16.65,16.4,15.76,31.53,4.56,8.31,10.48,17.2,59.45,0.1,0.23,0.52,1.3,97.86,1.41,1.02,1.52,5.87,90.18,1.62,2.02,4.01,7.36,84.99,4.97,2.84,6.32,9.41,76.46,,6.58,9.78,13.53,59.6,0.75,1.25,2.67,8.75,86.58,0.01,0.07,0.14,0.62,99.15,0.76,0.69,0.92,2.06,95.56,0.58,0.94,1.95,4.2,92.33,2.49,2.9,5.19,4.71,84.71,,,7.62,9.23,72.03,0.06,0.44,1.5,3.19,94.81,70
E07000199,Tamworth,,,0.28,99.72,0.1,1.91,28.97,69.02,,,1.4,98.6,0.91,2.49,26.75,69.84,0.68,2.4,26.38,70.54,0.38,2.67,30.16,66.79,,,,0.29,99.71,,,2.75,17.6,79.65,,,0.03,0.84,99.12,,,1.81,20.65,77.54,,,4.09,19.47,76.45,,,2.29,18.33,79.38,,,,1.15,98.85,,,0.4,20.13,79.47,,,,0.81,99.19,,0.23,0.68,18.88,80.21,,0.1,0.84,18.16,80.9,,0.38,1.15,11.11,87.36,,,,0.1,99.9,,,,7.53,92.47,,,,0.1,99.9,,,,6.82,93.18,,,0.1,7.4,92.51,,,,6.51,93.49,,,,,100,,,,0.86,99.14,,,,,100,,,,0.23,99.77,,,,0.62,99.38,,,,0.38,99.62,84
E07000200,Babergh,1.14,5.15,11.26,82.45,9.15,13.84,34.1,42.9,3.3,7.72,18.03,70.94,12.33,18.98,27.98,40.71,22.66,21.9,23.89,31.56,7.52,18.84,29.81,43.84,,0.04,2.97,5.78,91.21,0.59,4,13.89,14.68,66.84,0,0.12,4.05,10.24,85.59,0.46,2.89,15.88,22.48,58.29,2.25,6.17,20.22,25.04,46.32,,2.15,13.72,20.55,63.58,0.01,0.19,2.11,3.61,94.06,3.86,3.75,7.61,17.75,67.03,0.15,0.65,2.3,7.24,89.67,3.75,6.16,14.69,22.93,52.47,7.87,10.03,15.13,21.67,45.31,0.82,3.95,13.26,23.31,58.67,,,0.39,2.05,97.56,0.5,2.78,4.77,8.79,83.17,0,0.03,0.46,2.3,97.2,0.46,1.78,6.66,14.85,76.25,,4,9.01,17.02,68.12,,0.95,4.57,11.41,83.07,,,,0.27,99.73,0.01,0.19,2.03,3.39,94.37,,,,0.13,99.87,0.03,0.33,1.5,5.26,92.87,,,2.22,6.65,90.36,,,1.4,4.75,93.85,51
E07000202,Ipswich,,,0.57,99.43,,0.21,18.46,81.33,,,2.18,97.82,,0.71,16.53,82.76,,0.46,20.24,79.3,,0.92,18.08,81,,,,0.06,99.94,,,6.8,7.22,85.99,,,0.1,0.66,99.24,,,6.95,8.35,84.7,,,7.07,9.69,83.24,,,8.27,10.29,81.44,,,,0.03,99.97,,,0.4,14.47,85.14,,,,0.41,99.59,,0.36,1.42,13.16,85.06,0.05,0.18,1.93,14.28,83.57,,0.46,1.83,14.43,83.28,,,,,100,,,0,2.63,97.37,,,,0.3,99.7,,,0.89,2.85,96.26,,,0.51,4.41,95.08,,,1.15,3.21,95.64,,,,,100,,,,0.03,99.97,,,,,100,,,,0.71,99.29,,,,0.41,99.59,,,,0.92,99.08,72
E07000203,Mid Suffolk,0.2,7.11,18.33,74.36,10.84,24.82,32.96,31.38,0.5,6.6,27.72,65.18,13.16,24.39,30.48,31.96,17.09,27.47,29.94,25.5,7.64,18.56,34.62,39.17,,,4.71,10.45,84.83,0.25,6.12,21.03,19.17,53.43,,0.01,5.18,16.5,78.31,0.7,5.92,23.92,24.02,45.44,0.39,5.89,33.82,27.28,32.62,,2.56,20.9,20.72,55.83,,0.04,0.68,7.8,91.47,2.13,8.37,13.01,26.89,49.61,,0.06,0.82,8.49,90.63,3.17,9.24,17.85,24.26,45.47,3.38,10.74,20.18,25.37,40.33,1.43,4.23,18.93,25.16,50.24,,,0.05,1.42,98.52,0.06,2.17,9.35,16.08,72.33,,,0.11,1.5,98.39,0.43,2.32,10.57,17.79,68.9,,2.09,12.8,21.79,63.09,,0.67,7.72,14.09,77.51,,,,0.12,99.88,,0.04,0.63,7.33,92,,,,0.04,99.96,,0.12,1.65,8.52,89.71,,,0.73,7.67,91.56,,,1.79,4.15,94.05,90
E07000207,Elmbridge,,0.1,0.71,99.19,0.18,1.55,24.42,73.85,,0.21,7.01,92.78,1.62,2.2,19.38,76.79,1.65,6.25,27.23,64.86,1.72,1.72,21.67,74.89,,,0,0.29,99.71,,0,5.18,6.93,87.89,,,0.07,3.58,96.35,,,4.02,8.88,87.1,,0.04,7.51,14.97,77.48,,,4.14,10.54,85.32,,,,0.12,99.88,,0.09,0.68,6.96,92.27,,,0.01,3.22,96.77,0.1,0.76,1.24,11.37,86.53,0.05,0.92,2.52,16.75,79.76,0.11,0.92,1.26,13.07,84.63,,,,0.07,99.93,,,0.3,2.73,96.96,,,,1.78,98.22,,,0.38,6.88,92.74,,0.01,0.49,11.08,88.42,,,0.23,8.72,91.05,,,,,100,,,,0.08,99.92,,,,,100,,,,2.2,97.8,,,,3.13,96.87,,,,2.65,97.35,70
E07000208,Epsom and Ewell,,,0.8,99.2,0.03,0.79,21.11,78.07,,0.29,6.07,93.64,,1.45,20.41,78.14,0.26,5.83,26.96,66.95,,1.81,12.73,85.46,,,,0.04,99.96,,,1.33,6.04,92.63,,,0.06,2.52,97.42,,,5.2,12.09,82.71,,,7.01,16.32,76.67,,,1.37,10.01,88.62,,,,0.17,99.83,,0.17,1.71,13.36,84.77,,,,1.81,98.19,,0.42,0.83,10.4,88.35,0.03,0.38,3.6,18.62,77.37,,0.9,1.36,10.46,87.28,,,,0.01,99.99,,,,2.02,97.98,,,,0.82,99.18,,,0.21,2.9,96.89,,,0.71,9.35,89.95,,,,0.45,99.55,,,,,100,,,,0.17,99.83,,,,0.03,99.97,,,,0.41,99.59,,,,1.81,98.19,,,,,100,44
E07000209,Guildford,0.39,0.26,5.42,93.94,1.45,3.57,24.76,70.22,2.85,2.89,22.59,71.67,3.32,7.01,32.83,56.84,14.43,12.02,35.51,38.04,2.15,7.58,32.43,57.84,0.01,0.03,0.75,1.45,97.75,0.14,0.29,4.66,7.19,87.72,0.02,0.25,4.1,10.98,84.66,0.64,0.54,9.17,15.96,73.68,1.66,2.36,17.93,25.05,53.01,,0.19,7.33,15.54,76.94,0.17,0.1,0.33,1.42,97.99,0.72,1.11,4.97,16.53,76.68,0.89,1.59,2.06,7.68,87.77,2.01,2.28,8.25,24.5,62.97,6.24,7.2,13.15,25.72,47.69,0.88,2.02,6.25,21.7,69.15,0.01,0.03,0.14,0.27,99.55,0.13,0.22,1.28,4.56,93.81,0.02,0.23,0.93,4.62,94.2,0.54,0.49,3.32,11.35,84.29,,1.89,6.59,21.19,68.86,,0.13,1.53,9.81,88.53,,0,0.01,0.05,99.93,0.12,0.09,0.21,0.76,98.82,,0.04,0.17,0.43,99.36,0.54,0.25,1.04,3.52,94.65,,,1.7,7.23,89.33,,,0.06,2.59,97.35,41
E07000210,Mole Valley,0.41,0.63,4.52,94.44,3.55,4.26,23.66,68.53,6.17,6.49,22.05,65.29,8.65,7.63,29.22,54.5,25.51,15.65,26.66,32.19,1.32,4.55,32.55,61.59,0.02,0.07,1.17,2.57,96.18,0.22,0.43,6.56,8.63,84.16,0.22,0.33,6.52,15.25,77.68,0.41,1.97,13.71,18.13,65.77,3.75,5.31,26.87,20.97,43.11,,0.1,7.87,17.08,74.95,0.19,0.15,0.52,4.33,94.82,1.87,2.86,5.34,27.64,62.28,2.6,3.36,4.38,14.7,74.95,6.35,4.96,11.1,23.95,53.63,15.21,12.39,16.47,26.17,29.77,0.4,1.72,9.21,27.42,61.25,0.02,0.06,0.14,1.39,98.4,0.21,0.35,2.54,7.09,89.81,0.21,0.3,1.23,11.22,87.04,0.33,1.56,7.92,17.89,72.3,,4.1,13,23.9,55.55,,,2.82,15.57,81.6,0.01,0.01,0.03,0.13,99.82,0.13,0.14,0.31,2.43,96.99,0.07,0.12,0.26,1.62,97.93,0.08,0.33,2.13,9.01,88.44,,,3.8,13.91,77.92,,,0.1,3.94,95.95,69
E07000211,Reigate and Banstead,,0.01,0.97,99.01,0.15,1.63,19.17,79.06,0.02,0.49,9.78,89.7,1.75,3.93,29.36,64.96,2.91,8.25,31.35,57.48,0.55,2.54,29.91,66.99,,,0.11,0.39,99.5,,0.01,2.47,5.89,91.63,,,0.75,5.14,94.1,,0.35,6.81,14.42,78.42,0.02,0.41,10.55,18.71,70.31,,,6.06,13.26,80.68,0,0.01,0,0.17,99.82,0.05,0.34,2.9,14.66,82.05,0.02,0.08,0.36,2.39,97.15,0.95,2.18,4.82,19.67,72.38,1.17,3.09,8.28,23.71,63.76,,0.11,5.96,18.44,75.5,,,0.01,0.02,99.97,,0.01,0.52,3.11,96.36,,,0.07,1.04,98.89,,,2.35,10.58,87.07,,0.15,3.24,13.05,83.53,,,2.86,9.5,87.64,,,,,100,,0.01,0,0.12,99.87,,,,0.08,99.92,,,0.09,1.49,98.43,,,0.2,2.17,97.57,,,,1.32,98.68,57
E07000212,Runnymede,0.02,0.06,2.06,97.86,0.15,4.5,30.16,65.19,0.11,0.93,12.66,86.29,1.07,5.94,33.32,59.67,3.66,8.33,37.85,50.17,0.13,2.49,32.76,64.62,,,0.11,0.56,99.33,,0.07,3,12.9,84.04,,,0.23,6.65,93.12,,0.12,7.47,15.81,76.6,0.01,0.06,12.96,20.4,66.57,,0.13,7.07,12.62,80.18,,,0.1,0.67,99.22,0.6,0.49,1.26,9.2,88.45,,0.04,0.79,8.57,90.6,1.66,2.5,4.04,16.73,75.08,1.61,3.8,7.99,26.46,60.15,1.18,1.71,3.01,17.59,76.51,,,,0.4,99.6,,0.06,1.03,3.46,95.44,,,,4.43,95.57,,0.12,3.44,10.55,85.89,,0.04,4.05,19.49,76.4,,0.13,3.02,8.65,88.2,,,,0.02,99.98,,,0.01,0.76,99.24,,,,0.41,99.59,,,0.12,6.04,93.85,,,0.09,8.78,91.12,,,0.13,3.79,96.08,83
E07000213,Spelthorne,,,0.01,99.99,,1.05,11.29,87.66,,,0.39,99.61,,0.99,9.88,89.13,,0.58,12.81,86.6,,,6.83,93.17,,,,0,100,,,0.27,3.59,96.14,,,,0.16,99.84,,,,3.62,96.38,,,1.19,5.1,93.71,,,,2.59,97.41,,,,,100,,0.01,0.09,4.33,95.57,,,,0.08,99.92,,,0.16,4.12,95.72,,0.06,0.45,5.46,94.03,,,0.23,4.23,95.54,,,,,100,,,0.01,0.17,99.82,,,,,100,,,,0.49,99.51,,,0.14,1.35,98.52,,,,1.18,98.82,,,,,100,,,,,100,,,,,100,,,,,100,,,,0.06,99.94,,,,,100,81
E07000214,Surrey Heath,,0.05,1.39,98.56,0.4,1.82,20.68,77.11,0.03,0.97,15.99,83.01,0.85,5.94,27.85,65.36,5.52,10.33,34.18,49.97,0.88,3.51,23.89,71.72,,,0.19,0.42,99.39,,0.01,1.61,3.09,95.28,,,0.67,6.44,92.89,,,3.83,12.27,83.9,,0.19,11.26,21.57,66.98,,,2.05,9.88,88.07,,,0.07,0.86,99.07,0.13,0.22,3.02,18.94,77.69,,0.02,0.4,10.62,88.96,,0.85,6.05,27.7,65.4,1.4,5.08,13.29,31.5,48.73,,0.58,3.78,29.74,65.9,,,0.06,0.29,99.65,,0.01,0.33,2.13,97.53,,,0.06,3.49,96.44,,,1.17,9.22,89.6,,0.15,4.07,21.81,73.97,,,0.44,7.7,91.86,,,,,100,,,0.06,0.72,99.22,,,,0.15,99.85,,,,3.29,96.71,,,0.17,10.01,89.82,,,,2.32,97.68,74
E07000215,Tandridge,0.04,0.66,7.29,92.01,3.01,8.85,28.83,59.3,0.24,2.6,14.39,82.77,8.37,12.86,30.59,48.18,10.67,19.32,32.11,37.91,1.99,10.23,37.94,49.84,,0,0.88,2.59,96.53,0.02,0.65,9.83,11.98,77.52,,0.03,1.68,6.79,91.51,0.27,0.9,17.3,18.4,63.12,0.24,1.91,19.89,25.51,52.46,,,11.56,17.18,71.26,,0.01,0.2,2.05,97.75,0.94,2.53,6.92,17.04,72.56,0.01,0.2,1.34,6.83,91.61,1.26,9.47,11.33,19.88,58.06,2.38,8.96,17.6,27.7,43.36,0.5,3.63,8.46,22.36,65.05,,,0.02,0.51,99.47,,0.32,1.83,8.23,89.62,,,0.12,2.65,97.24,,0.36,3.32,15.87,80.45,,0.73,4.92,19.75,74.53,,,1.13,15.78,83.09,,,,0.01,99.99,,,0.16,1.28,98.57,,,,0.05,99.95,,,0.27,2.23,97.5,,,0.82,5.09,94.02,,,,1.87,98.13,62
E07000216,Waverley,0.93,1.65,10.95,86.47,8.47,9.73,30.18,51.62,8.14,9.31,30.77,51.78,18.18,16.29,31.71,33.82,36.07,22.6,23.63,17.7,11.14,13.68,32.86,42.31,0,0.15,0.68,2.83,96.34,0.56,0.7,10.18,14,74.56,0.02,0.39,4.36,17.26,77.97,1.41,1.75,17.44,23.69,55.71,4.23,6.18,23.82,27.46,38.3,,0.39,11.84,21.87,65.89,0.23,0.31,0.97,3.05,95.43,1.59,3.89,9.37,18.4,66.75,0.81,3.88,5.71,12.2,77.39,3.24,8.46,18.63,20.33,49.34,9.21,20.5,22.79,18.17,29.33,1.23,4.77,13.51,20.46,60.02,0,0.13,0.17,0.81,98.89,0.42,0.45,2.71,8.22,88.2,0.01,0.25,0.96,7.7,91.08,1.26,0.68,6.36,18.3,73.4,,4.77,11.98,26.33,54.08,,0.15,3.66,13.46,82.72,,0,0.11,0.17,99.72,0.22,0.24,0.65,2.69,96.2,,0.02,0.2,0.65,99.13,0.97,0.34,1.08,6.12,91.49,,,4.54,11.03,80.78,,,0.32,3.29,96.39,62
E07000217,Woking,,,1.38,98.62,0.39,0.29,16.1,83.21,,,14.87,85.13,2.1,4.21,27.92,65.77,2.11,5.92,37.07,54.9,0.46,2.32,32.77,64.44,,,,0.19,99.81,,,1.13,3.55,95.31,,,0.02,3.83,96.15,,,6.83,11.41,81.76,,,9.83,21.77,68.4,,,7.64,10.46,81.9,,,,0.35,99.65,0.03,0.15,0.78,9.89,89.15,,,0.03,5.21,94.76,0.35,2.44,3.49,19.61,74.1,0.78,2.4,6.78,26.45,63.59,,0.69,2.54,18.98,77.78,,,,0.03,99.97,,,0.08,1.72,98.2,,,,1.48,98.52,,,1.75,8.22,90.04,,,1.68,17.57,80.75,,,1.62,8.33,90.06,,,,,100,,,,0.31,99.69,,,,,100,,,,3.49,96.51,,,,4.93,95.07,,,,4.15,95.85,55
E07000218,North Warwickshire,1.04,2.32,8.79,87.84,10.14,10.58,26.41,52.88,0.84,3.21,11.8,84.15,7.66,16.21,32.39,43.73,13.29,17.54,32.33,36.83,0.82,6.34,30.5,62.34,,0,0.83,4.55,94.62,0.52,3.77,15.27,12.89,67.55,,0.01,0.64,5.46,93.9,0.43,1.98,10.62,24.02,62.95,1.1,3.59,13.47,25.07,56.78,,,4.71,16.92,78.37,,0.33,1.2,6.16,92.31,3.27,5.51,11.56,33.29,46.37,0,0.31,1.68,8.14,89.86,1.05,5.67,13.12,33.99,46.16,2.35,7.82,16.27,33.33,40.25,,0.45,5.75,33.39,60.41,,,0.07,0.67,99.26,0.21,1.95,3.79,13.98,80.07,,0,0.02,1.29,98.68,0.31,0.43,3.47,12.93,82.86,,1.67,5.29,16.7,75.87,,,,9.49,90.51,,,,0.03,99.97,,0.33,1.19,4.1,94.37,,,,0.07,99.93,,0.19,0.62,3.77,95.43,,,1.57,6.14,92,,,,2.33,97.67,42
E07000219,Nuneaton and Bedworth,,,0.85,99.15,0.04,0.96,30.55,68.45,0.05,0.24,3.67,96.04,0.5,3.27,32.28,63.94,3.07,5.07,25.37,66.49,,,32.67,67.33,,,,0.16,99.84,,,7.19,9.26,83.55,,,0.09,1.78,98.13,,,7.36,21.07,71.57,0.06,0.35,8.6,20.32,70.66,,,4.88,24.11,71.02,,,0.09,0.33,99.58,,0.03,1.1,10.84,88.03,,,0.06,1.61,98.32,,0.38,2.77,15.61,81.24,0.71,3.1,6.14,18.35,71.71,,,1.14,18.29,80.57,,,,0.06,99.94,,,0.21,2.88,96.91,,,,0.34,99.66,,,0.51,7.47,92.02,,0.18,1.76,8.93,89.09,,,,5.14,94.86,,,,,100,,,0.09,,99.91,,,,,100,,,,,100,,,0.06,0.55,99.38,,,,,100,56
