laua,laua_name,pixel_count,prem_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Vocie_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4
E07000093,Test Valley,62748,59965,2763,227,2287,0.58,1.66,10.68,87.08,6.94,7.28,31.01,54.77,4.19,6.99,18.35,70.48,10.89,13.87,30.97,44.27,0.44,2.66,30.38,66.52,6.11,10.59,33.13,50.16,,0.17,2.5,4.23,93.1,0.4,1.15,13.01,13.45,72,0.03,0.65,5.39,13.31,80.62,0.9,1.41,13.78,18.61,65.3,,,0.44,9.71,89.85,0.04,0.35,9.6,18.4,71.62,0.05,0.2,0.72,2.65,96.37,1.58,3.02,7.28,12.81,75.32,0.47,2.01,3.97,8.92,84.63,1.52,4.37,9.75,18.47,65.9,,,1.77,31.27,66.96,0.83,1.83,7.23,18.5,71.61,,0.08,0.14,1.52,98.27,0.25,0.71,4.5,8.2,86.35,0.01,0.25,1.45,6.98,91.31,0.25,1.19,4.84,11.94,81.77,,,,6.63,93.37,0.04,0.17,2.05,10.54,87.2,,,0,0.53,99.46,0.05,0.19,0.54,2.37,96.85,,0,0.12,2.04,97.84,,0.11,0.8,3.4,95.7,,,,0.88,99.12,,,0.18,1.31,98.52
E07000094,Winchester,66123,57426,2838,364,1733,0.53,1.12,3.9,94.44,5.99,7.25,27.49,59.27,5.04,5.26,13.4,76.3,12.47,13.24,27.04,47.25,1.93,6.88,26.39,64.8,5.26,10.44,28.77,55.52,,0.04,0.64,2.03,97.29,0.53,0.8,4.92,8.71,85.03,0.03,0.32,5.15,9.19,85.32,0.99,2.24,9.46,17.68,69.63,,,2.76,12.67,84.57,0.18,1.46,6.01,18.08,74.27,0.15,0.23,0.58,2.32,96.73,1.48,2.78,4.56,15.36,75.82,1.21,1.88,3.1,7.58,86.22,3.08,6.79,9.03,16.57,64.53,,,1.93,5.21,92.85,0.64,4.16,5.75,13.62,75.83,,0.03,0.16,0.72,99.08,0.41,0.47,2.24,4.7,92.19,0.02,0.22,1.45,4.6,93.71,0.71,1.67,5.09,11.31,81.21,,,,5.5,94.5,0.18,0.59,3.31,8.45,87.48,,,0,0.03,99.97,0.14,0.19,0.43,1.76,97.47,,0.01,0.04,0.52,99.43,0.25,0.57,1.25,6.56,91.38,,,,,100,,0.12,0.82,4.89,94.18
E07000095,Broxbourne,5144,43101,492,18,303,0,0,0.04,99.96,0.01,0.34,16.01,83.63,0.06,0.41,6.01,93.53,,,21.35,78.65,,,22.22,77.78,,,21.12,78.88,,,,0,100,0,0,0.56,2.86,96.58,,,0.08,1.57,98.35,,,1.83,6.91,91.26,,,,16.64,83.36,,,1.32,7.91,90.77,,0,,0.04,99.96,,0.01,0.55,15.26,84.17,,0.02,0.14,3.48,96.36,,0.2,3.45,17.29,79.06,,,,5.52,94.48,,,4.29,15.51,80.2,,,,0,100,,0,0.01,0.91,99.08,,,,0.84,99.16,,,0.2,4.47,95.33,,,,,100,,,0.33,3.3,96.37,,,,0,100,,,0,0.03,99.97,,,,0.08,99.92,,,,0.41,99.59,,,,,100,,,,0.33,99.67
E07000096,Dacorum,21255,69102,1264,51,868,0.09,0.47,2.35,97.08,1.63,2.35,16.89,79.13,2.37,4.04,11,82.59,2.75,2.12,19.28,75.85,,,15.69,84.31,0.23,0.57,13.45,85.75,,0,0.48,1.05,98.47,0.08,0.28,3.56,6.69,89.39,,0.08,3.91,7.24,88.77,0.31,1.57,2.76,11.45,83.9,,,,1.96,98.04,,0.34,1.49,8.16,90.01,0.01,0.02,0.11,0.46,99.4,0.41,1.1,2.78,12.65,83.06,0.17,0.8,1.71,4.33,93,1.81,0.79,3.1,13.43,80.88,,,,15.69,84.31,0.23,,1.5,12.15,86.12,,0,0.01,0.21,99.78,0.06,0.18,0.82,3.45,95.49,,0.02,0.47,3.03,96.48,0.31,1.49,0.63,5.79,91.77,,,,1.96,98.04,,0.23,0.11,2.88,96.77,,,,0.01,99.99,0.01,0.01,0.07,0.4,99.52,,,,0.26,99.74,,0.16,0.94,1.03,97.87,,,,,100,,,0.23,0.23,99.54
E07000098,Hertsmere,10119,46879,890,307,819,,0.23,1.24,98.54,0.22,2.89,16.74,80.16,,0.09,3.54,96.37,0.11,2.48,20.09,77.31,,0.33,19.53,80.15,,1.59,17.59,80.82,,,,0.01,99.99,,0,0.41,3.59,95.99,,,,0.79,99.21,,,0.67,11.27,88.05,,,2.26,16.97,80.78,,,1.21,12.26,86.53,,,,0.24,99.76,,0.09,1.07,10.32,88.52,,,,0.24,99.76,,,0.11,10.3,89.59,,,,18.29,81.71,,,,12.52,87.48,,,,,100,,,0.03,1.05,98.92,,,,0.04,99.96,,,,3.73,96.27,,,,6.83,93.17,,,,4.9,95.1,,,,,100,,,,0.16,99.84,,,,,100,,,,,100,,,,,100,,,,,100
E07000099,North Hertfordshire,37541,61421,1565,165,963,0.01,0.42,1.7,97.86,1.6,3.94,17.74,76.72,0.6,2.07,11.3,86.04,6.1,8.82,21.64,63.44,,,13.94,86.06,1.46,1.98,23,73.56,,,0.2,0.85,98.95,0,0.15,2.4,5.21,92.23,,0.04,1.98,6.27,91.71,0.13,0.76,8.8,13.54,76.79,,,1.82,5.46,92.72,,,2.79,10.98,86.23,0,0,0.12,2.09,97.79,0.19,1.03,4.79,26.08,67.91,0.01,0.14,0.79,5,94.06,1.59,3.82,7.83,20.96,65.81,,,3.64,8.49,87.87,0.83,0.83,3.42,19.97,74.94,,,0.01,0.23,99.76,0,0.13,1.01,3.61,95.24,,0.03,0.28,2.18,97.5,,0.51,5.35,9.34,84.81,,,1.21,0.61,98.18,,,0.31,5.6,94.09,,,,0,100,0,0,0.11,0.57,99.32,,,0.01,0.06,99.93,,0.25,1.34,2.49,95.92,,,,,100,,,,0.52,99.48
E07000102,Three Rivers,8878,39779,487,243,643,0.23,0.11,2.9,96.76,0.84,4.63,29.72,64.8,1.21,1.92,7.73,89.14,,4.53,32.24,63.23,,,15.24,84.76,,2.18,26.14,71.67,,,0.25,0.17,99.58,0.11,0.11,1.77,4.99,93.02,,,1.55,3.27,95.18,,,1.43,6.76,91.8,,,,2.48,97.52,,,0.93,5.91,93.16,0.03,0.08,0.09,0.14,99.66,0.44,0.39,1.07,7.76,90.34,0.12,0.31,0.81,4.3,94.45,,,0.21,9.86,89.94,,,0.41,13.6,85.99,,,0.31,12.15,87.54,,,0.03,0.1,99.87,0.11,0.08,0.44,1.55,97.81,,,0.21,1.9,97.89,,,,1.64,98.36,,,,1.65,98.35,,,,1.87,98.13,,,,,100,0.03,0.07,0.04,0.16,99.71,,,,0.3,99.7,,,,,100,,,,0.41,99.59,,,,0.16,99.84
E07000103,Watford,2138,42565,356,16,370,,0,0,100,0,0.06,7.4,92.54,,0.09,1.44,98.46,,,8.98,91.02,,,18.75,81.25,,,9.18,90.82,,,,,100,,,0.43,1.94,97.63,,,,0.05,99.95,,,0.28,1.97,97.75,,,,43.75,56.25,,,0.27,3.79,95.93,,,,0.02,99.98,,0,0,0.5,99.5,,,,1.86,98.14,,,,3.36,96.64,,,,6.25,93.75,,,,3.5,96.5,,,,,100,,,,0.02,99.98,,,,0.05,99.95,,,,,100,,,,6.25,93.75,,,,0.27,99.73,,,,,100,,,,0.02,99.98,,,,,100,,,,,100,,,,,100,,,,,100
E07000105,Ashford,58058,59251,2251,285,1866,0.52,1.63,9.75,88.1,5.95,10.78,34.86,48.41,2.54,6.97,19.94,70.55,12.15,15.1,29.22,43.52,1.77,3.89,29.71,64.63,9.11,10.33,27.5,53.06,0.02,0.05,1.72,3.65,94.57,0.43,0.97,10.73,13.91,73.95,0.11,0.6,4.83,12.36,82.1,0.81,3.18,15.64,25.34,55.03,,,2.11,14.37,83.52,0.65,1.45,9.04,19.4,69.46,0.09,0.19,0.42,1.95,97.34,0.98,2.67,6.88,18.47,70.99,0.32,1.01,2.84,7.99,87.83,2.74,5,11.23,22.83,58.2,,2.48,2.82,19.28,75.42,1.73,3.24,7.61,23.11,64.31,0.01,0.01,0.23,0.91,98.84,0.38,0.42,2.81,6.77,89.62,0.03,0.36,0.74,4.1,94.77,0.81,1.66,4.85,12.4,80.28,,,0.35,7,92.65,0.65,0.6,1.66,10.62,86.48,,,0.02,0.06,99.92,0.09,0.15,0.39,1.83,97.54,,0.01,0.23,0.94,98.82,0.13,0.45,0.76,2.86,95.79,,,,0.35,99.65,0.16,0.54,0.32,1.77,97.2
E07000106,Canterbury,30894,73804,1595,0,1269,0.11,0.71,5.43,93.74,1.63,5.33,31.16,61.87,2.74,7.76,21.77,67.72,3.51,8.74,31.93,55.82,,,,,3.08,6.08,33.12,57.72,,0.05,0.48,1.72,97.74,0.13,0.8,7.85,10.54,80.67,0,1.02,5.59,13.99,79.4,,0.44,11.23,17.2,71.14,,,,,,,0.08,7.96,16.1,75.86,0.02,0.19,0.62,1.32,97.86,0.48,1.35,3.34,19.12,75.69,0.24,1.94,6.23,10.6,80.99,0.25,3.15,6.45,16.8,73.35,,,,,,0.24,1.42,3.39,16.63,78.32,,0.01,0.21,0.59,99.19,0.08,0.58,1.41,7.77,90.17,0,0.26,2.27,8.88,88.59,,,3.52,11.27,85.21,,,,,,,,0.95,8.19,90.87,,,0.05,0.26,99.69,0.01,0.18,0.47,1.37,97.97,,0.01,0.73,2.51,96.75,,,0.5,3,96.5,,,,,,,,,0.55,99.45
E07000107,Dartford,7289,50083,1012,52,728,0,0.05,1.88,98.07,1.24,4.7,19.56,74.5,0.08,0.95,5.47,93.5,0.1,3.96,26.88,69.06,,,9.63,90.37,0.14,3.59,25.41,70.87,,,0.02,0.51,99.48,,0.02,1.18,8.52,90.28,,,0.22,2.18,97.6,,,1.29,11.45,87.25,,,,5.78,94.22,,,1.38,13.05,85.57,,,0,0.07,99.93,,0.09,0.64,6.09,93.19,,,0.12,0.79,99.09,,,2.37,11.36,86.27,,,3.85,5.78,90.37,,,3.02,11.26,85.73,,,,0.05,99.95,,,0.08,1.15,98.77,,,,0.45,99.55,,,,3.36,96.64,,,,5.78,94.22,,,,3.98,96.02,,,,,100,,,,0.05,99.95,,,,,100,,,,0.3,99.7,,,,1.93,98.07,,,,0.41,99.59
E07000108,Dover,31517,55873,1264,0,1084,0.06,0.75,7.3,91.89,2.41,6.67,28.43,62.48,0.26,1.75,13.04,84.95,0.63,6.84,25.77,66.76,,,,,0.18,5.14,25.81,68.87,,0,0.63,5.92,93.45,0.11,0.67,12.29,14.08,72.85,,0.04,2.25,8.7,89,,,7.56,18.75,73.69,,,,,,,,6.8,18.55,74.65,0,0.05,0.26,0.89,98.8,0.4,1.37,5.17,14.61,78.44,0.03,0.13,0.55,2.64,96.64,,0.63,2.99,13.5,82.88,,,,,,,0.18,2.39,12.8,84.62,,0,0,0.26,99.74,0.09,0.3,3.18,8.42,88.01,,0.01,0.19,1.21,98.59,,,1.65,5.68,92.67,,,,,,,,1.28,5.25,93.46,,,0,0.04,99.96,0,0,0.25,0.75,99,,0,0,0.15,99.84,,,,0.94,99.06,,,,,,,,,1.1,98.9
E07000109,Gravesham,9897,45553,648,29,542,0.06,0.44,2.56,96.94,2.49,4.47,22.29,70.76,2.29,3.12,15.21,79.38,0.46,2.32,30.3,66.92,,,68.94,31.06,0.55,2.77,31.61,65.07,,0.01,0.18,0.52,99.29,0.08,0.16,1.4,4.18,94.18,,0.17,5.87,7.34,86.61,,,1.7,9.6,88.7,,,,44.8,55.2,,,1.66,10.38,87.96,0.03,0.08,0.22,0.69,98.99,0.7,0.79,2.82,4.48,91.22,0.69,1.33,3.73,7.1,87.15,,0.16,1.55,13.75,84.55,,,,27.57,72.43,,0.19,1.48,15.32,83.01,,0.01,0.13,0.11,99.75,0.06,0.09,0.82,1.67,97.36,,0.11,2.77,5.15,91.97,,,0.16,3.87,95.97,,,,27.57,72.43,,,0.19,4.82,95,,,0.02,0.04,99.94,0.03,0.03,0.15,0.58,99.22,,,0.29,1.54,98.17,,,,0.31,99.69,,,,,100,,,,0.37,99.63
E07000110,Maidstone,39326,79471,1620,380,1369,0.11,2.07,5.52,92.29,2.63,8.23,19.27,69.87,3.2,6.26,16.68,73.85,5.16,19.2,29.02,46.62,0.53,5.82,35.55,58.1,1.69,12.81,30.69,54.81,0,0.02,1.69,2.06,96.24,0.07,1.29,5.73,9.42,83.5,0.09,0.94,5.58,8.57,84.82,,0.98,12.91,17.71,68.4,,,1.83,20.3,77.87,,,7.74,15.82,76.43,0.03,0.19,0.5,6.77,92.51,0.97,3.35,8.38,23.42,63.88,1.11,1.54,3.02,8.63,85.7,0.68,4.84,14.57,29.77,50.13,,,2.62,32.17,65.21,0.59,3.32,7.55,28.87,59.67,0,0.01,0.2,1.13,98.67,0.04,0.67,2.66,8.16,88.47,0.05,0.47,1.51,4.73,93.25,,0.06,5.55,17.03,77.36,,,0.52,16.36,83.12,,,4.08,12.54,83.38,,0,0.04,0.05,99.92,0.01,0.17,0.3,3.79,95.73,0.01,0.02,0.3,0.92,98.76,,,0.63,8.58,90.79,,,,5.54,94.46,,,0.67,5.52,93.81
E07000111,Sevenoaks,37040,53475,1812,593,1450,0.35,1.11,6.98,91.55,5.26,8.21,27.82,58.71,3.38,6.69,21.11,68.83,18.75,15.28,23.71,42.26,,1.52,36.32,62.17,1.94,8.27,31.41,58.38,,0,1.1,2.77,96.13,0.13,0.5,11.15,11.95,76.27,,0.01,5.44,12.43,82.11,0.71,2.36,19.91,16.21,60.8,,,4.07,21.27,74.66,,0.14,5.46,16.3,78.1,0.09,0.27,0.65,4.06,94.92,1.53,3.44,9.01,22.5,63.51,0.47,1.85,4.59,13.61,79.48,4.95,12.16,14.01,21.37,47.51,,0.51,7.96,27.19,64.33,0.21,2.29,8.84,25.94,62.73,,0,0.15,1.17,98.68,0.09,0.4,3.4,12.06,84.05,,0.01,0.95,7.1,91.94,0.49,1.54,8.86,18.18,70.93,,,1.53,13.03,85.44,,0.07,2,11.97,85.96,,,0,0.07,99.93,0.03,0.12,0.49,2.58,96.78,,,0.02,0.46,99.51,0.11,0.44,1.7,8.76,88.98,,,0.17,4.42,95.41,,,0.14,3.68,96.18
E07000112,Folkestone and Hythe,71338,109182,2880,334,2316,0.11,0.84,8.25,90.8,3.26,8.61,27.7,60.43,1.5,3.86,14.52,80.11,2.96,10,29.41,57.63,,1.2,18.6,80.2,1.52,5.03,26.67,66.77,0,0.02,1.67,3.53,94.78,0.1,0.59,14.28,12.03,73.01,0.04,0.52,6.61,9.84,82.98,,0.83,14.22,22.55,62.39,,,2.99,16.18,80.82,,,13.3,20.39,66.31,0.06,0.1,0.47,1.17,98.2,0.59,1.52,5.97,11.74,80.18,0.74,1.37,3.62,5.16,89.12,0.76,1.95,4.86,17.62,74.82,,,1.8,3.59,94.61,,0.09,2.15,17.44,80.32,0,0.03,0.1,0.96,98.92,0.09,0.42,1.28,9.87,88.35,0.02,0.46,1.08,4.51,93.93,,0.49,1.25,12.76,85.5,,,,4.19,95.81,,,0.17,11.29,88.53,,,0.02,0.04,99.94,0.04,0.09,0.25,1.41,98.21,,0.03,0.32,0.88,98.77,,,0.76,4.04,95.19,,,,,100,,,,1.31,98.69
E07000113,Swale,37093,67736,1238,298,1154,0.15,0.53,7.7,91.62,2.53,6.07,34.19,57.2,2.47,3.83,12.84,80.86,2.69,10.09,31.76,55.47,0.33,3.68,30.19,65.8,2.88,10.14,32.95,54.03,,0,0.14,2.15,97.71,0.17,0.55,8.49,13.81,76.98,0.01,0.14,1.55,5.26,93.05,0.08,0.49,5.14,19.81,74.48,,,3.68,16.08,80.25,0.09,0.53,6.04,22.03,71.32,0.06,0.19,1.02,3.57,95.15,2.62,2.21,9.31,29.39,56.47,0.37,1.16,2.59,7.55,88.32,0.73,3.72,10.97,34.19,50.4,,0.33,1,16.11,82.56,0.44,2.61,10.49,32.12,54.35,,0,0.02,0.6,99.38,0.09,0.17,2.58,7.98,89.18,,0.07,0.47,2.68,96.78,,0.08,1.22,10.49,88.21,,,,7.69,92.31,,0.09,1.31,12.48,86.12,,,,0.01,99.99,0.02,0.01,0.42,2.72,96.83,,,0.04,0.43,99.53,,,0.08,1.71,98.21,,,,1.35,98.65,,,0.09,1.92,97.99
E07000114,Thanet,10335,73427,1103,0,687,,0.04,1.95,98.01,0.83,2.64,17.6,78.92,,0.05,2.62,97.33,0.81,4.5,20.72,73.97,,,,,1.01,5.63,20.31,73.05,,,0.03,0.36,99.62,,0.07,1.18,5.41,93.34,,,0.05,1.03,98.92,,0.45,3.27,8.42,87.87,,,,,,,0.72,0.87,6.82,91.59,,,0,0.65,99.35,0.06,0.66,1.51,12.42,85.36,,,0.02,0.3,99.68,,0.81,3.6,10.59,84.99,,,,,,,1.01,4.32,11.32,83.34,,,,0.07,99.93,,,0.2,1.09,98.71,,,,0.08,99.92,,,1.36,1.9,96.74,,,,,,,,0.72,1.01,98.27,,,,,100,,,,0.1,99.9,,,,,100,,,,0.45,99.55,,,,,,,,,0.29,99.71
E07000115,Tonbridge and Malling,24008,57484,1385,366,1468,0.16,1.46,6.76,91.62,5.31,11.32,28.42,54.95,2.73,3.56,15.17,78.55,7.35,15.98,30.38,46.29,0.27,7.11,33.95,58.66,3.59,14.39,32.69,49.33,,0,0.25,1.81,97.94,0.13,2.24,7.1,9.65,80.88,,0.01,0.94,7.6,91.45,0.43,1.88,7.76,18.6,71.33,,,6.05,24.32,69.63,0.27,0.54,6.85,19.39,72.95,0.01,0.1,0.3,1.88,97.71,0.48,3.17,9.27,19.82,67.26,0.09,1.12,2.14,6.86,89.8,1.15,5.62,10.59,27.39,55.24,0.82,4.09,8.18,27.95,58.96,0.81,3.73,9.32,28.43,57.7,,0,0.04,0.57,99.38,0.07,0.2,3.66,7.93,88.14,,0.01,0.18,2.86,96.95,,1.73,2.58,13.46,82.22,,,0.27,21.63,78.1,,0.47,1.35,14.15,84.03,,,,0.03,99.97,0.01,0.06,0.23,1.44,98.26,,,0,0.24,99.75,,0.43,1.08,3.82,94.66,,,,1.93,98.07,,0.2,0.14,2.04,97.62
E07000116,Tunbridge Wells,33127,53062,1942,0,1160,0.2,1.82,11.93,86.06,7.64,12.37,18.5,61.49,3.08,10.87,30.11,55.94,14.22,26.7,30.52,28.56,,,,,8.31,22.74,34,34.95,,0.01,1.38,2.69,95.91,0.15,1.56,8.71,10.99,78.59,0,0.06,4.13,13.03,82.78,0.26,2.8,17.59,27.49,51.86,,,,,,,1.65,17.47,24.11,56.77,0.06,0.09,0.34,3.83,95.68,0.45,4.36,11.27,17.43,66.5,0.17,0.89,3.4,13.95,81.58,0.78,5.16,16.4,34.05,43.61,,,,,,0.6,2.16,12.47,31.82,52.95,,,0.03,0.37,99.6,0.07,0.36,3.6,9.52,86.45,,0.02,0.32,5.38,94.27,0.1,0.77,5.86,22.38,70.88,,,,,,,0.35,5.22,17.98,76.46,,,0,0.03,99.96,0,0.11,0.24,3.14,96.51,,,0.03,0.38,99.59,,0.05,0.67,7.71,91.57,,,,,,,,0.17,5.04,94.79
E07000117,Burnley,11070,45489,719,105,770,0.01,0.01,0.54,99.43,0.1,1,20.13,78.78,1.67,3.12,6.08,89.12,5.49,7.42,18.64,68.45,,,9.51,90.49,5.13,6.28,16.37,72.23,,,0.03,0.07,99.91,0.01,0.01,0.39,3.27,96.33,0.01,0.02,0.55,2.76,96.66,0.42,0.56,2.37,6.01,90.64,,,,8.54,91.46,0.39,0.52,2.08,5.73,91.27,0.01,0,0.01,0.46,99.52,0.05,0.39,2.13,21.88,75.56,0.6,1.19,2.26,7.03,88.92,4.5,2.39,6.85,20.63,65.63,,,1.89,15.26,82.85,4.2,2.1,6,19.01,68.68,,,0,0.05,99.95,0.01,0.01,0.17,1.62,98.19,0.01,0.01,0.16,1.43,98.4,0.42,0.56,1.54,5.03,92.45,,,,5.69,94.31,0.39,0.52,1.44,4.56,93.09,,,,0.04,99.96,0.01,0,0,0.22,99.76,,,,0.24,99.76,0.42,0.42,1.12,2.66,95.37,,,,,100,0.39,0.39,1.05,1.97,96.2
E07000118,Chorley,20278,55135,1424,394,1219,0.01,0.02,10.79,89.18,1.37,6.75,45.9,45.98,0.23,0.76,7.66,91.35,4.11,9.63,35.55,50.7,,2.05,23.14,74.81,1.9,8.56,31.85,57.69,,,0.05,0.92,99.04,,0.01,7.61,14.44,77.94,,0.02,0.45,2.54,96.99,,0.07,8.02,14.63,77.29,,,6.59,9.14,84.26,,,6.61,13.26,80.13,,0,0.01,0.59,99.4,0.06,0.55,3.2,27.95,68.24,0.02,0.07,0.25,2.86,96.8,0.57,1.46,5.74,23.76,68.47,,,2.29,15.24,82.47,0.17,0.57,4.69,20.57,73.99,,,0,0.31,99.69,,0.01,0.71,9.96,89.32,,0.01,0.09,0.79,99.11,,0.07,1.69,10.92,87.32,,,1.27,7.35,91.38,,,1.31,8.72,89.97,,,,0,100,,,0,0.48,99.52,,,,0.03,99.97,,,,1.68,98.32,,,,,100,,,,0.9,99.1
E07000119,Fylde,16574,36444,1158,147,792,,0,0.95,99.05,1.34,2.86,23.22,72.59,0.02,0.12,1.66,98.2,3.71,7.53,24.65,64.11,,2.71,23.03,74.27,0.63,6.95,27.77,64.64,,,0,1.24,98.76,,0.08,3.8,11.85,84.27,,,0.04,2.5,97.47,,0.17,6.99,26.44,66.41,,,9.61,14.94,75.45,,,6.44,25.12,68.44,,,0.02,1.66,98.32,0.17,1.34,5.02,28.1,65.36,,,0.04,0.94,99.02,,1.64,6.57,30.64,61.15,,,4.08,39.66,56.26,,0.76,5.17,33.92,60.15,,,,0.03,99.97,,0.02,0.93,8.43,90.62,,,,0.1,99.9,,0.09,1.72,12.27,85.93,,,,6.19,93.81,,,1.38,11.98,86.64,,,,,100,,,0,0.47,99.53,,,,,100,,,,0.35,99.65,,,,,100,,,,0.13,99.87
E07000120,Hyndburn,7292,41447,710,169,571,,0,4.53,95.47,0.02,0.67,23.99,75.33,,0.11,5.84,94.05,0.71,3.09,26.3,69.9,,1.18,36.72,62.11,0.18,1.4,30.44,67.98,,,,0.06,99.94,0,0,2.48,9.94,87.58,,,0.03,1.52,98.45,,,4.07,15.75,80.18,,,7.08,19.55,73.36,,,3.84,15.22,80.93,,,,0.13,99.87,0,0.03,0.62,6.93,92.41,,0.01,0.11,1.77,98.1,0.28,0.57,1.55,12.81,84.79,,,,13.07,86.93,,,0.7,11.92,87.37,,,,0,100,,,0.12,2.1,97.78,,,,0.37,99.63,,,0.42,4.93,94.65,,,,7.14,92.86,,,,4.56,95.44,,,,,100,,,,0.1,99.9,,,,,100,,,,0.14,99.86,,,,,100,,,,,100
E07000121,Lancaster,57576,68053,1796,358,1646,0.63,0.81,4.93,93.63,3.97,4.49,24.89,66.66,9.65,5.84,14.5,70,9.01,11.04,30.53,49.42,,1.68,30.5,67.83,5.92,10.53,30.38,53.17,0.06,0.08,1.43,2.07,96.36,0.49,0.64,6.63,6.76,85.48,2.36,2.02,6.04,8.86,80.72,0.34,0.51,11.21,14.02,73.93,,,12.88,14.28,72.84,,0.12,11.99,14.88,73,0.18,0.13,0.51,1.89,97.3,1.28,1.32,4.49,12.02,80.9,6.18,2.95,3.86,7.95,79.07,1.34,2.96,6.98,15.63,73.08,,,1.68,10.63,87.69,0.42,2.02,6.1,16.53,74.93,0.06,0.05,0.16,1.1,98.62,0.43,0.55,1.98,5.27,91.78,2.34,1.67,2.93,5.13,87.94,0.23,0.39,4.08,7.82,87.48,,,1.12,6.73,92.15,,0.12,2.44,8.67,88.77,0.05,0.01,0.01,0.05,99.87,0.16,0.12,0.47,1.41,97.83,1.39,1.05,1.06,1.81,94.7,,,,1.18,98.82,,,,,100,,,,0.43,99.57
E07000122,Pendle,16942,44240,830,100,617,0.29,0.41,6.38,92.92,3.02,4.27,34.03,58.69,2.63,2.89,7.42,87.06,4.61,10.99,35.39,49.01,,,16.99,83.01,2.94,9.59,32.37,55.1,,0,0.27,1,98.73,0.25,0.36,4.28,12.15,82.96,0.03,0.16,1.31,2.93,95.56,,0.36,6.51,9.51,83.61,,,,3,97,,0.16,5.52,8.58,85.74,0.1,0.12,0.05,0.62,99.1,0.77,0.94,1.89,11.61,84.77,0.64,1.39,2.05,5.5,90.42,0.24,1.7,7.48,16.03,74.55,,,,2,98,0.16,0.98,7.79,12.47,78.59,,0,0.06,0.13,99.81,0.25,0.22,0.56,4.22,94.75,0.03,0.1,0.77,1.4,97.7,,0.12,0.73,6.03,93.12,,,,,100,,,0.33,4.05,95.62,,,,0.02,99.98,0.07,0.13,0.05,0.31,99.44,,,0.05,0.35,99.6,,,,0.24,99.76,,,,,100,,,,0.17,99.83
